datetime,nb_total_net_buy,nb_total_buy,nb_total_sell
2016-08-03,-1.6819,12.7591,14.440999999999999
2016-08-04,-4.3737,10.2453,14.619000000000002
2016-08-05,4.7495,12.730599999999999,7.9811000000000005
2016-08-08,6.233099999999999,15.7444,9.5113
2016-08-09,12.921500000000002,20.8026,7.8811
2016-08-10,10.4539,17.4,6.9461
2016-08-11,7.0421000000000005,17.6301,10.588
2016-08-12,2.314,19.748,17.434
2016-08-15,3.8364,25.6056,21.7692
2016-08-16,46.8617,58.3402,11.478499999999999
2016-08-17,15.056,27.1715,12.115499999999999
2016-08-18,11.7204,22.4444,10.724
2016-08-19,3.557,14.9114,11.3544
2016-08-22,-0.9197,12.0614,12.9811
2016-08-23,1.7541,14.2578,12.503699999999998
2016-08-24,2.2566,11.4596,9.203
2016-08-25,3.3807,17.720299999999998,14.3396
2016-08-26,1.9703,12.3994,10.4291
2016-08-29,-0.33590000000000003,15.791099999999998,16.127
2016-08-30,9.0338,30.1771,21.1433
2016-08-31,2.7925,13.986500000000001,11.194
2016-09-01,1.1973,12.0143,10.817
2016-09-02,-1.8333000000000002,14.3924,16.2257
2016-09-05,14.7079,23.062800000000003,8.3549
2016-09-06,8.8107,18.9512,10.1405
2016-09-07,4.8377,18.6087,13.770999999999999
2016-09-08,9.5292,17.4604,7.9312000000000005
2016-09-09,-3.4957,19.7896,23.285300000000003
2016-09-12,-25.7944,13.986600000000001,39.781
2016-09-13,-3.3815,15.3899,18.7714
2016-09-14,-11.675899999999999,12.6925,24.3684
2016-09-19,-8.2693,13.837200000000001,22.1065
2016-09-20,-8.5289,12.636099999999999,21.165
2016-09-21,-2.5494,14.006300000000001,16.555699999999998
2016-09-22,10.429400000000001,24.0227,13.5933
2016-09-23,5.4779,17.7757,12.2978
2016-09-26,-3.7796,16.6138,20.3934
2016-09-27,-3.3643,11.4351,14.7994
2016-09-28,-1.646,7.7972,9.443200000000001
2016-09-29,5.6294,12.504000000000001,6.8746
2016-10-11,9.7584,30.363899999999997,20.605500000000003
2016-10-12,-5.7549,11.8357,17.5906
2016-10-13,-5.3053,11.5944,16.8997
2016-10-14,9.3891,19.0687,9.6796
2016-10-17,-1.7463,13.1419,14.8882
2016-10-18,6.5165,18.6634,12.1469
2016-10-19,3.91,12.4877,8.5777
2016-10-20,3.6675,10.5855,6.917999999999999
2016-10-24,7.5594,25.328000000000003,17.7686
2016-10-25,9.1472,23.1325,13.9853
2016-10-26,2.3446000000000002,14.8303,12.4857
2016-10-27,-5.7674,10.7707,16.5381
2016-10-28,2.5516,19.168699999999998,16.6171
2016-10-31,1.4494999999999998,14.9049,13.4554
2016-11-01,4.086,14.953800000000001,10.867799999999999
2016-11-02,-9.7834,11.6967,21.480100000000004
2016-11-03,-4.03,13.7058,17.735799999999998
2016-11-04,-1.8741999999999999,12.8915,14.765699999999999
2016-11-07,0.7190000000000001,10.9975,10.2785
2016-11-08,3.2119,17.4087,14.196800000000001
2016-11-09,-40.412800000000004,16.235,56.6478
2016-11-10,15.3818,26.296100000000003,10.9143
2016-11-11,-6.667000000000001,20.4974,27.1644
2016-11-14,-2.0042,23.7277,25.7319
2016-11-15,0.1184,15.0342,14.915799999999999
2016-11-16,6.9984,18.0748,11.076400000000001
2016-11-17,-0.2879,12.646199999999999,12.9341
2016-11-18,-0.6413,10.3852,11.0265
2016-11-21,1.1322,15.3413,14.209100000000001
2016-11-22,13.247300000000001,25.9863,12.739
2016-11-23,11.3004,26.7773,15.4769
2016-11-24,8.8473,22.5917,13.7444
2016-11-25,17.1,29.103099999999998,12.0031
2016-11-28,13.9552,33.4092,19.454
2016-11-29,9.8508,38.435900000000004,28.5851
2016-11-30,11.0196,29.764400000000002,18.7448
2016-12-01,9.4071,27.836399999999998,18.4293
2016-12-02,-15.3939,24.7284,40.1223
2016-12-05,11.8122,53.252700000000004,41.4405
2016-12-06,13.8401,40.623200000000004,26.7831
2016-12-07,18.368,37.251999999999995,18.884
2016-12-08,22.882800000000003,44.993100000000005,22.110300000000002
2016-12-09,-0.3682,54.2463,54.6145
2016-12-12,9.5874,41.517700000000005,31.930300000000003
2016-12-13,15.2474,34.1556,18.9082
2016-12-14,8.9355,32.6532,23.7177
2016-12-15,4.5757,32.170500000000004,27.5948
2016-12-16,11.3973,35.227,23.8297
2016-12-19,-6.4064,17.145,23.551399999999997
2016-12-20,-25.5438,16.298199999999998,41.842
2016-12-21,1.5348,18.1249,16.5901
2016-12-22,-5.2364,14.5147,19.751099999999997
2016-12-28,-5.42,18.3263,23.7463
2016-12-29,-1.2166,16.2793,17.4959
2016-12-30,-0.8164,15.2311,16.0475
2017-01-03,-0.5629,21.048099999999998,21.611
2017-01-04,-8.2966,25.257600000000004,33.5542
2017-01-05,-3.924,25.5042,29.4282
2017-01-06,-15.700999999999999,20.8773,36.5783
2017-01-09,-0.6542,24.3805,25.034699999999997
2017-01-10,2.5432,22.917600000000004,20.3744
2017-01-11,16.860799999999998,31.9186,15.0578
2017-01-12,12.285,26.6946,14.409600000000001
2017-01-13,12.052999999999999,31.6422,19.5892
2017-01-16,-8.083,31.4815,39.564499999999995
2017-01-17,10.5458,27.3548,16.809
2017-01-18,13.913599999999999,32.1304,18.2168
2017-01-19,10.639100000000001,27.063499999999998,16.424400000000002
2017-01-20,16.7727,28.6448,11.8721
2017-01-23,13.991,28.077399999999997,14.086400000000001
2017-01-24,13.6544,28.2251,14.570699999999999
2017-01-25,1.7442,19.5573,17.8131
2017-01-26,8.6132,21.778299999999998,13.1651
2017-02-03,13.0867,29.1982,16.1115
2017-02-06,27.7627,42.355,14.5923
2017-02-07,16.321099999999998,35.3678,19.0467
2017-02-08,12.1851,29.0011,16.816
2017-02-09,18.7181,39.3019,20.5838
2017-02-10,16.2104,37.9206,21.7102
2017-02-13,16.9835,43.032399999999996,26.0489
2017-02-14,13.466199999999999,34.6605,21.1943
2017-02-15,23.083299999999998,48.1118,25.028499999999998
2017-02-16,18.6494,35.8124,17.163
2017-02-17,12.1927,33.1537,20.961
2017-02-20,18.3337,36.1939,17.8602
