instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SZ002401,2023-06-21,0.13,14161012.04,-279700
SZ002401,2023-06-28,0.25,24692100.95,353057
SZ002401,2023-06-29,0.1,10420400.34,-562429
SZ002401,2023-07-05,0.11,11454704.38,35101
SZ002401,2023-07-06,0.21,21871393.04,396074
SZ002401,2023-07-12,0.34,30216251.01,770200
SZ002401,2023-07-13,0.3,26350878.19,-152854
SZ002401,2023-07-19,0.14,12540566.88,-407700
SZ002401,2023-07-20,0.33,27639648.96,699000
SZ002401,2023-07-26,0.12,10408188.96,-90600
SZ002401,2023-07-27,0.12,10155689.28,-2700
SZ002401,2023-08-02,0.39,31741441.35,549880
SZ002401,2023-08-03,0.4,32623241.3,40180
SZ002401,2023-08-09,0.31,26331406.5,-231940
SZ002401,2023-08-10,0.31,25743773.88,-11131
SZ002401,2023-08-16,0.39,31076761.1,-304769
SZ002401,2023-08-17,0.43,35930797.82,175408
SZ002401,2023-08-23,0.32,29439489.42,-546000
SZ002401,2023-08-24,0.35,30683058.57,82217
SZ002401,2023-08-30,0.57,49042917.71,-413432
SZ002401,2023-08-31,0.52,43514517.19,-201500
SZ002401,2023-09-06,0.27,22205895.8,-209700
SZ002401,2023-09-07,0.15,12332728.32,-446500
SZ002401,2023-09-13,0.08,6335241.6,-160200
SZ002401,2023-09-14,0.05,4503014.4,-86800
SZ002401,2023-09-15,0.07,5795400.08,68600
SZ002401,2023-09-20,0.33,23886727.2,-89669
SZ002401,2023-09-21,0.35,24441808.64,44600
SZ002401,2023-09-27,0.33,24870837.93,78660
SZ002401,2023-09-28,0.38,28035300.72,162219
SZ002401,2023-10-11,0.38,28152242.65,306454
SZ002401,2023-10-12,0.35,25870187.93,-90892
SZ002401,2023-10-13,0.5,35151596.46,544400
SZ002401,2023-10-16,0.39,27285883.8,-404774
SZ002401,2023-10-17,0.36,25235090.16,-111715
SZ002401,2023-10-18,0.56,37682566.57,746381
SZ002401,2023-10-19,0.45,29837489.22,-423500
SZ002401,2023-10-20,0.52,33692265.66,277293
SZ002401,2023-10-24,0.65,41436828.15,497893
SZ002401,2023-10-25,0.73,47088191.15,270100
SZ002401,2023-10-26,0.8,50861248.9,279000
SZ002401,2023-10-27,0.9,58696777.2,370943
SZ002401,2023-10-30,0.9,59787565.22,6360
SZ002401,2023-10-31,0.86,56116515.0,-173080
SZ002401,2023-11-01,0.84,54635098.68,-77500
SZ002401,2023-11-02,0.93,59908395.18,357943
SZ002401,2023-11-03,0.97,63284637.5,129164
SZ002401,2023-11-06,0.99,66734330.82,85029
SZ002401,2023-11-07,1.07,72691421.55,303743
SZ002401,2023-11-08,1.05,71732602.26,-76636
SZ002401,2023-11-09,1.1,75043022.22,199378
SZ002401,2023-11-10,1.18,78877833.89,296104
SZ002401,2023-11-13,0.69,49067064.9,-1827742
SZ002401,2023-11-14,0.85,60488341.05,579100
SZ002401,2023-11-15,0.98,69706327.32,499315
SZ002401,2023-11-16,0.94,66437866.2,-168600
SZ002401,2023-11-17,1.04,73032431.04,370500
SZ002401,2023-11-20,0.88,63967222.2,-577476
SZ002401,2023-11-21,0.87,62186496.0,-60100
SZ002401,2023-11-22,0.78,55849098.37,-328557
SZ002401,2023-11-23,0.96,68607260.55,691108
SZ002401,2023-11-24,0.88,60054330.0,-326931
SZ002401,2023-11-27,0.79,59697149.0,-314800
SZ002401,2023-11-28,0.63,47707470.88,-590908
SZ002401,2023-11-29,0.4,29973491.52,-874600
SZ002401,2023-11-30,0.31,23481869.4,-308239
SZ002401,2023-12-01,0.15,11805579.39,-613700
SZ002401,2023-12-04,0.18,14267513.92,108449
SZ002401,2023-12-05,0.16,12120911.72,-78271
SZ002401,2023-12-06,0.06,4725300.58,-369198
SZ002401,2023-12-07,0.15,11540831.28,330835
SZ002401,2023-12-08,0.08,6685835.52,-232100
SZ002401,2023-12-11,0.32,24049963.68,872940
SZ002401,2023-12-12,0.18,14052651.48,-513000
SZ002401,2023-12-13,0.23,17220273.44,184888
SZ002401,2023-12-14,0.18,13728467.64,-184488
SZ002401,2023-12-15,0.35,25940155.29,645503
SZ002401,2023-12-18,0.29,21729898.23,-247500
SZ002401,2023-12-19,0.09,7019902.76,-728833
SZ002401,2023-12-20,0.13,9160090.8,131000
SZ002401,2023-12-21,0.17,12444619.86,164924
SZ002401,2023-12-22,0.09,6245836.74,-317400
SZ002401,2023-12-27,0.22,14756766.0,508088
SZ002401,2023-12-28,0.19,12716613.66,-136472
SZ002401,2023-12-29,0.21,14580892.2,93067
SZ002401,2024-01-02,0.18,12286994.58,-124342
SZ002401,2024-01-03,0.25,16742379.42,252900
SZ002401,2024-01-04,0.25,16840985.59,6020
SZ002401,2024-01-05,0.24,15602962.64,-46645
SZ002401,2024-01-08,0.29,18055317.14,186600
SZ002401,2024-01-09,0.32,20384894.7,145100
SZ002401,2024-01-10,0.38,22761564.3,193848
SZ002401,2024-01-11,0.56,34945054.86,673100
SZ002401,2024-01-12,0.47,28758196.08,-341984
SZ002401,2024-01-15,0.53,32161707.5,229900
SZ002401,2024-01-16,0.52,31286771.64,-26200
SZ002401,2024-01-17,0.5,29443650.12,-72800
SZ002401,2024-01-18,0.67,39175971.0,647300
SZ002401,2024-01-19,0.68,38667658.04,13100
SZ002401,2024-01-22,0.6,32258318.36,-294181
SZ002401,2024-01-23,0.62,34147495.4,89269
SZ002401,2024-01-24,0.29,17392684.72,-1242478
SZ002401,2024-01-25,0.48,31833497.5,725865
SZ002401,2024-01-26,0.25,16998153.92,-876809
SZ002401,2024-01-29,0.45,30722403.84,757000
SZ002401,2024-01-30,0.67,43073215.08,822603
SZ002401,2024-01-31,0.53,31562180.08,-539302
SZ002401,2024-02-01,0.55,32286058.64,81777
SZ002401,2024-02-02,0.55,33480463.68,-12827
SZ002401,2024-02-05,0.44,24220519.44,-402723
SZ002401,2024-02-06,0.17,9321467.7,-987679
SZ002401,2024-02-07,0.28,14922729.36,415579
SZ002401,2024-02-08,0.8,44526808.06,1925806
SZ002401,2024-02-19,0.64,37458080.46,-590500
SZ002401,2024-02-20,0.72,42493441.32,301520
SZ002401,2024-02-21,0.56,33220316.15,-617583
SZ002401,2024-02-22,0.32,20079780.34,-901405
SZ002401,2024-02-23,0.27,17291956.55,-180323
SZ002401,2024-02-26,0.4,25484695.14,491107
SZ002401,2024-02-27,0.36,23663628.66,-166100
SZ002401,2024-02-28,0.5,30432329.82,532409
SZ002401,2024-02-29,0.98,63945626.22,1790800
SZ002401,2024-03-01,0.75,50156501.8,-844626
SZ002401,2024-03-04,0.57,38401143.2,-667661
SZ002401,2024-03-05,0.53,36994344.8,-178140
SZ002401,2024-03-06,0.43,30052169.16,-371758
SZ002401,2024-03-07,0.39,26001239.04,-146014
SZ002401,2024-03-08,0.33,22538439.35,-205541
SZ002401,2024-03-11,0.37,25351818.84,150440
SZ002401,2024-03-12,0.24,16657641.0,-498207
SZ002401,2024-03-13,0.27,18583668.9,111834
SZ002401,2024-03-14,0.5,33941031.3,883413
SZ002401,2024-03-15,0.28,18955227.48,-844831
SZ002401,2024-03-18,0.42,28971967.93,530987
SZ002401,2024-03-19,0.37,25630128.66,-175600
SZ002401,2024-03-20,0.6,41430300.16,825533
SZ002401,2024-03-21,0.5,34463218.8,-349000
SZ002401,2024-03-22,0.69,46880728.4,715474
SZ002401,2024-03-25,0.43,28357514.36,-981976
SZ002401,2024-03-26,0.42,26575893.92,-52526
SZ002401,2024-03-27,0.39,23485198.8,-105500
SZ002401,2024-03-28,0.46,29152181.52,262200
SZ002401,2024-04-02,0.4,25482048.54,-201406
SZ002401,2024-04-03,0.22,13434483.42,-685580
SZ002401,2024-04-08,0.28,16934526.0,241286
SZ002401,2024-04-09,0.23,13723080.0,-207208
SZ002401,2024-04-10,0.09,5330844.6,-526060
SZ002401,2024-04-11,0.13,8240870.88,178317
SZ002401,2024-04-12,0.13,7625417.8,-25100
SZ002401,2024-04-15,0.18,11001181.62,209144
SZ002401,2024-04-16,0.08,5443176.4,-372400
SZ002401,2024-04-17,0.28,18106592.4,739495
SZ002401,2024-04-18,0.03,2122730.98,-942433
SZ002401,2024-04-19,0.08,5394964.59,189700
SZ002401,2024-04-22,0.1,6455414.57,75200
SZ002401,2024-04-23,0.01,794836.9,-345100
SZ002401,2024-04-24,0.04,2523889.5,104200
SZ002401,2024-04-25,0.01,1124794.3,-83100
SZ002401,2024-04-26,0.06,3935430.72,170689
SZ002401,2024-04-29,0.24,15275258.24,673040
SZ002401,2024-04-30,0.13,8642728.08,-397300
SZ002401,2024-05-06,0.16,10765548.56,115860
SZ002401,2024-05-07,0.14,8967008.36,-102500
SZ002401,2024-05-08,0.09,5560220.75,-193687
