instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SZ000096,2017-03-16,0.11,10448578.0,
SZ000096,2017-03-17,0.11,10295940.0,-7900.0
SZ000096,2017-03-20,0.11,10422450.0,3500.0
SZ000096,2017-03-21,0.11,10244014.0,-100.0
SZ000096,2017-03-22,0.11,10117380.0,9400.0
SZ000096,2017-03-23,0.13,11425050.0,78700.0
SZ000096,2017-03-24,0.14,12220705.0,59200.0
SZ000096,2017-03-27,0.13,12051585.0,-19600.0
SZ000096,2017-03-28,0.13,12075336.0,100.0
SZ000096,2017-03-29,0.14,12294300.0,28800.0
SZ000096,2017-03-30,0.13,11692800.0,-35200.0
SZ000096,2017-03-31,0.13,12003875.0,7900.0
SZ000096,2017-04-05,0.14,12325884.0,16100.0
SZ000096,2017-04-06,0.12,10561344.0,-98000.0
SZ000096,2017-04-07,0.12,10722338.0,-2600.0
SZ000096,2017-04-10,0.12,11344440.0,29200.0
SZ000096,2017-04-11,0.11,10496871.0,-66300.0
SZ000096,2017-04-12,0.11,11401874.0,-7700.0
SZ000096,2017-04-18,0.11,10569620.0,-200.0
SZ000096,2017-04-19,0.11,10473884.0,8000.0
SZ000096,2017-04-20,0.11,10399820.0,0.0
SZ000096,2017-04-21,0.11,9882478.0,-3000.0
SZ000096,2017-04-24,0.11,9538526.0,0.0
SZ000096,2017-04-25,0.11,9618372.0,0.0
SZ000096,2017-04-26,0.11,9638424.0,-3400.0
SZ000096,2017-04-27,0.11,9655366.0,3800.0
SZ000096,2017-04-28,0.11,10273748.0,18800.0
SZ000096,2017-05-04,0.11,9982284.0,-4000.0
SZ000096,2017-05-05,0.12,9663605.0,12700.0
SZ000096,2017-05-08,0.13,10629570.0,81000.0
SZ000096,2017-05-09,0.13,10722726.0,-4900.0
SZ000096,2017-05-10,0.12,9780510.0,-46000.0
SZ000096,2017-05-11,0.12,9518560.0,-16200.0
SZ000096,2017-05-12,0.11,9206858.0,-41800.0
SZ000096,2017-05-15,0.12,9554571.0,21500.0
SZ000096,2017-05-16,0.12,10009632.0,21100.0
SZ000096,2017-05-17,0.12,10424016.0,25400.0
SZ000096,2017-05-18,0.12,10529991.0,-5900.0
SZ000096,2017-05-19,0.12,10421454.0,-14200.0
SZ000096,2017-05-22,0.12,10129398.0,-5200.0
SZ000096,2017-05-23,0.13,10251200.0,31100.0
SZ000096,2017-05-24,0.12,10144850.0,-3000.0
SZ000096,2017-05-25,0.13,10240596.0,7400.0
SZ000096,2017-05-26,0.12,10021080.0,-15300.0
SZ000096,2017-05-31,0.12,9799560.0,-25100.0
SZ000096,2017-06-01,0.11,9094400.0,-24800.0
SZ000096,2017-06-02,0.12,9405926.0,19700.0
SZ000096,2017-06-05,0.12,9259758.0,-11800.0
SZ000096,2017-06-06,0.11,8873880.0,-27300.0
SZ000096,2017-06-07,0.11,9094085.0,500.0
SZ000096,2017-06-08,0.11,9565128.0,18100.0
SZ000096,2017-06-09,0.11,9511590.0,600.0
SZ000096,2017-06-12,0.11,8881201.0,-25700.0
SZ000096,2017-06-13,0.11,8976012.0,-2500.0
SZ000096,2017-06-14,0.11,8880204.0,0.0
SZ000096,2017-06-15,0.11,9367028.3,21533.0
SZ000096,2017-06-16,0.11,9304114.95,-6200.0
SZ000096,2017-06-19,0.11,9225377.61,-6000.0
SZ000096,2017-06-20,0.11,9238407.31,4900.0
SZ000096,2017-06-21,0.11,9176554.98,-3700.0
SZ000096,2017-06-22,0.11,9209346.73,12500.0
SZ000096,2017-06-23,0.11,9047397.76,-7200.0
SZ000096,2017-06-26,0.13,10695148.36,102200.0
SZ000096,2017-06-27,0.13,10836496.65,3200.0
SZ000096,2017-06-28,0.13,10359396.38,-22900.0
SZ000096,2017-06-29,0.13,10167134.07,-9700.0
SZ000096,2017-06-30,0.13,10343837.68,4000.0
SZ000096,2017-07-03,0.12,10058880.0,-15433.0
SZ000096,2017-07-04,0.12,9995714.0,300.0
SZ000096,2017-07-05,0.12,10038427.0,600.0
SZ000096,2017-07-06,0.12,9996075.0,800.0
SZ000096,2017-07-07,0.12,10071937.0,7000.0
SZ000096,2017-07-10,0.13,10458892.0,39600.0
SZ000096,2017-07-11,0.13,10209800.0,-14300.0
SZ000096,2017-07-12,0.13,9923466.14,-8199.0
SZ000096,2017-07-13,0.13,10087598.16,10600.0
SZ000096,2017-07-14,0.13,10097388.14,1700.0
SZ000096,2017-07-17,0.13,9327937.56,-26200.0
SZ000096,2017-07-18,0.12,9466573.84,-3900.0
SZ000096,2017-07-19,0.12,9554432.22,-12100.0
SZ000096,2017-07-20,0.12,9048764.25,-36900.0
SZ000096,2017-07-21,0.11,8886846.26,-11800.0
SZ000096,2017-07-24,0.12,9039044.19,13800.0
SZ000096,2017-07-25,0.11,8713565.07,-17700.0
SZ000096,2017-07-26,0.11,8593589.52,-19190.0
SZ000096,2017-07-27,0.11,8653087.3,5000.0
SZ000096,2017-07-28,0.11,8598907.98,1300.0
SZ000096,2017-07-31,0.11,8668827.09,4500.0
SZ000096,2017-08-01,0.11,8720293.54,5800.0
SZ000096,2017-08-02,0.11,8666745.12,5900.0
SZ000096,2017-08-03,0.12,8918778.89,14900.0
SZ000096,2017-08-04,0.11,8854464.55,-7300.0
SZ000096,2017-08-07,0.11,8859239.87,-5000.0
SZ000096,2017-08-08,0.11,8808602.88,400.0
SZ000096,2017-08-09,0.11,8834226.86,-6100.0
SZ000096,2017-08-10,0.11,8479886.33,-15100.0
SZ000096,2017-08-11,0.11,8443621.67,0.0
SZ000096,2017-08-14,0.11,8466073.77,-2700.0
SZ000096,2017-08-15,0.11,8541082.88,4900.0
SZ000096,2017-08-16,0.11,8619643.67,10400.0
SZ000096,2017-08-17,0.11,8768409.78,10200.0
SZ000096,2017-08-18,0.11,8997171.06,-5000.0
SZ000096,2017-08-21,0.11,8924863.49,-10500.0
SZ000096,2017-08-22,0.11,8701608.86,-1500.0
SZ000096,2017-08-24,0.11,8951836.2,20200.0
SZ000096,2017-08-25,0.13,10075056.09,79600.0
SZ000096,2017-08-28,0.13,10227381.75,7700.0
SZ000096,2017-08-29,0.13,10415571.39,1100.0
SZ000096,2017-08-30,0.13,10282976.73,-6200.0
SZ000096,2017-08-31,0.12,9690889.41,-35400.0
SZ000096,2017-09-01,0.12,9741650.19,4500.0
SZ000096,2017-09-04,0.12,9389362.85,-27400.0
SZ000096,2017-09-05,0.12,9156493.08,-13100.0
SZ000096,2017-09-06,0.12,9052524.64,-5500.0
SZ000096,2017-09-07,0.11,8951326.91,-31300.0
SZ000096,2017-09-08,0.12,9861897.03,65100.0
