instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SZ300124,2017-03-16,0.74,285574375.8,
SZ300124,2017-03-17,0.74,277619277.76,-110003.0
SZ300124,2017-03-20,0.74,276835491.52,-23900.0
SZ300124,2017-03-21,0.74,277859520.0,23600.0
SZ300124,2017-03-22,0.72,269169192.2,-197204.0
SZ300124,2017-03-23,0.73,270012117.6,10600.0
SZ300124,2017-03-24,0.72,276556216.24,-22400.0
SZ300124,2017-03-27,0.72,270522680.12,-25544.0
SZ300124,2017-03-28,0.72,269114508.08,-3400.0
SZ300124,2017-03-29,0.73,270008357.31,156167.0
SZ300124,2017-03-30,0.74,269017035.8,72700.0
SZ300124,2017-03-31,0.8,293963333.65,1052176.0
SZ300124,2017-04-05,0.8,303034005.99,34000.0
SZ300124,2017-04-06,0.88,335845462.68,1381594.0
SZ300124,2017-04-07,0.94,362723772.12,983195.0
SZ300124,2017-04-10,1.13,435449106.95,3149609.0
SZ300124,2017-04-11,1.26,483837729.0,2095618.0
SZ300124,2017-04-12,1.28,493983672.26,311186.0
SZ300124,2017-04-18,1.11,422656527.6,-2810042.0
SZ300124,2017-04-19,1.11,428317407.9,-19737.0
SZ300124,2017-04-20,1.11,424064940.2,-32000.0
SZ300124,2017-04-21,1.16,457196100.92,919777.0
SZ300124,2017-04-24,1.19,465114291.84,522169.0
SZ300124,2017-04-25,1.2,473876487.68,83900.0
SZ300124,2017-04-26,1.2,478763009.92,3500.0
SZ300124,2017-04-27,1.21,479418993.48,187900.0
SZ300124,2017-04-28,1.21,474946095.24,16000.0
SZ300124,2017-05-04,1.32,521197772.32,1763116.0
SZ300124,2017-05-05,1.42,547629041.42,1765815.0
SZ300124,2017-05-08,1.42,520979165.7,40996.0
SZ300124,2017-05-09,1.55,578525448.36,2165481.0
SZ300124,2017-05-10,1.65,601427274.48,1545620.0
SZ300124,2017-05-11,1.69,625401317.94,683822.0
SZ300124,2017-05-12,1.7,645848545.73,280091.0
SZ300124,2017-05-15,1.78,685341856.0,1333455.0
SZ300124,2017-05-16,1.84,714067155.84,941536.0
SZ300124,2017-05-17,1.89,735157775.8,894287.0
SZ300124,2017-05-18,1.96,761677300.5,1127019.0
SZ300124,2017-05-19,2.01,774112892.46,765580.0
SZ300124,2017-05-22,2.05,800329010.63,690823.0
SZ300124,2017-05-23,2.05,803552637.65,49920.0
SZ300124,2017-05-24,2.06,790044019.2,157939.0
SZ300124,2017-05-25,2.08,794258859.7,259217.0
SZ300124,2017-05-26,2.11,792336891.44,562510.0
