instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SZ301123,2023-03-13,0.0,118656.0,
SZ301123,2023-03-14,0.02,1430016.0,54000.0
SZ301123,2023-03-15,0.02,1607856.0,6800.0
SZ301123,2023-03-16,0.04,2259858.0,28600.0
SZ301123,2023-03-17,0.1,6179656.4,156496.0
SZ301123,2023-03-20,0.08,5028527.0,-45450.0
SZ301123,2023-03-21,0.09,5732420.8,25900.0
SZ301123,2023-03-22,0.06,3740464.0,-85546.0
SZ301123,2023-03-23,0.04,2813216.0,-39200.0
SZ301123,2023-03-24,0.05,3355092.0,22000.0
SZ301123,2023-03-27,0.07,4555304.61,47277.0
SZ301123,2023-03-28,0.04,2546414.19,-75700.0
SZ301123,2023-03-29,0.03,2137151.27,-16200.0
SZ301123,2023-03-30,0.06,3986532.93,74356.0
SZ301123,2023-03-31,0.06,3747764.9,-10000.0
SZ301123,2023-04-03,0.06,3745559.07,-2900.0
SZ301123,2023-04-04,0.09,5413649.92,68239.0
SZ301123,2023-04-11,0.13,7805397.2,97500.0
SZ301123,2023-04-12,0.22,13434027.42,204334.0
SZ301123,2023-04-13,0.12,7649286.75,-215921.0
SZ301123,2023-04-14,0.14,8777743.85,48800.0
SZ301123,2023-04-17,0.13,7534860.05,-43500.0
SZ301123,2023-04-18,0.11,6634975.56,-29489.0
SZ301123,2023-04-19,0.12,6820357.35,7689.0
SZ301123,2023-04-20,0.13,7391580.7,22300.0
SZ301123,2023-04-21,0.06,3506864.6,-150014.0
SZ301123,2023-04-24,0.09,5243983.25,78414.0
SZ301123,2023-04-25,0.07,3735140.84,-64114.0
SZ301123,2023-04-26,0.07,3875302.26,6200.0
SZ301123,2023-04-27,0.04,2491584.9,-61900.0
SZ301123,2023-04-28,0.09,4741116.8,97886.0
SZ301123,2023-05-04,0.05,2909503.08,-82000.0
SZ301123,2023-05-05,0.06,3208492.26,15000.0
SZ301123,2023-05-08,0.07,3720341.78,20986.0
SZ301123,2023-05-09,0.04,2492500.8,-52758.0
SZ301123,2023-05-10,0.05,2644917.43,5668.0
SZ301123,2023-05-11,0.06,3277016.51,26000.0
SZ301123,2023-05-12,0.07,3775587.2,24000.0
SZ301123,2023-05-15,0.05,3098351.92,-31700.0
SZ301123,2023-05-16,0.06,3414821.74,14045.0
SZ301123,2023-05-17,0.09,5356843.8,81000.0
SZ301123,2023-05-18,0.1,5874745.76,22200.0
SZ301123,2023-05-19,0.1,5771773.64,-5100.0
SZ301123,2023-05-22,0.12,6711665.52,39800.0
SZ301123,2023-05-23,0.14,7776794.2,50800.0
SZ301123,2023-05-24,0.18,10193533.56,99400.0
SZ301123,2023-05-25,0.18,10018584.72,-15200.0
SZ301123,2023-05-29,0.21,11986783.61,77951.0
SZ301123,2023-05-30,0.25,14123681.1,89200.0
SZ301123,2023-05-31,0.25,14338270.9,4000.0
SZ301123,2023-06-01,0.29,16599493.59,99300.0
SZ301123,2023-06-02,0.25,14370207.6,-104339.0
SZ301123,2023-06-05,0.23,13606868.08,-31794.0
SZ301123,2023-06-06,0.22,12222888.4,-40197.0
SZ301123,2023-06-07,0.25,14099725.95,84376.0
SZ301123,2023-06-08,0.24,13153751.49,-30144.0
SZ301123,2023-06-09,0.23,12667769.61,-24000.0
SZ301123,2023-06-12,0.28,15776010.95,124600.0
SZ301123,2023-06-13,0.3,17066363.6,50400.0
SZ301123,2023-06-14,0.29,16174062.99,-34600.0
SZ301123,2023-06-15,0.12,7248313.8,-395097.0
SZ301123,2023-06-16,0.06,3715516.09,-140615.0
SZ301123,2023-06-19,0.23,15765889.11,387644.0
SZ301123,2023-06-20,0.23,16612755.0,16992.0
SZ301123,2023-06-21,0.18,12270217.1,-120190.0
SZ301123,2023-06-26,0.35,21542690.0,391280.0
SZ301123,2023-06-27,0.33,20200497.0,-45600.0
SZ301123,2023-06-28,0.3,17606467.8,-75025.0
SZ301123,2023-06-29,0.16,9833466.72,-321708.0
SZ301123,2023-06-30,0.17,10701796.34,32789.0
SZ301123,2023-07-03,0.15,9271962.44,-57400.0
SZ301123,2023-07-04,0.15,9479232.96,735.0
SZ301123,2023-07-05,0.09,5943964.49,-131343.0
