instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SH603606,2019-12-16,0.09,7315674.36,
SH603606,2019-12-17,0.22,16618481.55,810499.0
SH603606,2019-12-18,0.46,33026691.96,1510516.0
SH603606,2019-12-19,0.49,35541966.39,211178.0
SH603606,2019-12-20,0.6,43514410.5,725091.0
SH603606,2019-12-23,0.65,45828464.85,274365.0
SH603606,2019-12-27,0.71,49657762.2,385743.0
SH603606,2019-12-30,0.87,59763030.72,1008770.0
SH603606,2019-12-31,0.96,67914989.28,620808.0
SH603606,2020-01-02,1.09,79756491.02,823143.0
SH603606,2020-01-03,1.13,82507944.6,229060.0
SH603606,2020-01-06,1.19,85927050.0,400421.0
SH603606,2020-01-07,1.34,98632865.76,983794.0
SH603606,2020-01-08,1.4,102195379.2,366406.0
SH603606,2020-01-09,1.43,104601108.6,147308.0
SH603606,2020-01-10,1.48,108820548.1,368510.0
SH603606,2020-01-13,1.52,114604715.79,266245.0
SH603606,2020-01-14,1.6,119361399.79,493010.0
SH603606,2020-01-15,1.59,122615069.22,-96146.0
SH603606,2020-01-16,1.95,149124240.72,2301495.0
SH603606,2020-01-17,2.11,162544228.74,1065492.0
SH603606,2020-01-20,2.14,166741205.4,189482.0
SH603606,2020-01-21,2.12,167692745.28,-178100.0
SH603606,2020-01-22,2.23,175720100.1,740731.0
SH603606,2020-01-23,2.25,172281030.18,142710.0
SH603606,2020-02-03,2.3,158243192.75,291400.0
SH603606,2020-02-04,1.94,132784327.71,-2298938.0
SH603606,2020-02-05,1.72,118569017.0,-1391683.0
SH603606,2020-02-06,1.59,110800341.05,-817663.0
SH603606,2020-02-07,1.62,112632504.6,168863.0
SH603606,2020-02-10,1.64,116858121.35,99673.0
SH603606,2020-02-11,1.63,117010338.72,-23861.0
SH603606,2020-02-12,1.71,124335156.9,478682.0
SH603606,2020-02-13,1.79,129166717.5,546116.0
SH603606,2020-02-14,1.73,124755113.7,-401991.0
SH603606,2020-02-17,1.76,130486903.6,169376.0
SH603606,2020-02-18,1.92,146015915.5,1021374.0
SH603606,2020-02-19,2.17,163524340.56,1634886.0
SH603606,2020-02-20,2.23,169468500.66,383950.0
SH603606,2020-02-21,2.45,186050890.41,1384962.0
SH603606,2020-02-24,2.72,212045771.82,1749603.0
SH603606,2020-02-25,2.74,207481259.2,100109.0
SH603606,2020-02-26,2.84,212202065.68,675393.0
SH603606,2020-02-27,2.82,222838304.04,-170159.0
SH603606,2020-02-28,2.59,184677262.98,-1436243.0
SH603606,2020-03-02,2.37,174438347.44,-1397768.0
SH603606,2020-03-03,2.84,218023835.25,2958547.0
SH603606,2020-03-04,2.65,207548187.68,-1183109.0
SH603606,2020-03-05,2.48,213404451.9,-1103914.0
SH603606,2020-03-06,2.3,200231798.4,-1132742.0
SH603606,2020-03-09,2.07,169801829.67,-1499011.0
SH603606,2020-03-10,1.45,127991451.12,-3946545.0
SH603606,2020-03-11,1.18,99626776.48,-1729268.0
SH603606,2020-03-12,1.28,110398477.04,630862.0
SH603606,2020-03-13,1.04,92990270.9,-1542888.0
SH603606,2020-03-16,0.88,72845454.95,-978003.0
SH603606,2020-03-17,0.95,80103397.89,441192.0
SH603606,2020-03-18,0.9,72935539.5,-307749.0
SH603606,2020-03-19,0.77,60511349.5,-862648.0
SH603606,2020-03-20,0.81,64299852.8,245770.0
SH603606,2020-03-23,0.67,50744512.92,-892366.0
SH603606,2020-03-24,0.59,46691158.76,-518558.0
SH603606,2020-03-25,0.46,36609262.4,-815028.0
SH603606,2020-03-26,0.46,35999487.2,20570.0
SH603606,2020-03-27,0.44,33485536.63,-149529.0
SH603606,2020-03-30,0.41,31619703.82,-199970.0
SH603606,2020-03-31,0.37,29338450.2,-225800.0
SH603606,2020-04-01,0.38,30290515.33,55852.0
SH603606,2020-04-02,0.56,46920012.6,1156937.0
SH603606,2020-04-03,0.6,50580812.73,276247.0
SH603606,2020-04-07,0.68,57770180.6,489343.0
SH603606,2020-04-08,0.78,66497258.25,635491.0
SH603606,2020-04-14,0.74,64451183.28,-255085.0
SH603606,2020-04-15,0.83,70604481.43,557033.0
SH603606,2020-04-16,0.98,83579979.7,963600.0
SH603606,2020-04-17,1.05,90546358.32,467943.0
SH603606,2020-04-20,1.09,101174368.02,268970.0
SH603606,2020-04-21,1.14,106040732.4,302133.0
SH603606,2020-04-22,1.0,93496217.5,-875240.0
SH603606,2020-04-23,0.95,89350882.16,-353139.0
SH603606,2020-04-24,0.77,68099384.64,-1131364.0
SH603606,2020-04-27,0.92,80467784.64,918636.0
SH603606,2020-04-28,0.93,78982786.72,65351.0
SH603606,2020-05-06,0.9,80799629.38,-184330.0
SH603606,2020-05-07,0.93,82021804.2,180440.0
SH603606,2020-05-08,0.96,87795382.08,204527.0
SH603606,2020-05-11,1.12,105773076.0,1022920.0
SH603606,2020-05-12,0.96,89004355.2,-990198.0
SH603606,2020-05-13,1.03,96601357.6,426622.0
SH603606,2020-05-14,1.01,93597436.94,-116673.0
SH603606,2020-05-15,1.02,93850739.88,53875.0
