instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SH603477,2023-03-15,0.21,27669320.0,478800
SH603477,2023-03-16,0.16,19404480.0,-253000
SH603477,2023-03-22,0.1,12241840.0,-119483
SH603477,2023-03-23,0.17,20749520.52,349984
SH603477,2023-03-29,0.4,50459637.69,-740226
SH603477,2023-03-30,0.61,83029149.3,1048719
SH603477,2023-04-03,0.81,131513093.04,-276600
SH603477,2023-04-04,0.72,122936374.5,-463564
SH603477,2023-04-12,0.74,117697126.5,142500
SH603477,2023-04-13,0.76,119614548.18,103208
SH603477,2023-04-19,0.39,62611875.84,-1090661
SH603477,2023-04-20,0.35,56490311.19,-201747
SH603477,2023-04-26,0.29,45032258.74,-110141
SH603477,2023-04-27,0.27,40926546.88,-131089
SH603477,2023-05-04,0.52,74598067.17,294213
SH603477,2023-05-10,0.55,74439936.2,-202288
SH603477,2023-05-11,0.42,57758278.62,-625309
SH603477,2023-05-17,0.2,28731899.44,102251
SH603477,2023-05-18,0.25,35195788.8,235802
SH603477,2023-05-24,0.21,29180831.16,139500
SH603477,2023-05-25,0.2,27982190.88,-21300
SH603477,2023-05-31,0.35,47326783.48,-22327
SH603477,2023-06-01,0.36,50139133.05,37800
SH603477,2023-06-07,0.31,44248823.1,-130179
SH603477,2023-06-08,0.33,52643904.63,122721
SH603477,2023-06-09,0.29,47473670.56,-204283
SH603477,2023-06-14,0.29,43655638.26,-243200
SH603477,2023-06-15,0.23,34246322.16,-302156
SH603477,2023-06-21,0.42,64875104.0,-44061
SH603477,2023-06-28,0.25,41276561.3,-91001
SH603477,2023-06-29,0.43,71676614.34,838100
SH603477,2023-07-05,0.26,39773636.97,376882
SH603477,2023-07-06,0.3,47266909.69,179958
SH603477,2023-07-12,0.27,40250352.6,-24256
SH603477,2023-07-13,0.3,46064230.59,156800
SH603477,2023-07-19,0.3,47674011.8,330208
SH603477,2023-07-20,0.27,43258703.52,-146739
SH603477,2023-07-26,0.12,20341629.0,-221500
SH603477,2023-07-27,0.12,19472232.2,-31500
SH603477,2023-08-02,0.14,23013848.76,-171961
SH603477,2023-08-03,0.14,23018072.1,-3000
SH603477,2023-08-09,0.09,14077099.0,-482400
SH603477,2023-08-10,0.1,15372548.2,47400
SH603477,2023-08-16,0.08,12627994.98,15500
SH603477,2023-08-17,0.1,15473405.96,97900
SH603477,2023-08-23,0.16,22491282.8,170900
SH603477,2023-08-24,0.21,30572943.12,262158
SH603477,2023-08-30,0.34,45564067.08,-128900
SH603477,2023-08-31,0.31,42140899.36,-120900
SH603477,2023-09-06,0.38,50610260.25,29600
SH603477,2023-09-07,0.25,33509639.2,-667127
SH603477,2023-09-13,0.17,23605329.44,-142322
SH603477,2023-09-14,0.2,27764725.16,185600
SH603477,2023-09-15,0.22,30333181.0,106857
SH603477,2023-09-20,0.27,37054724.22,167350
SH603477,2023-09-21,0.21,29455380.0,-279934
SH603477,2023-09-27,0.23,33250529.94,150400
SH603477,2023-09-28,0.21,30046713.47,-111365
SH603477,2023-10-11,0.23,34080057.6,129839
SH603477,2023-10-12,0.23,35048273.05,-5039
SH603477,2023-10-13,0.2,29565345.12,-173089
SH603477,2023-10-16,0.21,31681097.28,46400
SH603477,2023-10-17,0.21,31813124.04,-5750
SH603477,2023-10-18,0.21,31276602.88,-9850
SH603477,2023-10-19,0.23,34376606.32,143700
SH603477,2023-10-20,0.26,37646279.68,134700
SH603477,2023-10-24,0.26,40384425.9,-5802
SH603477,2023-10-25,0.25,40530179.34,-47252
SH603477,2023-10-26,0.27,43228861.65,78897
SH603477,2023-10-27,0.34,55151265.58,359903
SH603477,2023-10-30,0.38,65540130.7,216473
SH603477,2023-10-31,0.42,70577174.34,221462
SH603477,2023-11-01,0.43,71826715.54,58153
SH603477,2023-11-02,0.44,70498729.44,17900
SH603477,2023-11-03,0.37,60183395.82,-365700
SH603477,2023-11-06,0.45,71936978.41,434231
SH603477,2023-11-07,0.41,65480883.45,-188300
SH603477,2023-11-08,0.38,60801950.71,-163100
SH603477,2023-11-09,0.34,54425152.98,-211700
SH603477,2023-11-10,0.31,50547368.3,-163200
SH603477,2023-11-13,0.33,53193718.88,86100
SH603477,2023-11-14,0.33,52617722.94,4000
SH603477,2023-11-15,0.33,51406527.75,-2900
SH603477,2023-11-16,0.32,51323912.01,-12400
SH603477,2023-11-17,0.32,51101709.12,-8785
SH603477,2023-11-20,0.37,61796624.36,246776
SH603477,2023-11-21,0.28,46122947.8,-471600
SH603477,2023-11-22,0.3,52192281.76,138300
SH603477,2023-11-23,0.27,46771888.8,-151000
SH603477,2023-11-24,0.31,53676231.84,197400
SH603477,2023-11-27,0.33,57194085.36,104003
SH603477,2023-11-28,0.42,70141192.8,424000
SH603477,2023-11-29,0.35,58352351.82,-360500
SH603477,2023-11-30,0.3,51010525.85,-248400
SH603477,2023-12-01,0.28,47901745.8,-81931
SH603477,2023-12-04,0.33,58635396.92,242648
SH603477,2023-12-05,0.41,70563843.51,393105
SH603477,2023-12-06,0.41,75763493.69,-7092
SH603477,2023-12-07,0.54,101913408.9,685600
SH603477,2023-12-08,0.56,103810812.6,97921
SH603477,2023-12-11,0.4,77182956.0,-827602
SH603477,2023-12-12,0.31,58950345.26,-455566
SH603477,2023-12-13,0.44,81007677.9,680476
SH603477,2023-12-14,0.47,86313919.68,172899
SH603477,2023-12-15,0.51,92358104.4,178977
SH603477,2023-12-18,0.44,81083500.8,-334554
SH603477,2023-12-19,0.43,78018468.0,-82902
SH603477,2023-12-20,0.43,77490341.47,5531
SH603477,2023-12-21,0.43,77022717.98,-178
SH603477,2023-12-22,0.41,75271521.78,-75961
SH603477,2023-12-27,0.36,68417157.15,-254151
SH603477,2023-12-28,0.28,52195468.96,-439105
SH603477,2023-12-29,0.28,53574718.41,2137
SH603477,2024-01-02,0.26,51244312.05,-57800
SH603477,2024-01-03,0.27,50736885.65,4846
SH603477,2024-01-04,0.26,49164157.8,-33566
SH603477,2024-01-05,0.29,53675989.29,163200
SH603477,2024-01-08,0.3,54860464.19,64100
SH603477,2024-01-09,0.28,50667226.7,-118800
SH603477,2024-01-10,0.4,71169820.96,615905
SH603477,2024-01-11,0.34,63645834.12,-292846
SH603477,2024-01-12,0.33,63105411.68,-48764
SH603477,2024-01-15,0.31,56392983.36,-122182
SH603477,2024-01-16,0.29,53404654.96,-89300
SH603477,2024-01-17,0.25,45117671.2,-199212
SH603477,2024-01-18,0.53,91657599.6,1388380
SH603477,2024-01-19,0.45,77761282.56,-385300
SH603477,2024-01-22,0.53,86500856.26,399979
SH603477,2024-01-23,0.56,91633123.24,148676
SH603477,2024-01-24,0.49,80591257.8,-341539
SH603477,2024-01-25,0.44,74452086.72,-238968
SH603477,2024-01-26,0.41,70171216.53,-165995
SH603477,2024-01-29,0.37,62173638.24,-206404
SH603477,2024-01-30,0.47,74279854.73,490444
SH603477,2024-01-31,0.43,68389317.0,-169712
SH603477,2024-02-01,0.43,69828888.38,4596
SH603477,2024-02-02,0.34,57141791.42,-487800
SH603477,2024-02-05,0.3,50164275.24,-205370
SH603477,2024-02-06,0.37,63312110.22,382700
SH603477,2024-02-07,0.33,59921538.96,-197735
SH603477,2024-02-08,0.35,62411245.98,63638
SH603477,2024-02-19,0.31,52388176.05,-206009
SH603477,2024-02-20,0.37,64230237.4,334096
SH603477,2024-02-21,0.3,50958449.88,-382600
SH603477,2024-02-22,0.32,55044247.54,120500
SH603477,2024-02-23,0.29,50830738.4,-157093
SH603477,2024-02-26,0.31,55802029.92,116400
SH603477,2024-02-27,0.28,50748502.08,-171966
SH603477,2024-02-28,0.28,48552922.2,-8417
SH603477,2024-02-29,0.27,47913179.4,-25265
SH603477,2024-03-01,0.26,43935451.0,-50165
SH603477,2024-03-04,0.31,52519584.6,266588
SH603477,2024-03-05,0.38,66067180.76,309826
SH603477,2024-03-06,0.31,54608420.13,-323800
SH603477,2024-03-07,0.31,54576825.75,-28224
SH603477,2024-03-08,0.25,42132354.0,-312107
SH603477,2024-03-11,0.26,45011040.36,78200
SH603477,2024-03-12,0.28,47995315.2,73494
SH603477,2024-03-13,0.28,45586844.16,-720
SH603477,2024-03-14,0.31,49994921.44,181912
SH603477,2024-03-15,0.43,69276205.82,626535
SH603477,2024-03-18,0.45,74192596.65,85988
SH603477,2024-03-19,0.61,109777844.16,837837
SH603477,2024-03-20,0.66,118403287.04,211408
SH603477,2024-03-21,0.69,130370042.88,155936
SH603477,2024-03-22,0.76,141342495.28,370700
SH603477,2024-03-25,0.79,147575351.36,165170
SH603477,2024-03-26,0.85,152573509.98,294800
