instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SH603327,2019-12-16,0.11,1569152.0,
SH603327,2019-12-17,0.04,565174.0,-38400.0
SH603327,2019-12-18,0.04,670350.0,3200.0
SH603327,2019-12-19,0.02,310040.0,-13100.0
SH603327,2019-12-20,0.13,1864953.0,59600.0
SH603327,2019-12-23,0.04,650158.74,-45723.0
SH603327,2019-12-27,0.53,8192191.42,248701.0
SH603327,2019-12-30,0.39,5814500.0,-73578.0
SH603327,2019-12-31,0.34,5099493.0,-25800.0
SH603327,2020-01-02,0.35,5546772.0,8000.0
SH603327,2020-01-03,0.31,4791000.0,-23000.0
SH603327,2020-01-06,0.2,3395988.0,-54300.0
SH603327,2020-01-07,0.84,13778791.86,327623.0
SH603327,2020-01-08,0.92,14334762.65,36200.0
SH603327,2020-01-09,0.43,7179023.52,-247031.0
SH603327,2020-01-10,0.21,3574613.88,-110100.0
SH603327,2020-01-13,0.64,11456847.36,214500.0
SH603327,2020-01-14,1.8,31139953.92,595800.0
SH603327,2020-01-15,0.79,13630615.68,-519000.0
SH603327,2020-01-16,1.13,18632764.32,175985.0
SH603327,2020-01-17,1.23,20096780.14,52200.0
SH603327,2020-01-20,1.53,26143064.1,153500.0
SH603327,2020-01-21,1.1,18600903.3,-219700.0
SH603327,2020-01-22,1.4,24477594.78,151600.0
SH603327,2020-01-23,1.36,22278336.0,-20779.0
SH603327,2020-02-03,1.82,26749382.4,232600.0
SH603327,2020-02-04,2.3,33286059.18,248636.0
SH603327,2020-02-05,2.56,37819233.48,130285.0
SH603327,2020-02-06,2.77,41485799.49,108662.0
SH603327,2020-02-07,2.91,44547060.95,71000.0
SH603327,2020-02-10,2.21,33655104.0,-356117.0
SH603327,2020-02-11,1.7,26070015.48,-260522.0
SH603327,2020-02-12,1.25,19130370.0,-233063.0
SH603327,2020-02-13,0.67,9915213.75,-292802.0
SH603327,2020-02-14,1.69,26069283.93,521500.0
SH603327,2020-02-17,0.64,10350373.29,-537898.0
SH603327,2020-02-18,0.75,12278968.08,55719.0
SH603327,2020-02-19,0.47,7740139.4,-143821.0
SH603327,2020-02-20,0.41,6844387.26,-29000.0
SH603327,2020-02-21,0.46,7944373.32,28200.0
SH603327,2020-02-24,0.6,10513538.62,69100.0
