instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_chg
SH603259,2018-12-17,0.28,23302844.28,
SH603259,2018-12-18,0.35,29458682.24,75400.0
SH603259,2018-12-19,0.52,41971909.23,171465.0
SH603259,2018-12-20,0.63,50511201.44,114900.0
SH603259,2018-12-21,0.59,46674349.0,-42501.0
SH603259,2018-12-27,0.58,45969836.0,-2000.0
SH603259,2018-12-28,0.64,50099231.54,54669.0
SH603259,2019-01-02,0.65,49343933.76,16665.0
SH603259,2019-01-03,0.52,39448582.48,-135100.0
SH603259,2019-01-04,0.59,44705132.22,65054.0
SH603259,2019-01-07,0.61,45903824.79,19841.0
SH603259,2019-01-08,0.68,51143874.46,79200.0
SH603259,2019-01-09,0.76,57473247.0,81681.0
SH603259,2019-01-10,0.86,65193314.38,104627.0
SH603259,2019-01-11,0.86,64877161.58,-4866.0
SH603259,2019-01-14,0.82,61375947.75,-38536.0
SH603259,2019-01-15,0.74,56175001.95,-81800.0
SH603259,2019-01-16,0.75,57248930.7,13200.0
SH603259,2019-01-17,0.77,59637080.95,23400.0
SH603259,2019-01-18,0.91,71516753.7,139682.0
SH603259,2019-01-21,0.85,69010849.21,-65600.0
SH603259,2019-01-22,1.0,79710894.83,160900.0
SH603259,2019-01-23,0.93,73637817.03,-74700.0
SH603259,2019-01-24,0.93,74819163.42,3100.0
SH603259,2019-01-25,0.98,78632217.06,53500.0
SH603259,2019-01-28,1.1,85475697.89,118300.0
SH603259,2019-01-29,1.1,85547991.24,200.0
SH603259,2019-01-30,1.14,91446827.0,49588.0
SH603259,2019-01-31,1.12,88625013.75,-24200.0
SH603259,2019-02-01,1.12,90862470.0,3600.0
SH603259,2019-02-11,1.14,94634117.76,20319.0
SH603259,2019-02-12,1.23,103819818.77,92233.0
SH603259,2019-02-13,1.25,105565929.92,14400.0
SH603259,2019-02-14,1.7,147815698.78,468231.0
SH603259,2019-02-15,1.71,146574504.78,17300.0
