instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920943,2021-03-31,,30.14827256669,0.3075,0.1298,23.747503979,2.03,115.9794,74.3925,22.496778889283,1.3874,1.3874,2.01,0.776,7.0313,,0.312,-0.123,444.450833301166,1.2098,288.4615
BJ920943,2021-06-30,,9.4499,0.7077,0.3157,22.1324720581,5.17,107.9201,66.9493,14.1654,3.3023,3.3023,5.16,1.6679,7.4129,,0.7112,-0.2218,388.994497376808,2.6886,253.0934
BJ920943,2021-09-30,,-16.183712834333,1.2273,0.4449,22.3181977316,6.99,107.6212,58.7276,23.257658973716,4.3571,4.3571,6.87,2.5088,6.0197,,1.1779,-1.016,348.545356154269,4.5975,229.2215
BJ920943,2021-12-31,,30.941,1.7625,0.697,21.824645822,11.3,108.4795,51.103,24.5699,6.2554,6.2554,10.83,3.3186,6.4313,,1.6047,0.8064,332.005004577728,7.0446,224.341
BJ920943,2022-03-31,,-44.4311,0.7491,0.0721,20.6373483926,0.99,,,29.0435,,,0.99,,3.0278,,,-4.3579,,,
BJ920943,2022-06-30,0.4826,13.8261,0.8115,0.3054,21.00149182,5.48,126.8588,56.2412,34.1039,15.2102,2.869,4.59,1.4189,6.292,,0.6839,-0.1069,372.9797,3.2005,263.1964
BJ920943,2022-09-30,,40.7171,1.1934,0.5222,22.1620916388,8.93,125.2203,66.0939,16.8989,4.8823,4.8823,7.66,2.1562,7.2462,,1.038,-0.9401,374.468821378068,4.0851,260.1156
BJ920943,2022-12-31,1.0001,51.4009,1.6954,0.8803,23.3215728886,14.2,116.8869,63.0186,14.848,19.2025,7.6759,12.58,3.0799,8.4781,,1.4396,0.433,359.964,5.7126,250.0695
BJ920943,2023-03-31,0.2152,226.763,0.3489,0.1966,25.3045019764,2.8,121.9017,86.5301,23.7529,1.7265,1.7265,2.76,0.7383,7.9949,,0.321,-0.6816,418.2156,1.0401,280.3738
BJ920943,2023-06-30,0.457,76.7473,0.7579,0.4076,26.6207485005,7.27,117.7163,80.264,12.1734,16.3078,4.4446,7.32,1.5291,9.914,2.7824,0.6778,0.8573,393.8731,2.2426,265.5651
BJ920943,2023-09-30,0.6771,51.0395,1.12,0.6068,27.6443663516,10.74,121.1686,84.775,11.3912,6.4423,6.4423,10.5,2.2283,9.8254,,1.0107,0.4724,398.7594,3.1849,267.1416
BJ920943,2023-12-31,0.9438,20.39,1.5619,0.8152,27.3027579375,14.08,121.3756,73.8068,10.1418,20.2917,8.3021,13.42,2.966,9.267,5.7007,1.3981,0.5883,381.4367,4.8776,257.4923
BJ920943,2024-03-31,0.1548,-47.1225,0.2506,0.08,25.9251342589,1.37,178.5714,114.533,-21.1224,0.8459,0.8459,1.38,0.504,5.3595,,0.2364,2.8378,581.3953,0.7858,380.7107
BJ920943,2024-06-30,0.3711,-36.3572,0.6192,0.2594,26.5043407459,4.45,156.5081,97.1817,-10.5088,15.2504,2.5918,4.49,1.1501,7.0505,2.2201,0.5614,0.8046,485.0445,1.8522,320.627
BJ920943,2024-09-30,0.5931,-16.1765,0.9918,0.5086,26.736989347,8.13,150.5688,94.6074,-0.2137,4.6409,4.6409,7.97,1.7932,8.2536,,0.8803,0.4471,455.2352,2.8539,306.7136
BJ920943,2024-12-31,0.8349,10.837,1.4946,0.9035,26.9319088268,13.4,141.0492,74.4725,8.4523,17.5772,6.9314,12.78,2.5523,9.4708,5.6081,1.2414,1.1793,431.1894,4.834,289.9952
BJ920943,2025-03-31,0.142,114.9086,0.2593,0.1719,29.1209441547,2.51,193.133,116.9591,20.4845,1.3989,1.3989,2.48,0.466,9.5598,,0.2139,-2.032,633.8028,0.7695,420.7574
BJ920943,2025-06-30,0.3334,43.0854,0.6327,0.3711,27.2348018502,5.5,162.8812,95.3794,18.6638,14.1592,2.8219,5.52,1.1051,8.5015,2.5057,0.5021,0.2824,539.892,1.8872,358.4943
BJ920943,2025-09-30,0.4738,8.1802,0.9423,0.5502,27.1395159109,7.99,159.7444,99.1772,7.4545,3.6888,3.6888,7.75,1.6902,8.3094,,0.7057,0.4601,569.8607,2.7224,382.5988
BJ920943,2025-12-31,0.6754,-11.2963,1.3586,0.8015,26.39721774,11.45,150.6907,87.4423,1.8858,15.2521,5.0887,10.9,2.389,8.2454,4.2687,1.0212,0.9289,533.0175,4.117,352.5264
BJ920943,2026-03-31,0.0995,-139.8603,0.209,-0.0685,25.8289515592,-1.19,210.5263,164.4136,-13.5699,-0.4421,-0.4421,-1.2,0.4275,-4.4089,,0.1561,0.132998503874,904.5226,0.5474,576.5535
