instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920163,2021-03-31,,-17.9261,0.178,0.06,16.8927129334,2.0,62.5261,143.2209,31.1012,1.5727,1.5727,1.98,1.4394,11.225,,0.2179,-0.2911,631.281654044941,0.6284,413.0335
BJ920163,2021-06-30,,-33.7361,0.4378,0.122,19.6836004708,4.02,57.1392,124.3609,29.912,3.3409,3.3409,4.32,3.1502,9.6134,,0.5368,0.8378,520.224884203447,1.4474,335.3204
BJ920163,2021-09-30,,-11.7764,0.7208,0.2412,20.9112612913,8.03,58.1033,105.7786,34.2534,7.1228,7.1228,8.2,4.6469,11.3166,,0.954,0.4446,447.743035809548,2.5525,283.0189
BJ920163,2021-12-31,0.7889,-22.8835,0.9654,0.2881,21.0304096499,9.67,49.9154,121.4985,21.9143,22.5179,7.9749,9.64,7.2122,10.0118,,1.2243,1.0215,456.3316,2.963,294.0456
BJ920163,2022-03-31,0.2009,32.8377,0.2359,0.0797,20.8676147246,2.63,47.4859,131.4636,33.7337,2.2747,2.2747,2.6,1.8953,11.1498,,0.3268,1.2391,447.9841,0.6846,275.3978
BJ920163,2022-06-30,0.4255,55.9213,0.5046,0.1902,18.6779606966,6.16,48.4405,120.4013,22.6837,20.782,5.1345,5.98,3.7159,12.2179,1.6352,0.7006,0.9603,423.0317,1.495,256.9226
BJ920163,2022-09-30,0.6105,12.7009,0.738,0.2719,18.6793408713,8.7,47.3959,125.261,8.2234,6.8917,6.8917,8.33,5.6967,11.7848,,1.0539,1.2726,442.2604,2.1555,256.1913
BJ920163,2022-12-31,0.796,12.3665,0.9667,0.3238,18.4756133434,10.27,50.6244,139.2812,5.946,23.4543,7.9987,9.76,7.1112,10.6185,3.2816,1.4502,0.7268,452.2613,2.5847,248.2416
BJ920163,2023-03-31,0.2119,6.8584,0.2796,0.0836,17.4985077916,2.53,49.1106,129.4591,31.4337,1.7667,1.7667,2.5,1.8326,9.065,,0.4455,-0.423,424.7286,0.6952,202.0202
BJ920163,2023-06-30,0.4112,-10.4085,0.5654,0.1673,17.7617175894,5.01,50.4838,127.1456,21.385,16.6972,3.313,5.06,3.5655,9.0178,2.1872,0.9211,-0.3876,437.7432,1.4157,195.4185
BJ920163,2023-09-30,0.5902,-11.0585,0.8347,0.2374,18.0482799287,7.12,51.8722,115.706,22.2043,4.392,4.392,7.03,5.2051,8.5771,,1.3456,1.4273,457.472,2.3335,200.654
BJ920163,2023-12-31,0.8005,-3.4902,1.1564,0.3052,18.7486188259,9.11,51.3787,110.5685,30.1024,18.22,5.3293,8.82,7.0068,7.8768,4.0115,1.8392,2.1462,449.7189,3.2559,195.7373
BJ920163,2024-03-31,0.1843,26.91,0.3153,0.1056,17.7148567666,3.0,50.7843,97.9858,20.8605,1.6739,1.6739,2.96,1.7722,9.5187,,0.4363,2.004,488.3342,0.9185,206.2801
BJ920163,2024-06-30,0.4156,30.0697,0.7415,0.2165,17.0192084316,5.76,50.6315,102.7691,38.5055,16.1843,3.2923,6.01,3.5551,8.4685,1.2892,0.9445,0.8352,433.1088,1.7515,190.577
BJ920163,2024-09-30,0.6498,22.4792,1.1334,0.2899,16.3624552078,7.93,48.6469,97.0281,43.6647,4.4858,4.4858,7.96,5.5502,7.3123,,1.5293,0.4648,415.5125,2.7827,176.5514
BJ920163,2024-12-31,0.8696,10.4926,1.5332,0.338,15.9757875651,9.88,51.4852,96.1718,39.784,19.6996,5.0109,9.62,6.9923,6.2262,2.6823,1.9731,1.2747,413.9834,3.7433,182.454
BJ920163,2025-03-31,0.2412,-11.9149,0.4411,0.0932,14.1759769846,2.51,45.8833,100.2339,45.1527,1.4043,1.4043,2.48,1.9615,5.7764,,0.5167,0.8431,373.1343,0.8979,174.1823
BJ920163,2025-06-30,0.4884,-28.2081,0.8968,0.1558,14.3934495913,4.15,47.7568,94.5527,27.9553,19.3036,2.3319,4.14,3.7691,4.7515,1.1252,1.0445,0.4256,368.5504,1.9037,172.3313
BJ920163,2025-09-30,0.6988,-20.8493,1.2951,0.2295,15.3760755968,6.11,48.9476,92.3298,20.5788,3.3079,3.3079,5.98,5.5161,4.7999,,1.5328,1.9323,386.3766,2.9243,176.1482
BJ920163,2025-12-31,0.9085,3.9236,1.6831,0.3512,15.0615004361,9.24,47.7397,94.2458,16.3739,22.7892,4.9045,8.86,7.5409,5.5601,2.051,2.089,2.1555,396.2576,3.8198,172.3313
BJ920163,2026-03-31,0.2184,39.5139,0.4082,0.13,15.3884954389,3.23,45.3926,85.2515,0.1303,1.7033,1.7033,3.18,1.9827,8.0484,,0.5115,2.4902,412.0879,1.0557,175.9531
