instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920100,2023-06-30,3.3876,78.682,28.8362486145,331.464698947092,12.5978,0.6781,,5.829,111.5311,10.64,265.4476,0.8452,53.135,0.5546,0.8302,,5.829,1.6139,9.127,10.09
BJ920100,2023-09-30,5.6062,68.750141797263,28.4642774302,352.314552857505,13.1225,1.0153,,8.5152,111.9078,17.55,265.9313,1.2675,48.161,0.936,1.0269,,8.5152,2.4127,19.23863484333,14.84
BJ920100,2023-12-31,7.8717,77.8959,28.4660941442,328.750024527837,13.4351,1.4549,,12.3083,106.5341,24.05,247.4397,1.81,45.7335,0.9157,0.9482,,12.3083,3.3792,25.7189,21.69
BJ920100,2024-03-31,1.6907,77.367284930563,30.3547171987,379.912037329505,14.8704,0.3284,,3.466,105.0543,6.14,274.056,0.4045,53.2324,0.2643,1.0602,,3.466,0.8567,37.601725799614,5.95
BJ920100,2024-06-30,4.0586,42.0949,28.8431691552,339.490736692022,13.1939,0.7415,,6.8974,99.7617,11.82,242.7512,0.8769,44.3503,0.5238,0.2421,,6.8974,1.8043,35.6759,11.15
BJ920100,2024-09-30,5.2222,14.4374,28.7671573689,367.050947987159,12.8131,1.032,,9.2142,97.0664,15.64,261.6279,1.2014,51.7023,0.712,0.6799,,9.2142,2.7816,17.2006,14.48
BJ920100,2024-12-31,6.8018,15.913,27.9958354241,371.64607240778,13.419,1.3637,,11.8592,101.0867,22.28,263.9877,1.6467,52.9272,1.0614,1.0846,,11.8592,3.5613,16.0525,20.0
BJ920100,2025-03-31,1.6378,19.6139,27.3418898096,348.39083991235,13.7951,0.3765,,3.5949,87.2431,5.84,239.0438,0.416,54.9518,0.3162,0.7383,,3.5949,1.0316,28.9384,5.67
BJ920100,2025-06-30,3.1412,12.933,27.2218591199,348.760271033948,12.2904,0.7421,,6.0977,83.2755,10.59,242.5549,0.8525,57.3029,0.5915,1.139,,6.0977,2.1615,21.2342,10.06
BJ920100,2025-09-30,5.0134,22.1161,26.6746383842,380.649405096312,11.3382,0.9638,,6.8612,82.2368,14.44,280.1411,1.0926,53.8557,0.6256,1.0054,,6.8612,3.2832,38.0021,10.05
BJ920100,2025-12-31,6.992,7.1228,26.3779803833,373.9871,10.9629,1.3452,0.9626,14.5878,80.6831,17.08,267.6182,1.4747,51.4874,0.8181,1.0301,,9.0244,4.4619,31.1222,13.11
BJ920100,2026-03-31,1.8254,-4.3075,24.5471391895,400.8909,10.4154,0.3103,0.2245,2.279,83.4106,3.45,290.0419,0.3281,49.3043,0.2177,0.2644,,2.279,1.079,26.7429,3.4
