instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH603180,2021-03-31,0.1442,600.6456,0.2596,0.4201,28.0425549094,2.41,11.2853,81.0592,81.5484,1.3373,1.3373,2.32,7.975,8.9418,,0.2828,-6.91,624.1331,1.1103,318.2461
SH603180,2021-06-30,0.3638,40.1749,0.6693,0.5917,27.7323481635,4.62,8.3231,59.6797,60.1242,8.8641,2.2461,4.09,21.6266,6.4462,1.5103,0.6876,-0.226,494.7774,3.0161,261.7801
SH603180,2021-09-30,0.5858,5.2683,1.0945,1.0085,29.1908581746,8.0,6.9153,62.1361,37.4142,3.805,3.805,7.15,39.0439,7.0145,,1.0879,0.9603,460.9082,4.3453,248.1846
SH603180,2021-12-31,0.8617,14.8787,1.6209,2.1685,30.4824997634,16.69,7.4105,57.8564,30.6054,13.794,7.4128,14.02,48.5794,9.7101,3.2766,1.5817,1.2049,417.7788,6.2223,227.6032
SH603180,2022-03-31,0.1315,-33.8682,0.2329,0.1858,29.9263856039,1.24,17.25,113.8664,17.2356,0.6944,0.6944,1.23,5.2174,5.044,,0.2503,-17.5649,684.4106,0.7904,359.5685
SH603180,2022-06-30,0.3246,5.4461,0.5966,0.5842,28.943699006,3.72,13.1915,87.8392,7.8382,9.8009,2.0977,3.91,13.6452,6.3032,1.1435,0.6183,-0.8242,554.5287,2.0492,291.1208
SH603180,2022-09-30,0.5532,3.7852,1.0172,1.0475,28.4859427961,6.36,12.9987,75.6896,12.1325,3.6052,3.6052,6.68,20.7713,6.4923,,1.0747,0.492,488.0694,3.5672,251.2329
SH603180,2022-12-31,0.7576,-18.5797,1.415,1.7671,29.4598101818,11.24,11.9813,71.7517,3.0621,13.4436,5.6044,10.68,30.0468,7.6711,2.6659,1.5034,0.9063,475.1848,5.0173,239.4572
SH603180,2023-03-31,0.1226,9.597,0.2194,0.2038,29.1117562542,1.25,22.5203,115.1042,1.0805,0.6962,0.6962,1.24,3.9964,5.469,,0.2875,-7.5861,734.0946,0.7819,313.0435
SH603180,2023-06-30,0.288,-17.5712,0.5763,0.482,28.2815979111,2.9,17.7795,88.0497,5.2782,9.0401,1.3286,2.92,10.124,4.9352,1.0325,0.6083,2.713,625.0,2.0443,295.9066
SH603180,2023-09-30,0.4858,0.9521,0.9627,1.0575,28.904015258,6.23,16.053,75.3685,2.3452,2.9008,2.9008,6.2,16.8193,6.404,,1.0281,1.3948,555.7843,3.5824,262.6204
SH603180,2023-12-31,0.6728,6.2943,1.3553,1.8783,29.5254780667,10.86,14.6944,71.9784,2.593,12.9349,4.8511,10.55,24.4991,7.9478,2.3328,1.3962,2.2239,535.0773,5.0015,257.8427
SH603180,2024-03-31,0.1121,10.7604,0.23,0.2257,28.0058844527,1.31,24.3368,99.9001,11.4474,0.6386,0.6386,1.31,3.6981,5.4353,,0.2443,-12.367,802.8546,0.9009,368.3995
SH603180,2024-06-30,0.2587,-10.8888,0.553,0.4295,26.695514721,2.51,22.2588,84.1948,0.9101,10.46,1.1466,2.56,8.0867,4.3581,0.9097,0.5445,-2.9533,695.7866,2.1379,330.5785
SH603180,2024-09-30,0.4142,-29.6487,0.8708,0.7439,27.3022145106,4.33,21.5672,78.8528,-5.1454,2.0158,2.0158,4.33,12.519,4.7497,,0.8847,-1.839,651.859,3.4241,305.1882
SH603180,2024-12-31,0.563,-33.5082,1.2419,1.2489,28.6754050761,7.16,20.4982,70.7325,-4.6843,12.4209,3.0235,7.09,17.5625,5.5444,1.8275,1.1649,1.9825,639.4316,5.0896,309.0394
SH603180,2025-03-31,0.0946,-8.2487,0.2071,0.2071,29.9566178659,1.23,38.5588,109.7427,-8.3531,0.5292,0.5292,1.23,2.3341,5.4414,,0.2077,-13.0181,951.3742,0.8201,433.3173
SH603180,2025-06-30,0.2326,-11.5819,0.5206,0.3797,27.8605370454,2.24,32.0993,89.7845,-3.3674,11.3259,0.9355,2.26,5.6076,3.9877,0.6894,0.5037,-3.9326,773.8607,2.0048,357.3556
SH603180,2025-09-30,0.381,-47.9917,0.8396,0.3869,26.5402543525,2.29,30.0883,82.4025,-2.0087,0.9854,0.9854,2.3,8.9736,2.5209,,0.8447,-7.2416,708.6614,3.2766,319.6401
SH603180,2025-12-31,0.5318,-89.3532,1.18,0.133,25.9140075528,0.78,26.5483,77.0878,-5.0078,11.8302,0.3395,0.79,13.5602,0.6214,1.5674,1.1949,-16.1013,676.9462,4.67,301.2804
SH603180,2026-03-31,0.0875,-148.3974,0.1871,-0.1002,25.976043455,-0.52,44.745,137.237,-12.1602,-0.269,-0.269,-0.52,2.0114,-2.9981,,0.2163,-0.670661701113,1028.5714,0.6558,416.0888
