instrument,datetime,profit_growth,inventory_turn_days,inventory_turnover,asset_turn_days,revenue_growth,gross_margin,roe,ocf_to_np,roa,ar_turnover,net_margin,ar_turn_days
SZ000916,2018-03-31,26.149662989321,2.132557651788,42.202844985015,2319.40417583181,4.379861819426,51.1665244759,,-1.101644849016,1.4082300568,0.601116497738,36.2917186029,149.721394003774
SZ000916,2017-12-31,25.727008600101,1.977116832497,182.083321573496,2091.39579924504,-1.831114556434,54.5793197771,,0.947786748996,6.8194525725,2.497542409899,39.617151287,144.141696482567
SZ000916,2017-09-30,4.784783714955,1.70975951577,157.916945342129,2078.12045618445,-3.307291482559,56.2457849272,5.92,0.925305630339,5.0895487047,1.670303873526,39.1729454665,161.647233344452
SZ000916,2017-06-30,1.940078064572,1.88053508699,95.717437683188,2197.5659911471,-3.58535934014,55.0311653807,3.68,0.737470647022,3.1502904005,1.046069800594,38.4609502574,172.072647444548
SZ000916,2017-03-31,13.710083067184,1.681051681761,53.537913781279,2499.95584244664,-4.336574953519,48.7018146454,1.31,0.552512399138,1.1058077307,0.449560734523,30.7163388549,200.195419859106
SZ000916,2016-12-31,120.915756043644,1.542722377528,233.353716290108,2145.23194129109,9.46806895618,51.248175078,6.58,0.524360861303,5.1874940187,2.527150579659,30.9121607336,142.45292817042
SZ000916,2016-09-30,53.472171864908,1.59626134509,169.145234789083,2136.81412259124,7.570343232963,57.2978068572,5.88,0.435639588534,4.4805710084,1.818512716879,35.4598052152,148.472978766618
SZ000916,2016-06-30,13.718267460087,1.562702701184,115.185057185633,2186.06431351502,7.46807419095,56.507772485,3.8,0.410989232544,2.9098307979,1.236471123143,35.3393181422,145.575579268245
SZ000916,2016-03-31,-21.36348643805,1.487769202481,60.49325382586,2481.95138684947,6.591428503647,48.962580054,1.22,0.405150247512,0.9260762033,0.605525989883,25.5386235233,148.631109983223
SZ000916,2015-12-31,-40.312946301078,1.501817988262,239.709473993276,2410.43166387148,31.504639990639,43.3101020659,3.09,0.339148302753,2.4395858051,4.368371473336,16.3345968651,82.410573871154
SZ000916,2015-09-30,-20.54789764612,1.381324790881,195.464529256606,2319.67832340594,35.82912044966,46.8411015867,3.98,0.298600722064,3.0577312554,3.569419928028,26.2701959702,75.642542890482
SZ000916,2015-06-30,-6.949673117462,1.533228343244,117.399342891871,2473.97946222035,30.082084087205,48.7339586356,3.37,0.236384799476,2.5208583235,2.710335789597,34.6475095527,66.412435201162
SZ000916,2015-03-31,40.915734247777,1.793683412148,50.176078671659,2727.50537910103,38.112203776611,50.6948944185,1.58,0.256569466877,1.1655189084,1.626893779291,35.3217676901,55.320145141388
SZ000916,2014-12-31,-15.613685959343,2.10589285492,170.948868152955,2772.54169924322,6.786270184312,48.5664385862,5.4,0.587698055483,4.5095451162,10.960080977085,34.730282998,32.846472644926
SZ000916,2014-09-30,7.163958696004,2.230194824368,121.065656260121,2449.42667572352,8.991708325761,54.6570295607,5.26,0.509115791147,4.8204187966,9.798485793333,43.7306014388,27.555277998536
SZ000916,2014-06-30,32.45192055163,2.336734119247,77.030586628324,2340.45951846345,18.169832775434,58.9549448547,3.92,0.539300990415,3.6766358078,9.117759607072,47.8056515125,19.741691792399
SZ000916,2014-03-31,48.386100155047,2.404688396262,37.426886635258,2765.92322292233,16.616846826618,50.9068714229,1.19,0.516550527446,1.0696836397,4.648038747766,32.8740313374,19.363005535024
SZ000916,2013-12-31,33.082913633234,2.774842653488,129.737086010057,2415.81975005712,5.098956898983,55.4056710893,6.74,0.34723176233,5.9326610831,21.569010381418,39.811777264,16.690612764976
SZ000916,2013-09-30,15.411057809538,3.061544210289,88.190789175161,2338.81976051421,-0.816572974708,57.5925340488,5.17,0.241590464193,4.7629779155,25.333125639572,41.2583217316,10.657982115647
SZ000916,2013-06-30,-10.77483774122,3.221893443992,55.867769412314,2505.26318766547,-7.156092979368,56.1998356162,3.12,0.108447219839,2.8390923731,14.850273769068,39.5148533818,12.120988663181
SZ000916,2013-03-31,-28.769166692393,3.308985935213,27.198665017655,2924.94690867442,-9.680637499648,46.870005914,0.84,-0.553637291068,0.7714256999,5.525895804233,25.0708801788,16.286952050572
SZ000916,2012-12-31,-18.315821521725,4.447079016404,80.952013371497,2374.38881506429,-11.550782419386,43.7271258927,6.44,0.509852777555,4.5335538714,21.49883106441,29.9011655685,16.745096462289
SZ000916,2012-09-30,-4.200785057816,11.088211547355,24.350184774785,2247.25870682305,-12.824599078866,52.8929065203,4.57,-0.098501434703,4.2675401576,15.598884569076,35.5195065771,17.308929930494
SZ000916,2012-06-30,-2.271735715484,12.231512343012,14.716087017877,2283.405590718,-4.125639956919,58.3441303614,3.52,0.562573515682,3.2823974688,10.465849537212,41.6391373961,17.198794933942
SZ000916,2012-03-31,1.114466607094,6.282277331935,14.326015112784,2562.14860358937,-1.312717102718,53.0018445207,1.2,0.494294940156,1.1254492523,4.336774960401,32.0396470013,20.752748487479
SZ000916,2011-12-31,2.25034810926,5.82629175887,61.788872734007,2069.25148399095,-24.803064253063,51.2767908463,6.44,0.459479092242,5.9961668513,17.046784680171,34.4654920979,21.118352038479
SZ000916,2011-09-30,-12.160780519788,3.607788044962,74.838099310472,1941.52606950288,-16.2101145774,49.8479568358,4.74,0.424197970425,4.4917571712,14.174297619038,32.2994949843,19.048562916963
SZ000916,2011-06-30,-9.875972658568,4.714966397448,38.176306006636,2168.90698687814,-17.990470229203,55.9682743599,3.61,0.455877772885,3.3499555742,9.37324237154,40.3652336144,19.203600298071
SZ000916,2011-03-31,-30.641613504378,4.713242735327,19.095133659344,2559.93404342907,-25.74898544544,51.0226904959,1.18,0.486494234689,1.0746393671,4.295426115873,30.5667322256,20.952519627196
SZ000916,2010-12-31,-16.315542173965,2.404621054271,149.711739136864,1581.71335802858,16.304836484831,40.6571767368,6.26,0.349535421653,5.9124949167,21.22397752479,25.9774227472,16.961947852589
SZ000916,2010-09-30,-11.105387769575,1.866713806989,144.639204461421,1655.46732686655,14.864908455979,48.6171029823,5.51,0.313112938958,5.0321982934,14.96393399531,30.8542216925,18.04338351697
SZ000916,2010-06-30,-9.965513643244,2.976333706197,60.477089522993,1761.20796429187,9.689738591735,55.662978074,4.08,0.407120377454,3.7712318784,10.406699676137,36.8995756639,17.296549876686
SZ000916,2010-03-31,1.930451262943,2.581385602786,34.864996497562,1914.18121277823,25.169426618989,56.4042713923,1.7,0.425446094678,1.5550818871,4.695865808855,33.0745392521,19.165794693342
SZ000916,2009-12-31,15.026987232106,1.881623545442,191.324136473595,1706.28485658141,1.626110380467,46.895544589,8.0,0.39276683494,7.4791431924,21.996062732549,35.4487465818,16.36656543388
SZ000916,2009-09-30,5.346840563856,1.959504610786,137.789928389952,1681.53360595877,-1.856224251002,52.0974710632,,0.388685009247,6.4135443948,15.555961824973,39.9429275304,17.356689546933
SZ000916,2009-06-30,-7.088468745264,1.964417249466,91.63022776804,1736.43615817629,-16.077237832982,53.3403644653,5.08,0.407858431531,4.6713618176,11.747660104826,45.0640087109,15.322200199345
SZ000916,2009-03-31,-26.12580337318,2.585678611052,34.807110062057,2063.95837599952,-26.71873353813,59.1176124991,1.88,0.401032010089,1.7778152774,7.470031417366,40.7704081416,12.048142098944
SZ000916,2008-12-31,-19.270750633818,2.536561513011,141.924411512734,1705.0768383998,0.302449899514,45.1171441117,6.66,0.386494163943,6.5683277474,31.63290548817,31.1097319699,11.380554345052
SZ000916,2008-09-30,-10.611620896675,3.203653555519,84.27877587915,1727.31907864782,2.534410555172,53.6557182262,,0.389335600505,5.8122456379,29.869172177748,37.1837140004,9.039420255548
SZ000916,2008-06-30,22.521443771404,4.506484018132,39.942447210675,1540.47273419961,26.020479121851,54.2702821793,4.87,0.504676990888,4.733596155,26.632356167254,40.5109767308,6.758696033861
SZ000916,2008-03-31,30.300168225632,3.56369990025,25.254651771798,1678.08320631621,36.344772537541,65.2249935406,,0.593791137512,2.1879278205,13.347215371446,40.7947214681,6.74297952759
SZ000916,2007-12-31,17.945351328627,3.206251239982,112.280658331065,1661.387725972,1.385142797391,60.852875938,9.91,0.440946615643,8.4603512797,32.844579235747,39.0442327044,10.960712798786
SZ000916,2007-09-30,38.658782554505,1.78823391112,150.986958876628,1588.69226817834,5.496062268162,63.2983051481,,0.432616271948,7.204918183,22.937674361571,42.3940659637,11.771027687635
SZ000916,2007-06-30,36.261325542107,2.163137350806,83.212469117096,1711.28662840443,13.063296874544,66.4862833595,4.92,0.482879456508,4.4029148222,14.37286479547,41.8591625629,12.523599335376
SZ000916,2007-03-31,40.446029941336,2.152518586732,41.811485649762,1870.79326726145,11.800014812146,63.9471990512,,0.405383629873,2.043707599,6.154707224582,42.4817157385,14.622953897878
SZ000916,2006-12-31,9.591387346255,1.346069035163,267.445421145452,1493.42398335582,7.615103637913,54.4744303475,8.22,0.428034374349,8.3210388718,31.873988349252,34.5189972711,11.29447611185
SZ000916,2006-09-30,11.832457102542,1.593403728938,169.44858047998,1553.54307056796,6.66168991441,54.0960569221,,0.485710046439,5.7204132051,31.014856321987,32.9144751689,8.705505426075
SZ000916,2006-06-30,43.846920233849,4.457858277687,40.378134249118,1813.11989621141,0.191331743776,56.8990998865,3.44,0.49948423368,3.4563723673,16.875708163679,34.8156528221,10.666219056064
SZ000916,2006-03-31,2.715241481716,2.288038940154,39.334994881658,2083.93457711293,-6.418142535643,58.1910740876,,0.383445202994,1.4674244819,7.604343821736,33.9779624135,11.835340709181
SZ000916,2005-12-31,-0.410348452617,1.815374497016,198.306190040581,1576.32293164102,8.269604181377,55.0109742212,7.83,0.426752661034,7.7275625716,41.519394596512,33.8364835758,8.67064665799
SZ000916,2005-09-30,-11.205493505331,1.936880034152,139.399444074613,1640.8004948507,5.086149819299,52.8719327191,,0.41358547698,5.1634664596,31.577009064579,31.3785863782,8.550524827979
SZ000916,2005-06-30,-23.298693223223,2.015018413073,89.329208523445,1797.17610435796,6.727752913035,49.8677994719,2.5,0.381588755264,2.4721338559,19.760418289594,24.6825549588,9.109118914491
SZ000916,2005-03-31,7.855481930206,2.407246791337,37.387109757045,1906.63280767428,17.00902501307,59.9123456075,,0.316200376875,1.4649462093,10.932683493374,31.0346056018,8.232196610699
SZ000916,2004-12-31,38.116860540007,2.483590702597,144.951420386446,1653.88525592868,36.72359042804,68.2706408485,8.13,0.532563728321,7.8019932163,67.056075909266,35.8433376312,5.368641023479
SZ000916,2004-09-30,35.155726920869,2.269824922082,118.951905661673,1675.60582342735,37.189666312493,66.2479992232,,0.537334741161,5.8726790246,159.635943430766,36.4455376769,1.691348415635
SZ000916,2004-06-30,18.53790229156,1.032469910996,174.339221010662,1851.24409428178,35.294541616424,62.0054023601,3.39,0.549867740975,3.2672833348,82.840867376633,33.6029943213,2.1728406003
SZ000916,2004-03-31,-1.225566737451,1.346981717014,66.816051668103,2143.59009541261,20.698570989977,65.682097658,,0.568062326453,1.3849833385,41.87485419266,32.9870729628,2.149261214998
