instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920242,2023-03-31,0.8577,57.3488,28.2244934408,488.8647,8.4993,0.206,0.1841,1.5813,69.5464,1.99,436.8932,0.2335,104.9318,0.1507,0.8608,,1.5813,1.2941,17.0255,1.97
BJ920242,2023-06-30,1.8115,57.4431,27.7806185682,453.4005,12.1963,0.4445,0.397,20.0574,70.0253,6.87,404.9494,0.5182,99.3652,0.4751,1.4137,6.1966,4.8032,2.5705,16.6139,6.33
BJ920242,2023-09-30,2.9039,31.7187,28.8530589325,417.5688,12.7088,0.729,0.6466,8.1408,73.1886,10.73,370.3704,0.8459,92.9784,0.8074,0.6334,,8.1408,3.6891,24.5258,10.75
BJ920242,2023-12-31,3.631,38.5758,29.6233508672,421.1511,12.4737,0.9557,0.8548,24.7242,71.5748,14.75,376.6872,1.1493,99.1462,1.0796,0.9296,13.4962,9.926,5.0297,31.9281,13.79
BJ920242,2024-03-31,0.9539,33.2915,27.9962432406,434.1534,8.7499,0.232,0.2073,1.8508,82.7586,2.44,387.931,0.2786,94.3495,0.1935,1.3857,,1.8508,1.0875,29.474,2.4
BJ920242,2024-06-30,1.9996,31.5248,27.8161813017,404.6763,12.5097,0.5007,0.4448,22.0442,74.1443,7.41,359.4967,0.608,90.018,0.6018,1.666,7.2245,5.5977,2.4277,28.2299,7.54
BJ920242,2024-09-30,2.9814,50.7299,30.5977304387,371.4915,14.0693,0.82,0.7268,9.7282,78.5363,13.94,329.2683,1.0101,90.5615,1.1726,0.7634,,9.7282,3.4379,36.1547,13.57
BJ920242,2024-12-31,3.8761,52.808,29.9950627899,372.4395,14.1499,1.0987,0.9666,26.9881,87.3002,19.59,327.66,1.3556,92.8769,1.6254,0.3994,16.6947,12.4545,4.1237,34.7057,17.66
BJ920242,2025-03-31,0.7218,49.2062,27.7641118774,446.8719,10.6568,0.233,0.2014,2.1152,108.0173,3.09,386.2661,0.2838,124.6883,0.2829,0.4271,,2.1152,0.8332,22.5076,2.99
BJ920242,2025-06-30,1.5705,27.0636,29.0060717257,409.5563,13.1619,0.5195,0.4395,21.5283,97.9645,7.85,346.487,0.5983,114.6132,0.7493,0.4717,8.2243,5.7966,1.8374,20.7668,7.64
BJ920242,2025-09-30,2.5235,-4.7203,29.7708535803,393.8731,12.2995,0.8219,0.6855,8.4315,85.1037,11.32,328.5071,0.9266,106.9943,1.0946,1.3828,,8.4315,3.1726,8.9901,10.99
BJ920242,2025-12-31,3.4169,-19.8909,29.2626491313,401.3825,10.9301,1.0776,0.8969,26.2463,91.1508,13.31,334.0757,1.2212,105.3587,1.2956,1.5783,10.0432,9.6345,3.9495,3.7076,12.76
BJ920242,2026-03-31,0.8442,-5.2797,25.9848748594,414.3646,9.1892,0.2715,0.2172,1.9991,86.8056,2.6,331.4917,0.2818,106.6098,0.2681,-2.1583,,1.9991,1.0368,9.8481,2.57
