instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920033,2023-03-31,0.5463,135.5237,42.8230186719,584.4156,30.0161,0.1778,0.154,4.5106,33.7534,6.27,506.1867,0.2116,164.7446,0.3748,0.9976,,4.5106,2.6664,74.2797,5.98
BJ920033,2023-06-30,0.9588,67.8376,44.2296124498,629.8111,33.0058,0.3388,0.2858,14.9435,53.0145,12.76,531.2869,0.3938,187.7347,0.7948,0.1348,4.3832,8.8864,3.3953,52.8544,11.88
BJ920033,2023-09-30,1.6189,46.2134,43.0780935797,614.6142,33.2154,0.5424,0.4393,13.5617,57.4651,19.29,497.7876,0.5928,166.7799,1.2491,0.7023,,13.5617,4.6985,30.6786,17.48
BJ920033,2023-12-31,1.9798,43.9664,43.854464229,639.8862,33.9006,0.7314,0.5626,23.8655,43.6374,24.55,492.2067,0.7497,181.8365,1.6346,0.6037,6.6739,17.7069,8.2498,26.2196,22.32
BJ920033,2024-03-31,0.2331,-34.712,46.2830228067,1152.3688,33.7239,0.1153,0.0781,2.6167,99.3816,3.29,780.5724,0.0975,386.1004,0.2447,-0.508,,2.6167,0.9056,-41.8901,3.23
BJ920033,2024-06-30,0.6907,-17.865,44.4806176176,796.8127,30.4861,0.342,0.2259,12.7176,90.566,8.6,526.3158,0.2835,260.6052,0.5022,0.0625,1.8495,6.7129,1.9875,-11.0763,8.38
BJ920033,2024-09-30,0.9501,-30.7687,44.8169227989,809.838,27.833,0.5414,0.3334,9.1924,104.6755,11.34,498.7071,0.41,284.1806,0.6652,-0.3516,,9.1924,2.5794,-17.3806,11.04
BJ920033,2024-12-31,1.0829,-46.394,43.931524609,939.9478,24.2979,0.6182,0.383,16.4124,112.3315,11.55,582.3358,0.4752,332.4407,0.674,-0.1111,2.1625,9.1261,3.2048,-25.2087,11.16
BJ920033,2025-03-31,0.1266,-56.2974,42.124920562,1704.5455,21.0404,0.0952,0.0528,1.1088,239.5528,1.34,945.3782,0.0642,710.9005,0.0823,0.4495,,1.1088,0.3757,-29.9526,1.35
BJ920033,2025-06-30,0.274,-68.1539,39.2452099771,1666.6667,19.9961,0.1963,0.108,10.542,198.0416,2.64,916.9638,0.1303,656.9343,0.1599,2.3914,0.3516,2.152,0.9089,-51.4473,2.6
BJ920033,2025-09-30,0.5352,-53.4808,38.0452378413,1365.0152,21.0768,0.3569,0.1978,4.1477,178.8672,5.03,756.5144,0.2359,504.4843,0.3095,2.1075,,4.1477,1.5095,-38.5692,4.87
BJ920033,2025-12-31,0.8213,-73.0138,36.2872338242,1277.0486,8.8146,0.5067,0.2819,13.1073,155.6151,3.02,710.4796,0.3357,438.3295,0.1819,6.9184,0.9219,2.5075,2.3134,-25.6107,2.97
BJ920033,2026-03-31,0.4833,165.1567,38.7984728128,641.4825,21.0685,0.2462,0.1403,2.9065,61.3874,3.43,365.5565,0.1622,186.2197,0.2181,2.3524,,2.9065,1.4661,164.802,3.37
