instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920834,2023-03-31,0.8214,53.9267,31.7940623963,698.7578,11.0355,0.1683,0.1288,1.4099,50.5732,1.75,534.7594,0.1586,109.569,0.0495,-0.7173,,1.4099,1.7796,10.8736,1.74
BJ920834,2023-06-30,1.9401,12.7907,32.6814053473,567.2865,14.4791,0.4196,0.3173,22.98,44.4719,5.47,428.98,0.3974,92.7787,0.1539,0.6105,1.7721,4.7444,4.0475,9.7143,6.05
BJ920834,2023-09-30,3.1633,11.618,32.3745587449,530.2435,14.574,0.6764,0.5092,7.8617,44.3699,8.93,399.1721,0.6373,85.3539,0.2428,0.8498,,7.8617,6.0852,4.686,10.15
BJ920834,2023-12-31,4.1693,5.8885,32.2196626674,533.8078,14.6571,0.8939,0.6744,30.1138,41.1198,12.15,402.7296,0.8373,86.3454,0.3261,1.0296,3.7854,10.3749,8.7549,3.7848,13.09
BJ920834,2024-03-31,0.8218,-23.4433,30.4591873569,657.4142,8.9104,0.1838,0.1369,1.2332,30.493,1.57,489.6627,0.1683,109.5157,0.0379,-0.1833,,1.2332,2.9515,-5.1845,1.55
BJ920834,2024-06-30,2.0072,-11.4134,30.8105429646,517.5388,12.7712,0.4677,0.3478,26.4852,49.8988,5.49,384.8621,0.4352,89.6772,0.1363,0.5217,1.8736,4.5512,3.6073,0.4338,5.82
BJ920834,2024-09-30,3.2168,-5.5317,31.0959548375,486.9252,13.4848,0.7437,0.5545,7.6666,46.6233,9.25,363.0496,0.6945,83.9343,0.2293,0.765,,7.6666,5.7911,2.0986,9.74
BJ920834,2024-12-31,4.3241,-13.7257,30.6085504325,495.5947,12.4443,0.9722,0.7264,31.5031,41.0345,11.5,370.2942,0.9136,83.2543,0.2813,1.1201,3.925,9.1296,8.7731,1.6157,11.78
BJ920834,2025-03-31,0.9278,64.2048,31.9263183996,542.8227,12.1149,0.2206,0.1658,1.9986,48.3144,2.58,407.9782,0.2079,97.0037,0.0623,-0.4364,,1.9986,1.8628,20.771,2.55
BJ920834,2025-06-30,2.2867,30.988,32.2995271035,457.3171,14.6258,0.5254,0.3936,28.9664,44.1718,7.16,342.5961,0.5005,78.7161,0.1785,0.8912,2.1655,5.7186,4.075,14.3781,7.43
BJ920834,2025-09-30,3.5206,37.6443,32.837816397,435.133,16.2955,0.8258,0.6205,9.9837,40.6162,12.58,326.9557,0.7802,76.6915,0.3157,0.9369,,9.9837,6.6476,13.9032,12.64
BJ920834,2025-12-31,4.7966,39.9637,32.4524591857,443.0769,15.3192,1.0787,0.8125,35.5173,37.222,15.7,333.7351,1.0191,75.0532,0.3938,1.1247,4.4715,12.1332,9.6717,13.6972,15.28
BJ920834,2026-03-31,0.9264,-7.8004,32.0609342942,576.5535,11.2528,0.2052,0.1561,1.7453,49.4805,2.23,438.5965,0.1937,97.1503,0.0574,1.2945,,1.7453,1.8189,-0.7363,2.21
