instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603009,2021-03-31,98.5006,0.1304,429.8567,75.7812,3.7375,0.6096,1.4913,0.2849,4.6894,0.6096,0.0561,0.2742,690.184,0.9137,101.5687,315.9003,1.48,19.7699898835,,0.8861
SH603009,2021-06-30,96.3494,0.2707,1964.20773090238,47.252,2.3756,18.864,2.7328,0.5991,4.2279,1.1485,0.1042,0.5621,664.9427,1.8682,98.7059,300.4507,2.7,18.9888820119,0.8508,1.8236
SH603009,2021-09-30,104.9685,0.3957,818.955,28.2862,3.0184,1.5216,3.42,0.8865,3.7743,1.5216,0.134,0.8069,682.3351,2.5722,98.8649,304.5685,3.35,18.5273685288,,2.731
SH603009,2021-12-31,104.8462,0.5393,154.9766,18.1835,1.3002,22.1535,4.3,1.196,3.3376,1.8327,0.1617,1.0974,667.532,3.4336,103.2258,301.0033,4.21,19.1274297906,1.6172,3.4875
SH603009,2022-03-31,123.1696,0.1362,16.29,-0.2258,1.2168,0.7498,1.54,0.3047,5.4656,0.7498,0.0653,0.2639,660.793,0.7307,99.9778,295.3725,1.53,19.4578508065,,0.9002
SH603009,2022-06-30,131.0044,0.2477,-32.2777,-11.6407,3.5484,23.1202,1.6673,0.5632,3.2404,0.8051,0.0706,0.4842,726.6855,1.374,105.2385,319.6023,1.68,17.4433739939,0.7464,1.7104
SH603009,2022-09-30,126.1682,0.3837,-25.0181,-4.2896,2.3456,1.1303,2.3966,0.8569,2.9569,1.1303,0.1005,0.753,703.6747,2.14,108.0173,315.0893,2.41,16.9323586187,,2.4996
SH603009,2022-12-31,121.6093,0.5364,-29.9848,-1.8621,4.7217,25.3155,2.96,1.1913,2.3812,1.2715,0.1132,1.0519,671.1409,2.9603,105.1095,302.1909,2.93,17.1473420485,1.6039,3.425
SH603009,2023-03-31,143.5407,0.1215,-76.4281,-9.2493,6.0068,0.1722,0.37,0.2761,1.4197,0.1722,0.0154,0.2335,740.7407,0.627,108.1991,325.9689,0.37,17.2838148498,,0.8318
SH603009,2023-06-30,128.7738,0.2593,-28.8061,8.8763,4.4828,25.7252,1.1916,0.5733,2.1189,0.5352,0.0503,0.5114,694.1766,1.3978,106.0258,313.9717,1.2,17.7382630648,0.8028,1.6977
SH603009,2023-09-30,122.6938,0.404,-24.1764,9.0092,4.568,0.8073,1.8212,0.8874,2.0567,0.8073,0.0762,0.7966,668.3168,2.2006,103.144,304.2596,1.82,17.8690665714,,2.6177
SH603009,2023-12-31,115.2848,0.5713,21.5549,10.2965,4.8193,28.4826,3.21,1.2485,2.6242,1.4555,0.1376,1.1199,630.1418,3.1227,101.8013,288.346,3.17,16.4698707016,1.6863,3.5363
SH603009,2024-03-31,110.5651,0.1453,202.2835,25.9721,-2.5698,0.498,1.0188,0.3173,3.4066,0.498,0.0465,0.282,619.4081,0.814,98.7275,283.6432,1.01,17.7954836647,,0.9116
SH603009,2024-06-30,110.2266,0.2859,110.2593,14.0598,2.359,30.2669,2.3335,0.6276,3.906,1.1157,0.1057,0.5589,629.5908,1.633,102.9866,286.8069,2.34,18.149494652,0.8479,1.7478
SH603009,2024-09-30,112.5891,0.431,131.2684,9.6198,1.9801,1.8762,3.7183,0.9494,4.3391,1.8762,0.1762,0.8331,626.4501,2.3981,100.5699,284.3901,3.7,18.5076331725,,2.6847
SH603009,2024-12-31,110.4294,0.5955,50.245,7.5696,3.2811,33.3394,4.4,1.3146,3.6653,2.179,0.2191,1.1545,604.534,3.26,103.8781,273.8476,4.32,18.4510640618,1.6994,3.4656
SH603009,2025-03-31,106.4459,0.1544,40.2581,10.7294,-1.3902,0.6463,1.3859,0.3371,4.3151,0.6463,0.0691,0.303,582.9016,0.8455,101.2032,266.9831,1.38,18.1709583456,,0.8893
SH603009,2025-06-30,101.8791,0.3167,50.7098,14.7133,0.439,32.7564,3.3025,0.6929,5.1317,1.5752,0.1688,0.6212,568.3612,1.7668,99.5135,259.7777,3.28,19.1240394358,0.935,1.8088
SH603009,2025-09-30,104.8259,0.4807,53.5651,17.5035,0.926,2.6103,5.5174,1.0393,5.6708,2.6103,0.2868,0.9448,561.6809,2.5757,98.3535,259.7902,5.4,19.8612265277,,2.7452
SH603009,2025-12-31,105.3988,0.6424,71.6846,14.7916,1.4814,32.9393,7.07,1.3565,5.482,3.3268,0.3761,1.2878,560.3985,3.4156,99.4475,265.3889,6.86,20.1242584663,1.8728,3.62
SH603009,2026-03-31,103.9021,0.1495,18.5069,8.0364,-0.6038,0.6915,1.3947,0.2964,4.7333,0.6915,0.08,0.2949,602.0067,0.8662,101.6605,303.6437,1.32,18.8379687263,,0.8853
