instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600856,2021-03-31,44.85672913798,1.7146,0.0179,986.8421,-0.9676,52.491,5027.933,1.763,,19.5153,0.0912,14.4405881629,,0.135226258738,-0.9676,-0.0801,0.9112,,-54.2394,98.7709
SH600856,2021-06-30,38.591209207652,1.5811,0.0355,993.3775,-0.7773,113.8431,5070.4225,6.4192,,59.0814,0.1812,16.4062672301,,0.138059210409,-1.9443,-0.163,1.8673,1.4295,-55.4298,96.3959
SH600856,2021-09-30,30.407161762242,1.3597,0.0554,961.5385,-3.0504,198.5755,4873.6462,,,69.014,0.2808,22.9654511996,,0.174626881305,-3.0504,-0.2483,2.8348,,-54.9024,95.2448
SH600856,2021-12-31,-557.173192176927,1.1642,0.083,625.3257,-77.7198,309.2158,4337.3494,,0.0,52.9678,0.5757,26.5031106312,,0.208669633562,-79.1691,-5.3544,5.3278,3.1351,-862.9764,67.5701
SH600856,2022-03-31,92.277703844968,0.4716,0.0281,269.1388,-0.3612,190.834,3202.847,,,29.599,0.3344,40.6487602076,,-2.314834000258,-0.3612,-0.0248,1.9736,,-12.9714,45.6019
SH600856,2022-06-30,83.84148369012,,0.0003,163636.3636,-0.6556,,600000.0,,,-99.526,0.0011,,-3.72,1.837475836876,-0.6556,-0.0251,,,-1800.7842,
SH600856,2022-09-30,77.057152958243,,0.0004,135000.0,-1.7756,,675000.0,,,-99.5378,0.002,,,-1.119843602508,-1.7756,-0.0546,,,-2609.4762,
SH600856,2022-12-31,59.599027629235,,0.0006,57142.8571,-107.7601,,600000.0,,,-99.5507,0.0063,,,-0.876063694572,-107.7601,-2.0289,,,-72786.2768,
SH600856,2023-03-31,-194.884631936782,,,42857.1429,-0.8348,,244205.824059814,,,-99.6359,0.0021,,,0.193498914825,-0.8348,-0.0159,,,-2274.7689,
SH600856,2023-06-30,-711.834772677165,,,32727.2727,-10.7384,,235541.421360418,,,0.0,0.0055,,,-0.758947711053,-10.7384,-0.1895,,,-13597.3032,
