instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603194,2021-12-31,82.8424,,59.7591,69.8362,0.3554,10.6591,38.15,1.9824,8.4208,10.6591,,3.8665,220.953194991995,4.3456,54.4844,181.5981,24.81,22.6481376183,,6.6074
SH603194,2022-06-30,98.7275,,,,0.2432,6.9145,16.3,0.8424,10.715,6.9145,,1.541,265.362094905746,1.8232,65.9606,213.6752,15.24,24.5427277382,,2.7289
SH603194,2022-12-31,93.9359,1.3738,78.6523,19.1337,0.999,21.2364,36.34,1.7868,12.6277,15.9293,,2.8797,262.0469,3.8324,56.4095,201.4775,30.7,26.7385345051,,6.3819
SH603194,2023-06-30,87.4636,0.6295,57.5636,19.7192,0.4942,13.0126,17.61,0.8822,14.1022,7.9219,,1.2558,285.9412,2.058,61.488,204.0354,16.13,28.4933466433,4.9932,2.9274
SH603194,2023-09-30,,0.9689,33.702248101361,19.760016147002,0.7487,11.9776,,,14.0986,11.9776,,1.8819,278.6665,,,,26.37,29.0279581012,,
SH603194,2023-12-31,80.9262,1.2337,29.0981,18.1597,0.8034,20.1512,32.86,1.7676,13.7967,14.5202,,2.3953,291.8051,4.4485,56.8173,203.666,28.14,27.9427324752,7.8323,6.3361
SH603194,2024-03-31,,,,,-0.8568,,3.55,,12.7717,,,0.9648,,,,,3.55,28.4528671849,,
SH603194,2024-06-30,83.6276,0.5279,6.5121,10.4629,-0.3411,13.1194,13.65,0.7837,13.5978,6.8058,1.2564,1.0119,340.9737,2.1524,74.0466,229.6797,12.77,28.4552094499,2.6004,2.4309
SH603194,2024-09-30,83.9657,0.7943,4.6695,7.7901,-0.2685,10.1225,20.39,1.2075,13.6905,10.1225,1.9436,1.4995,339.9219,3.2156,75.5055,223.6025,18.51,29.0544284063,,3.5759
SH603194,2024-12-31,81.0063,0.9783,4.8586,10.662,0.5217,16.9551,25.55,1.4263,13.0732,11.0245,2.1362,1.686,367.9853,4.4441,75.0406,252.4013,17.36,28.7491466202,5.2059,4.7974
SH603194,2025-03-31,98.114,0.197,9.8037,10.567,-0.0537,2.4808,3.88,0.2901,12.6835,2.4808,0.4874,0.3095,456.8528,0.9173,97.8048,310.2378,3.81,29.2911167238,,0.9202
SH603194,2025-06-30,88.8889,0.436,6.1112,9.2018,-0.0452,11.6784,8.99,0.6361,13.2129,5.6908,1.1304,0.6881,412.844,2.025,98.0499,282.9744,8.89,29.419778223,2.1798,1.8358
SH603194,2025-09-30,94.4849,0.6424,5.32,8.6208,0.0098,8.1368,13.59,0.9476,13.2745,8.1368,1.7357,1.0264,420.2989,2.8576,97.0316,284.9304,12.99,29.7407248927,,2.7826
SH603194,2025-12-31,92.2888,0.8637,1.6602,10.6999,0.7474,16.4704,16.8,1.2801,12.0057,9.6485,2.1717,1.41,416.8114,3.9008,93.6013,281.228,16.08,29.3486107376,4.1371,3.8461
SH603194,2026-03-31,115.5031,0.1892,-5.4426,12.8541,-2.0336,1.9753,3.35,0.2866,10.6272,1.9753,0.4609,0.3165,475.6871,0.7792,118.7492,314.0265,3.3,30.158590558,,0.7579
