instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ301191,2021-03-31,,8.8292,2.5085,,,0.9237,,,,,,,,,,,,,-2.5256,15.974165028
SZ301191,2021-06-30,,8.4362,2.3604,19.91,115.259,1.8445,12.0887,0.851,5.5628,18.11,211.5159,8.9866,,32.3578,7.1991,1.5617,0.979,183.8611,0.2348,16.8445479737
SZ301191,2021-09-30,35.6428,7.906,3.6537,,,2.8161,8.9231,1.2428,,25.24,217.2514,,79.4707,,8.9231,,,,-0.45,16.6626718506
SZ301191,2021-12-31,45.8854,7.6483,5.281,40.39,121.6134,4.2215,13.5046,1.6312,7.6925,33.6,220.6964,17.1274,75.5407,46.7988,10.0726,2.9602,1.8517,194.4159,0.0664,15.7350857652
SZ301191,2022-03-31,42.257,11.2447,1.1107,12.49,121.3592,1.6735,5.6131,0.415,2.1243,11.76,216.8675,,81.1756,42.3669,5.6131,0.7416,0.4924,182.7782,1.5971,16.0572410265
SZ301191,2022-06-30,44.8264,8.2573,1.2724,14.91,119.0476,1.9608,7.6516,0.6446,3.9196,7.03,279.2429,7.961,41.7561,45.9231,4.6412,1.512,0.7296,246.7105,1.4194,15.7338263028
SZ301191,2022-09-30,28.5034,8.5794,1.792,16.15,115.4586,2.9449,7.4598,0.9682,6.3746,10.19,278.868,,39.4484,42.3556,7.4598,2.3385,1.102,245.0091,1.1592,15.9463733487
SZ301191,2022-12-31,6.5417,8.3045,2.2599,17.53,125.5624,3.6622,11.4993,1.1579,7.3417,12.37,310.9077,13.0002,15.6826,49.035,8.1852,2.8671,1.329,270.8804,1.2659,15.4734875885
SZ301191,2023-03-31,-15.1655,10.9406,0.3143,3.44,118.1102,1.0359,2.3377,0.2126,1.9705,3.38,423.3302,,-17.4597,45.6737,2.3377,0.762,0.2462,365.5565,0.7393,19.5955615647
SZ301191,2023-06-30,-21.6522,9.1033,0.621,5.57,121.0165,1.3028,7.6088,0.4144,3.4876,5.6,434.3629,5.0631,-13.6252,51.6114,3.7588,1.4874,0.478,376.569,1.7708,17.909363918
SZ301191,2023-09-30,-18.6321,8.1325,0.9234,7.4,109.0777,1.7472,5.2726,0.6361,6.9035,7.37,424.4616,,-22.8702,39.1106,5.2726,2.4753,0.7328,368.4498,2.6191,17.2424777053
SZ301191,2023-12-31,-11.798,6.9265,1.277,8.88,104.4417,2.0724,10.6381,0.874,6.7621,8.64,411.8993,10.6853,-26.4331,53.2379,6.0856,3.4469,1.0044,358.4229,1.6551,16.39270947
SZ301191,2024-03-31,-19.448,8.3596,0.2411,2.03,100.5474,0.4904,1.4937,0.1754,1.4713,2.01,513.1129,,-38.4511,61.1704,1.4937,0.8951,0.2029,443.5683,5.3112,16.4938169766
SZ301191,2024-06-30,-16.9978,9.1958,0.4922,4.47,104.4629,1.0923,8.3163,0.3544,2.9747,4.55,507.9007,4.366,-16.1547,60.5103,3.3119,1.7231,0.4082,440.9603,3.5381,17.5650387754
SZ301191,2024-09-30,-15.6083,8.2378,0.7451,6.06,100.6636,1.4936,4.5848,0.5442,3.9669,6.12,496.1411,,-14.516,68.0632,4.5848,2.6822,0.6289,429.321,1.8158,17.7982032421
SZ301191,2024-12-31,-19.0869,6.94,0.9911,6.93,101.6203,1.6801,10.6049,0.7179,5.1867,6.84,501.4626,9.0308,-18.9299,69.4083,5.0315,3.5426,0.825,436.3636,1.9791,16.9636957339
SZ301191,2025-03-31,-28.7693,3.7553,0.1682,0.62,132.3335,0.1569,0.4568,0.1234,1.4541,0.62,729.3355,,-68.0018,61.894,0.4568,0.6801,0.1427,630.6938,8.5475,12.9110698155
SZ301191,2025-06-30,-12.3934,3.0288,0.4304,1.27,134.6298,0.3152,6.4375,0.2954,2.6368,1.34,609.3433,3.8477,-71.1456,68.2646,0.8501,1.337,0.3403,528.945,-1.8475,13.4713352958
SZ301191,2025-09-30,-1.806,3.7656,0.731,2.7,141.5539,0.6704,1.5479,0.4642,4.4486,2.81,581.6458,,-55.1137,60.6933,1.5479,1.9074,0.5324,507.1375,2.6474,12.7724246048
SZ301191,2025-12-31,5.6517,3.6571,1.0437,3.84,112.7678,0.9354,7.2328,0.654,5.524,3.86,550.4587,9.2529,-44.3252,65.1702,2.0867,3.1924,0.7513,479.1694,-1.8679,13.216146301
SZ301191,2026-03-31,65.4469,3.9997,0.2834,1.16,122.1498,0.2765,0.6555,0.1589,1.7108,1.13,566.394,,76.217,52.607,0.6555,0.7368,0.1831,491.5347,-8.8897,9.4621632239
