instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH600248,2021-03-31,0.1638,1375.89334892265,1.7138,0.238,6.3619992256,5.92,266.1934,7.7834,3948.9752,0.3958,0.3958,4.45,0.3381,2.4636,,0.1849,-0.2638,549.4505,11.563,486.7496
SH600248,2021-06-30,0.4003,3916.2311,3.929,0.5498,7.520576773,14.54,213.4219,6.0747,2329.6731,1.8246,1.0125,9.79,0.8434,2.6719,26.4814,0.4518,-1.1231,449.6628,29.6313,398.4064
SH600248,2021-09-30,0.5806,10897.0462,5.778,0.9349,7.5381631123,16.3,226.7383,6.3787,2429.0291,1.5675,1.5675,15.62,1.1908,2.9776,,0.6514,-1.2588,465.0362,42.3282,414.4919
SH600248,2021-12-31,0.7756,22.4024,7.8905,0.9819,8.7009222375,23.1,231.1545,6.4655,24.8622,2.3451,1.58,18.7,1.5574,2.2712,53.7847,0.8772,-0.8448,464.1568,55.6799,410.3967
SH600248,2022-03-31,0.1456,19.4882,1.4173,0.2427,7.0555101213,4.77,304.878,8.8121,10.1432,0.3878,0.3878,3.96,0.2952,2.6726,,0.1647,0.5764,618.1319,10.2132,546.4481
SH600248,2022-06-30,0.347,14.9824,3.3691,0.6429,8.3705529685,12.43,246.2043,6.3556,12.7956,1.5737,0.8699,9.67,0.7311,2.7237,28.3239,0.3932,-0.5967,518.732,28.3215,457.7823
SH600248,2022-09-30,0.4997,7.6842,4.7687,1.0238,8.3609137861,18.18,254.1416,7.0981,8.5377,1.3372,1.3372,13.62,1.0624,2.9541,,0.5651,-0.7639,540.3242,38.0385,477.7915
SH600248,2022-12-31,0.7039,26.179,6.5475,1.239,9.1070143486,20.7,250.1737,6.084,18.741,2.1314,1.4803,15.28,1.439,2.4135,60.4123,0.8009,0.1613,511.4363,59.1716,449.4943
SH600248,2023-03-31,0.1155,9.6642,1.0084,0.2662,7.8001339998,4.33,370.5228,8.4509,6.0556,0.3207,0.3207,3.35,0.2429,2.7636,,0.1321,-4.0649,779.2208,10.6497,681.302
SH600248,2023-06-30,0.2657,8.2307,2.4405,0.681,9.2108940335,11.09,322.4073,6.9446,-3.249,1.4536,0.789,9.07,0.5583,3.0469,25.3947,0.303,-1.9834,677.4558,25.9194,594.0594
SH600248,2023-09-30,0.3881,-4.5375,3.5573,0.9566,9.2765822052,15.31,330.4774,7.2339,-2.6963,1.0848,1.0848,12.45,0.817,2.8982,,0.4423,-2.0812,695.697,37.3242,610.4454
SH600248,2023-12-31,0.5509,3.8511,5.0023,1.2594,10.5764999133,18.5,314.7403,6.2778,-4.6527,2.0281,1.369,15.74,1.1438,2.6288,49.6109,0.629,-1.5736,653.4761,57.3449,572.337
SH600248,2024-03-31,0.0816,-35.771,0.7329,0.1673,9.3781614594,2.47,517.8366,10.7173,-21.8388,0.1889,0.1889,2.13,0.1738,2.271,,0.0934,-13.8196,1102.9412,8.3976,963.5974
SH600248,2024-06-30,0.1941,-24.5925,1.7494,0.5137,10.3592586807,7.02,441.0684,9.1811,-20.4767,1.2639,0.5631,5.98,0.4081,2.8892,17.0108,0.2215,-3.9849,927.357,19.6055,812.6411
SH600248,2024-09-30,0.293,-6.7305,2.5811,0.8925,10.7334477511,12.73,442.4779,9.0182,-18.1435,0.965,0.965,10.12,0.6102,3.3023,,0.3343,-2.4994,921.5017,29.9395,807.6578
SH600248,2024-12-31,0.4319,-23.9234,3.9021,0.9584,11.6825188571,12.66,409.4631,7.3101,-16.2922,1.787,1.0224,9.54,0.8792,2.3891,37.1869,0.4913,-2.267,833.5263,49.2469,732.7498
SH600248,2025-03-31,0.0672,-35.3197,0.5899,0.1083,11.0970668712,1.67,669.145,12.29,-16.3043,0.1204,0.1204,1.3,0.1345,1.755,,0.0763,-16.1612,1339.2857,7.323,1179.5544
SH600248,2025-06-30,0.1639,-42.961,1.4499,0.2952,10.2514961102,4.05,554.1872,9.25,-14.3344,1.1333,0.3179,2.96,0.3248,1.9237,13.874,0.1856,-2.3247,1098.2306,19.4595,969.8276
SH600248,2025-09-30,0.2501,-64.3629,2.1576,0.3204,10.035954948,4.18,543.2596,8.6894,-14.2738,0.3474,0.3474,3.01,0.497,1.3728,,0.2837,-3.1507,1079.5682,31.0724,951.7096
SH600248,2025-12-31,0.3639,-87.9722,3.3046,0.1161,11.3548148364,0.86,493.4887,7.8842,-15.3733,0.9743,0.1242,0.68,0.7295,0.3396,29.613,0.4189,3.3984,989.2828,45.6612,859.3937
SH600248,2026-03-31,0.0608,-58.8642,0.5611,0.0449,11.0919134041,0.65,729.927,11.6448,-10.9014,0.0506,0.0506,0.53,0.1233,0.8103,,0.0714,-45.5242,1480.2632,7.7288,1260.5042
