instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH603555,2021-03-31,70.556268177743,132.1198,0.0598,692.3077,-1.6819,0.6812,1505.0167,,,22.3452,0.13,24.9318372586,,-0.055723669372,-1.6819,-0.0935,0.1945,,-27.8305,462.7249
SH603555,2021-06-30,338.30761468807,96.8158,0.1581,492.7457,25.424,1.8592,1138.5199,0.5068,189.95,-4.1664,0.3653,26.1137174783,18.76,-0.8112,12.3409,0.2459,0.6955,1.2033,72.9261,258.8066
SH603555,2021-09-30,254.197726095449,109.0557,0.2635,445.471,13.1017,2.4758,1024.6679,0.8327,52.5,3.2523,0.6061,24.9723694655,19.37,-1.0768,13.1017,0.2555,1.1392,,45.9052,237.0084
SH603555,2021-12-31,194.3553703702,66.912,0.4432,360.7576,25.2589,5.3802,812.2744,1.5229,39.29,19.4311,0.9979,25.7738826984,19.76,-1.1321,12.8255,0.231,1.7484,3.5957,25.5783,205.9025
SH603555,2022-03-31,104.304081601199,48.929,0.1318,280.2865,0.076,1.8394,682.8528,0.2009,0.07,74.7899,0.3211,18.605758806,0.14,-71.6397,0.076,0.0013,0.8113,,0.5703,110.9331
SH603555,2022-06-30,-104.1994,125.9975,0.2154,380.4692,10.7186,1.4286,835.6546,0.3574,-0.24,22.8794,0.4731,19.7179121305,-0.96,0.151946013723,-0.5048,-0.0103,1.5535,1.9452,-2.4923,115.8674
SH603555,2022-09-30,-104.9723,124.6307,0.3409,387.2633,-0.6739,2.1664,792.0211,0.5419,-0.88,12.8882,0.6972,19.1904496719,-0.82,0.027610795376,-0.6739,-0.0127,2.1883,,-2.022,123.3834
SH603555,2022-12-31,-102.1477,61.8695,0.7191,219.6327,5.8134,5.8187,500.6258,1.1888,-0.53,48.5583,1.6391,19.8099590116,-0.55,0.029779708956,-0.257,-0.005,4.052,4.4903,-0.3698,88.845
SH603555,2023-03-31,162.777,105.3001,0.1602,262.4672,0.1766,0.8547,561.7978,0.2885,0.46,33.7599,0.3429,18.3570269311,0.46,8.0267,0.1766,0.0035,0.8087,,1.1205,111.2897
SH603555,2023-06-30,-4.42943681743,144.2423,0.2419,337.0787,5.2523,1.2479,744.1091,0.4214,-1.07,9.7322,0.534,19.5059873893,-1.08,-0.28894413345,-0.7274,-0.0133,1.2578,1.2632,-2.9262,143.107
SH603555,2023-09-30,-273.210390514402,130.3215,0.3767,316.827,-2.3985,2.0718,716.7507,0.6402,-3.3,8.5508,0.8522,17.2323193113,-3.37,-0.083150800677,-2.3985,-0.0405,1.9503,,-5.944,138.4402
SH603555,2023-12-31,-5939.66054350874,129.4917,0.5009,331.1258,-30.6618,2.7801,718.7063,0.8937,-42.11,-40.9827,1.0872,16.835992723,-56.43,-0.049625680158,-30.6618,-0.3775,2.6085,,-47.6856,138.0104
SH603555,2024-06-30,-285.547571500714,357.1429,,741.6564,-4.0082,0.504,1467.90732858501,0.2181,-6.91,-68.0381,0.2427,18.0539629145,-7.15,-0.508026813218,-4.0082,-0.0457,0.6408,,-31.4136,280.8989
SH603555,2024-12-31,46.872342508162,219.1381,,531.9935,-24.5398,1.6428,1006.50038665438,0.6252,-35.27,-53.4225,0.6767,13.1345366399,-43.13,-0.168150990517,-24.5398,-0.2038,1.7379,,-55.2804,207.1466
SH603555,2025-06-30,-34.349319394972,172.3643,,444.0059,-8.1796,1.0443,735.586219328389,0.4253,-13.79,35.9252,0.4054,8.1521265303,-14.82,-0.223089102287,-8.1796,-0.0641,1.0914,,-32.4551,164.9258
SH603555,2025-12-31,71.911849178864,104.8737,,356.2593,-6.7935,3.4327,590.986463854602,1.1094,-12.9,40.491,1.0105,13.3776030573,-13.78,-0.052764003881,-6.7935,-0.0591,2.2307,,-11.4119,161.3843
