instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688536,2021-03-31,106.9138,0.0618,-27.694733226578,30.9125,-2.799,1.1336,1.2,0.0634,18.6297,1.1336,0.3892,0.0642,1456.3107,0.8418,52.1437,1419.5584,1.18,58.1417263544,,1.726
SH688536,2021-06-30,81.9262,0.173,26.776868116756,60.5574,-0.131,5.7151,5.78,0.1767,31.9264,5.2649,1.9345,0.1814,1040.4624,2.1971,55.1893,1018.6757,5.59,59.8926596215,18.2367,3.2615
SH688536,2021-09-30,75.2655,0.3072,91.4584,95.8209,0.0629,9.9406,11.27,0.3205,34.9847,9.9406,3.8965,0.3221,878.9063,3.5873,53.9558,842.4337,10.53,60.9858686296,,5.0041
SH688536,2021-12-31,74.8005,0.4343,141.3246,134.0646,0.545,13.5147,15.57,0.4532,33.4504,12.8863,5.5279,0.4612,828.9201,4.8128,46.037,794.3513,13.97,60.5293086049,44.2204,7.8198
SH688536,2022-03-31,70.4501,0.1262,193.7325,164.7008,1.7113,2.5607,2.8,0.1353,20.673,2.5607,1.1399,0.1356,713.1537,1.2775,53.0535,665.1885,2.73,56.9558132482,,1.6964
SH688536,2022-06-30,66.2739,0.2756,51.891,105.8931,1.3147,7.0069,7.0,0.304,23.5527,6.1852,2.9298,0.2979,653.1205,2.716,55.5213,592.1053,6.67,58.3207778697,23.6124,3.242
SH688536,2022-09-30,76.5176,0.3995,-11.1554,64.8274,1.5437,7.0806,8.08,0.443,18.8573,7.0806,2.3165,0.43,675.8448,3.5286,50.3393,609.4808,7.58,58.5070133623,,5.3636
SH688536,2022-12-31,106.6667,0.4697,-39.8453,34.4964,1.9867,7.4624,7.79,0.5273,14.961,6.4271,2.2302,0.5124,766.4467,3.375,45.3955,682.7233,7.05,58.6106785943,28.7164,7.9303
SH688536,2023-03-31,218.5527,0.0746,-98.207,-30.5486,-60.3817,0.0401,0.04,0.0876,0.5337,0.0401,0.0136,0.0808,1206.4343,0.4118,58.2675,1027.3973,0.04,57.8529083081,,1.5446
SH688536,2023-06-30,213.0934,0.1485,-94.0071,-38.6807,-6.5379,1.8812,0.37,0.1762,2.3019,0.3442,0.1172,0.1609,1212.1212,0.8447,59.2885,1021.5664,0.37,54.7441944384,6.2251,3.036
SH688536,2023-09-30,257.3635,0.1981,-94.1127,-44.6291,-8.7756,0.4016,0.43,0.2382,2.005,0.4016,0.1356,0.2147,1362.948,1.0491,57.4236,1133.5013,0.43,53.5755415878,,4.7019
SH688536,2023-12-31,245.5494,0.2174,-113.0105,-38.6819,-0.150793467805,0.8758,-0.85,0.2535,-3.1744,-0.5876,-0.2624,0.2335,1655.9338,1.4661,63.9102,1420.1183,-0.62,51.7820781066,11.1645,5.6329
SH688536,2024-03-31,360.5769,0.0341,-3098.3026,-34.9046,0.06087385402,-0.8468,-0.88,0.0399,-24.5824,-0.8468,-0.3708,0.0361,2639.2962,0.2496,76.3877,2255.6391,-0.89,47.6349472572,,1.1782
SH688536,2024-06-30,272.1088,0.0869,-565.9262,-17.2099,0.074260339189,0.8055,-1.19,0.1019,-12.9545,-1.1402,-0.495,0.0921,2071.3464,0.6615,64.5948,1766.4377,-1.21,48.0280093616,4.4028,2.7866
SH688536,2024-09-30,244.3218,0.1456,-705.5184,4.3071,0.020443278901,-1.7188,-1.8,0.1717,-11.6392,-1.7188,-0.7445,0.1548,1854.3956,1.1051,63.8057,1572.5102,-1.84,49.4648078688,,4.2316
SH688536,2024-12-31,231.7945,0.2014,-468.134302522319,11.5242,0.057883707121,-0.9284,-3.64,0.2651,-16.1714,-3.1805,-1.4873,0.2242,1787.4876,1.5531,58.6874,1357.9781,-3.72,48.187271899,9.7354,6.1342
SH688536,2025-03-31,142.9706,0.0682,131.652846665085,110.8848,1.8199,0.2519,0.29,0.1029,3.6897,0.2519,0.1174,0.0794,1319.6481,0.6295,45.6992,874.6356,0.29,46.4286439736,,1.9694
SH688536,2025-06-30,134.3183,0.1522,200.073538496312,87.3262,1.0107,3.6574,1.23,0.2301,6.9206,1.0475,0.4954,0.1778,1182.6544,1.3401,41.9219,782.2686,1.22,46.3814776743,7.3603,4.2937
SH688536,2025-09-30,137.23,0.2363,227.635728421903,80.4682,1.0113,1.8649,2.29,0.351,8.2318,1.8649,0.9289,0.275,1142.6153,1.9675,40.8583,769.2308,2.16,46.4645769731,,6.6082
SH688536,2025-12-31,137.8096,0.3274,187.716530971027,75.6477,0.8542,5.2122,3.08,0.4982,8.0758,2.5135,1.2545,0.372,1099.5724,2.6123,39.2893,722.6014,2.78,46.6406457187,15.8319,9.1628
SH688536,2026-03-31,126.1388,0.1005,577.2524,66.504,1.8904,1.4856,1.68,0.1588,15.0078,1.4856,0.7634,0.1117,895.5224,0.7135,38.0196,566.7506,1.66,47.6560499258,,2.3672
