instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH600297,2021-03-31,263.93281952824,47.3012,0.2961,184.6912,0.585,1.9027,303.9514,0.8887,1.59,64.9174,0.4873,8.769599656,1.58,-11.3114,0.585,0.0998,22.1328,,1.9167,4.0664
SH600297,2021-06-30,172.3939,44.1047,0.5957,181.8549,5.8504,4.0812,302.1655,1.7666,3.65,27.1854,0.9898,9.4570338769,3.62,-4.4699,1.312,0.2187,41.1198,6.6834,2.1111,4.3775
SH600297,2021-09-30,28.2092,41.9907,0.876,183.3367,1.5185,6.43,308.2192,2.5686,3.96,12.0393,1.4727,9.1470373282,3.9,-3.8038,1.5185,0.2432,65.5718,,1.6269,4.1176
SH600297,2021-12-31,11.9174,46.5471,1.0951,201.8729,5.8753,7.7341,328.7371,3.3547,3.91,-0.0034,1.7833,8.9522265616,3.85,0.89,1.4366,0.2523,86.9809,12.6036,1.2915,4.1388
SH600297,2022-03-31,2.3719,49.38,0.2558,207.1346,0.6261,1.8226,351.8374,0.7362,1.59,-16.7849,0.4345,10.7240902453,1.57,-10.5609,0.6261,0.1022,21.8397,,2.3579,4.1209
SH600297,2022-06-30,-40.6181,52.2269,0.4827,221.1031,5.8324,3.4465,372.9024,1.3784,1.83,-21.7462,0.8141,10.0337769909,1.82,-7.2004,0.81,0.1299,36.2726,5.3654,1.602,4.9624
SH600297,2022-09-30,-44.8317,53.3861,0.741,219.0847,0.8274,5.0575,364.3725,2.1311,1.84,-16.2886,1.2324,9.3494604753,1.83,-7.3619,0.8274,0.1342,60.0397,,1.0722,4.497
SH600297,2022-12-31,-232.8779,49.6155,0.9939,215.1694,3.2524,7.2558,362.2095,2.923,-6.61,-15.7115,1.6731,6.4783990354,-6.86,-0.022823229627,-2.153,-0.3352,76.2215,10.8346,-2.036,4.7231
SH600297,2023-03-31,-26.9901,61.911,0.251,210.084,0.4882,1.4537,358.5657,0.7076,1.36,-10.645,0.4284,10.4456106061,1.34,-3.6762,0.4882,0.0746,18.2947,,1.9266,4.9195
SH600297,2023-06-30,-24.0977,56.185,0.5387,196.3351,6.3407,3.2037,334.1377,1.515,3.05,2.0208,0.9168,9.1628937361,1.53,-0.6236,0.6512,0.0986,36.4859,5.5662,1.1918,4.9334
SH600297,2023-09-30,-14.1177,52.4058,0.8304,189.5269,0.7768,5.1521,325.1445,2.3082,1.78,0.8769,1.4246,8.5705288433,1.78,1.3065,0.7768,0.1152,50.8544,,0.9128,5.3093
SH600297,2023-12-31,114.705021324484,49.1548,1.1313,185.7393,6.4534,7.3238,318.218,3.1916,1.01,3.3357,1.9382,8.2917157104,1.01,5.4201,0.5348,0.0776,66.3557,11.6399,0.4561,5.4253
SH600297,2024-03-31,-85.7762,55.6931,0.2423,213.0178,0.077,1.616,371.4404,0.6548,0.18,-11.4928,0.4225,8.9878261916,0.18,-13.9708,0.077,0.0106,12.2631,,0.3096,7.3391
SH600297,2024-06-30,-185.7957,50.1463,0.4889,206.8015,-0.6504,3.5895,368.1735,1.2919,-1.74,-18.7012,0.8704,7.8739974419,-1.74,0.01936598601,-0.6504,-0.0828,23.5394,,-1.2578,7.6468
