instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ003039,2021-03-31,16.7874,27.0284,0.122,3.21,26.4108,0.1313,1.8244,0.0705,2.7854,2.68,1276.5957,,19.4208,32.3113,1.8244,3.4077,0.2764,325.6151,1.4908,47.862591781
SZ003039,2021-06-30,13.0735,25.8068,0.2552,5.67,23.866,0.261,47.8704,0.1478,5.3781,5.3,1217.862,0.4856,13.5391,33.4691,3.6764,7.5421,0.5982,300.9027,1.6162,47.4693389146
SZ003039,2021-09-30,9.0422,27.6185,0.3913,9.88,23.2668,0.4379,6.2182,0.2326,8.3568,9.18,1160.7911,,2.7161,32.309,6.2182,11.6045,0.9581,281.8077,1.6795,48.2403527041
SZ003039,2021-12-31,8.4204,27.4336,0.5247,13.25,24.5595,0.5945,53.2631,0.3152,11.6394,12.21,1142.132,0.9837,2.0903,30.9294,8.3009,14.6583,1.2977,277.4139,1.6858,48.2766526601
SZ003039,2022-03-31,-0.532,24.101,0.1038,2.19,29.358,0.1165,1.6366,0.0677,2.163,2.16,1329.3944,,-11.3051,41.6089,1.6366,3.0656,0.2775,324.3243,1.1569,44.3094429253
SZ003039,2022-06-30,-0.2241,24.5483,0.2173,4.67,29.0323,0.2477,50.6262,0.1417,4.5248,4.73,1270.2893,0.4374,-5.0898,39.7808,3.4971,6.2,0.5849,307.7449,1.6716,45.2846709987
SZ003039,2022-09-30,0.4523,25.7249,0.337,7.8,28.688,0.4097,5.4935,0.2179,7.2609,7.67,1239.1005,,-6.4348,37.1855,5.4935,9.4116,0.8555,315.6049,1.8593,46.2446467234
SZ003039,2022-12-31,-1.3814,25.0175,0.4462,10.27,29.2421,0.5346,53.1522,0.2926,11.2277,9.93,1230.3486,0.8904,-10.0668,32.0636,7.1798,12.311,1.1381,316.3167,1.854,45.1580674976
SZ003039,2023-03-31,0.7547,16.2649,0.0969,1.21,33.0761,0.0792,1.0416,0.0647,2.38,1.2,1391.0355,,-32.0043,37.8151,1.0416,2.721,0.2391,376.4115,3.0625,38.5915810365
SZ003039,2023-06-30,5.7912,20.1622,0.2124,3.7,31.4757,0.2153,49.7384,0.1421,4.9663,3.73,1266.7136,0.4314,-13.1107,36.2443,2.8406,5.7187,0.5238,343.6426,2.0275,40.9621198115
SZ003039,2023-09-30,9.1332,23.8539,0.3389,7.45,29.8211,0.4146,5.3665,0.2291,7.1245,7.31,1178.5247,,1.196,37.8974,5.3665,9.054,0.8399,321.4668,1.5754,43.3958699495
SZ003039,2023-12-31,10.3035,23.5396,0.4512,9.79,28.0813,0.5549,49.1621,0.2934,7.6491,9.46,1226.9939,0.9225,3.7875,47.0644,6.4366,12.8199,1.1244,320.1708,1.6419,42.7996986893
SZ003039,2024-03-31,34.6025,19.5767,0.1185,1.94,26.2483,0.1283,1.1678,0.0669,1.0115,1.93,1345.2915,,62.0096,88.9768,1.1678,3.4288,0.234,384.6154,1.3144,44.2499236644
SZ003039,2024-06-30,29.3721,20.7861,0.2517,4.59,24.8006,0.2871,39.7596,0.1457,1.8525,4.68,1235.4152,0.5221,33.3753,97.166,2.778,7.2579,0.5519,326.146,1.2943,42.4465391821
SZ003039,2024-09-30,24.3136,21.7092,0.3871,7.75,23.7592,0.4691,4.553,0.2284,2.6326,7.66,1182.1366,,13.1366,102.5602,4.553,11.364,0.8644,312.3554,1.1637,44.2756307093
SZ003039,2024-12-31,26.3305,21.4087,0.5226,10.11,28.7233,0.6375,42.1599,0.2935,3.2312,9.81,1226.5758,1.048,14.8941,111.4137,5.4627,12.5334,1.1494,313.2069,1.252,43.321878058
SZ003039,2025-03-31,22.922,16.2179,0.1344,1.9,31.8325,0.1307,1.0941,0.0682,0.5596,1.88,1319.6481,,1.8319,160.8292,1.0941,2.8273,0.2634,341.6856,1.2887,38.5338938689
SZ003039,2025-06-30,23.4543,17.6807,0.2881,4.37,30.5018,0.3015,38.2857,0.1417,1.1275,4.48,1270.2893,0.5535,5.0103,159.6452,2.4333,5.9013,0.5162,348.7021,1.1857,40.4208494644
SZ003039,2025-09-30,23.0566,19.1125,0.4414,7.47,29.735,0.5082,4.0514,0.2196,1.7065,7.42,1229.5082,,8.3369,158.2186,4.0514,9.0802,0.7796,346.3315,1.2639,40.5154616999
SZ003039,2025-12-31,21.1795,19.3639,0.5945,10.75,30.4548,0.6987,40.2454,0.2912,2.3761,10.45,1236.2637,1.1078,9.6053,151.5088,5.3298,11.8208,1.0326,348.6345,1.3982,43.8607806878
SZ003039,2026-03-31,7.6568,17.5472,0.1373,2.22,32.0718,0.1522,1.1628,0.0662,0.4921,2.19,1359.5166,,16.481,182.8897,1.1628,2.8062,0.224,401.7857,0.5588,40.816528209
