instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603733,2021-03-31,96.8471,0.1875,167.4979,68.8921,0.3876,3.3758,5.09,0.3743,18.382,3.3758,0.3973,0.2821,480.0,0.9293,62.039,240.4488,5.17,22.4517149004,,1.4507
SH603733,2021-06-30,114.3075,0.3544,115.4549,42.016,0.8395,29.2827,10.76,0.7176,21.1516,7.334,0.8647,0.5177,507.9007,1.5747,64.8812,250.8361,10.6,24.9629091857,1.1936,2.7743
SH603733,2021-09-30,129.131,0.5165,82.5358,30.6989,0.4486,10.1441,15.96,1.0267,20.7631,10.1441,1.2829,0.7622,522.7493,2.0909,66.11,262.9785,14.96,23.1720563162,,4.0841
SH603733,2021-12-31,121.9595,0.633,41.7116,24.2379,0.4387,27.0885,17.72,1.1547,16.9342,9.2222,1.4433,1.0176,568.7204,2.9518,66.1534,311.7693,15.84,19.9753311361,2.473,5.4419
SH603733,2022-03-31,111.0563,0.1518,-47.7953,9.9605,0.73,1.3239,2.25,0.2645,8.727,1.3239,0.2074,0.2573,592.8854,0.8104,65.8424,340.2647,2.22,11.5352839154,,1.3669
SH603733,2022-06-30,103.7344,0.3044,-41.7287,24.6649,1.2107,19.834,5.37,0.5151,9.8868,2.8246,0.5039,0.5536,591.3272,1.7352,68.0144,349.4467,5.43,12.9567104294,1.4004,2.6465
SH603733,2022-09-30,108.8929,0.4533,-36.9967,26.3152,0.9289,4.3019,8.46,0.7786,10.3562,4.3019,0.8083,0.8339,595.632,2.4795,58.8941,346.7763,8.42,12.5594984207,,4.5845
SH603733,2022-12-31,104.6238,0.6366,-29.8466,28.6081,0.1004,22.8308,10.68,1.1533,9.2373,5.3893,1.0125,1.1585,565.5042,3.4409,58.765,312.1477,10.32,11.5087136072,2.8776,6.1261
SH603733,2023-03-31,128.1321,0.1316,-16.2673,9.5072,-5.5486,0.836,1.76,0.2524,6.6729,0.836,0.1737,0.2636,683.8906,0.7024,65.3263,356.5769,1.74,10.0100744515,,1.3777
SH603733,2023-06-30,132.8315,0.2574,-48.8682,4.6786,-4.1565,16.7645,2.59,0.5086,4.8293,1.1367,0.2576,0.5465,699.3007,1.3551,63.3914,353.9127,2.64,9.1090166883,1.3031,2.8395
SH603733,2023-09-30,119.1843,0.4032,-32.6303,12.7517,-1.8813,2.1906,5.4,0.831,6.1879,2.1906,0.5445,0.8885,669.6429,2.2654,60.1524,324.9097,5.43,9.1910343954,,4.4886
SH603733,2023-12-31,115.0491,0.5324,-6.6505,10.5342,0.0923,17.8637,9.35,1.1657,7.8012,3.5362,0.9452,1.1985,676.1833,3.1291,57.2719,308.8273,9.06,11.6162913399,2.6844,6.2858
SH603733,2024-03-31,146.6037,0.1123,120.7283,20.2194,-1.5284,1.3211,3.6,0.2777,12.2518,1.3211,0.3834,0.2946,801.4248,0.6139,61.467,324.0907,3.54,18.0128877858,,1.4642
SH603733,2024-06-30,140.9223,0.2323,204.7311,22.2282,0.1391,16.7729,7.25,0.6029,12.0402,2.6684,0.7851,0.6127,774.8601,1.2773,59.0396,298.557,7.22,17.6897189611,1.2274,3.0488
SH603733,2024-09-30,136.4601,0.3515,114.1022,16.8931,0.5443,3.6662,10.68,0.9106,11.3338,3.6662,1.1658,0.9494,768.1366,1.9786,56.4724,296.5078,10.35,16.5509910643,,4.7811
SH603733,2024-12-31,128.2782,0.487,51.8177,20.1099,0.3969,18.0314,13.02,1.2892,9.8606,4.3437,1.4349,1.3256,739.2197,2.8064,56.6412,279.2429,12.4,15.4608668477,1.7609,6.3558
SH603733,2025-03-31,124.1208,0.1257,-12.2543,35.4194,-0.8245,0.9783,2.88,0.352,7.9386,0.9783,0.3364,0.3622,715.9905,0.7251,56.2184,255.6818,2.84,14.5958937646,,1.6009
SH603733,2025-06-30,124.9653,0.2489,-13.8662,30.1409,0.6884,16.3692,5.74,0.7039,7.9688,1.9235,0.6763,0.7304,723.182,1.4404,54.6747,255.7181,5.78,13.707349901,0.6501,3.2922
SH603733,2025-09-30,127.2624,0.3709,-4.8817,24.7959,1.1734,3.0641,8.93,1.0303,8.6385,3.0641,1.1062,1.0849,727.959,2.1216,53.135,262.0596,9.14,14.0064524567,,5.0814
SH603733,2025-12-31,123.7028,0.5121,0.5784,20.142,0.7746,20.2918,12.1,1.4863,8.2549,4.0942,1.4397,1.4562,702.9877,2.9102,52.8828,242.2122,11.58,13.7052408577,1.2303,6.8075
SH603733,2026-03-31,133.8887,0.1244,5.9658,5.8801,1.202,0.9672,2.79,0.361,7.9451,0.9672,0.3556,0.3544,723.4727,0.6722,52.3104,249.3075,2.79,14.8370893201,,1.7205
