instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ300621,2021-03-31,517.3794,1.5567,1.222,0.83,11.3041,0.0999,0.3752,0.3128,2.2766,1.1,287.7238,,222.640609791846,39.5326,0.3752,7.9617,0.3378,266.4298,-1.6971,8.8908399126
SZ300621,2021-06-30,373.0321,1.4688,3.528,2.42,8.9918,0.2762,1.4879,0.8143,5.0932,3.25,221.0488,36.2221,177.311,35.3412,0.869,20.0183,0.877,205.2452,-0.279,7.3528861094
SZ300621,2021-09-30,372.393,1.3441,6.2058,2.87,7.4878,0.4235,1.3316,1.3638,9.2675,4.04,197.9762,,387.7637,29.1341,1.3316,36.0585,1.4686,183.8486,0.5349,7.1056078654
SZ300621,2021-12-31,374.8288,1.0528,9.3566,4.04,9.317,0.5071,1.8718,1.8109,11.5854,4.31,198.7962,94.2125,119.946,31.0736,1.3072,38.6391,1.9301,186.5188,2.7038,6.5994955338
SZ300621,2022-03-31,53.4357,0.1428,1.9022,-0.49,15.887,0.0141,0.0406,0.2681,2.0576,-0.49,335.6956,,-85.9228,43.7403,0.0406,5.665,0.282,319.1489,-21.2704,5.9689067917
SZ300621,2022-06-30,33.3115,1.1131,4.7518,2.72,12.4098,0.2791,1.2111,0.613,4.4057,2.69,293.6378,50.5694,1.0282,40.8562,0.6489,14.5047,0.6415,280.5924,8.5603,6.3513901867
SZ300621,2022-09-30,46.5549,0.5818,8.7216,0.25,9.4777,0.2687,0.5184,1.0192,6.5281,0.25,264.9137,,-36.5649,41.3597,0.5184,28.488,1.0615,254.357,23.4614,5.2957573596
SZ300621,2022-12-31,47.478,0.533,14.8354,0.78,13.114,0.3786,1.097,1.4609,9.8115,0.85,246.4234,146.0125,-25.3319,36.6916,0.6477,27.4515,1.5318,235.0176,21.0613,5.1503917661
SZ300621,2023-03-31,71.0885,0.1107,3.801,-1.1,13.8885,0.0187,0.0332,0.294,1.5214,-1.1,306.1224,,32.6377,59.156,0.0332,6.4802,0.3082,292.0182,-15.4316,4.4310176475
SZ300621,2023-06-30,46.6988,0.2506,8.8357,0.16,14.3353,0.0922,0.6489,0.6192,3.491,0.55,290.6977,39.9994,-66.9705,51.5612,0.1528,12.5564,0.6475,277.9923,9.1092,5.0689181782
SZ300621,2023-09-30,22.0183,0.3143,13.3145,1.11,14.1433,0.1771,0.2798,0.9256,5.0137,2.79,291.7027,,-34.0829,53.8524,0.2798,19.0903,0.9664,279.3874,-15.7305,4.9213135576
SZ300621,2023-12-31,5.0721,0.1312,17.8428,0.42,20.0457,0.0979,0.6766,1.2281,6.9206,0.97,293.1357,83.2314,-74.1376,52.0186,0.1552,17.959,1.2836,280.4612,-8.2993,5.1777294072
SZ300621,2024-03-31,10.8091,0.1126,4.6097,0.53,23.5005,0.021,0.0336,0.297,1.6123,0.51,303.0303,,12.6433,55.8209,0.0336,3.8297,0.3097,290.6038,-104.539,3.968943117
SZ300621,2024-06-30,0.3658,0.1289,8.9695,1.17,20.9744,0.0476,0.5905,0.5503,2.7998,1.11,327.0943,28.2741,-48.3725,64.2903,0.0669,8.5819,0.5724,314.4654,-3.0065,4.7575223518
SZ300621,2024-09-30,-18.6406,0.1396,11.1345,1.55,25.2424,0.064,0.0927,0.694,3.3087,1.49,389.049,,-63.8707,81.603,0.0927,10.6963,0.7221,373.9094,-22.5816,5.2425539275
SZ300621,2024-12-31,-24.2346,0.0702,14.0844,0.97,26.055,0.0397,0.658,0.8652,3.654,0.97,416.0888,43.8128,-59.4508,98.5222,0.0587,13.8169,0.9015,399.3344,37.6131,6.1956213228
SZ300621,2025-03-31,-57.732,-0.195,1.9364,-0.38,38.7363,-0.0154,-0.0238,0.1192,0.4165,-0.38,755.0336,,-173.2377,216.0864,-0.0238,2.3234,0.1242,724.6377,-0.530223216323,7.1618484279
SZ300621,2025-06-30,-47.811,0.2602,4.6542,1.2,32.0873,0.0501,0.7066,0.279,0.9263,1.19,645.1613,15.5911,5.3412,194.3215,0.0711,5.6097,0.2903,620.0482,-29.9721,7.6750030595
SZ300621,2025-09-30,-35.8422,-0.1623,7.1608,-1.14,32.7209,-0.0477,-0.0662,0.421,1.2828,-1.15,641.3302,,-174.5884,210.4771,-0.0662,8.2516,0.4381,616.2976,-0.14544659461,7.3344632312
SZ300621,2025-12-31,-26.2487,-4.6932,12.1543,-57.08,12.7557,-1.9574,-2.0441,0.5972,1.7785,-70.44,602.8131,34.3287,-5029.5264,202.4178,-2.7173,28.2226,0.6228,578.0347,-0.107061868902,2.6347907312
SZ300621,2026-03-31,-29.9909,-3.9654,2.0584,-8.15,0.1834,-0.219,-0.3243,0.0792,0.1991,-8.5,1136.3636,,-1325.31508771455,452.0342,-0.3243,490.6682,0.0828,1086.9565,-0.154426782339,2.0744617563
