instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH603056,2021-03-31,111.657646804288,0.281,0.6491,64.7715,0.0909,320.3304,138.6535,1.4931,0.23,63.1318,1.3895,9.7418976893,0.21,75.1736,0.0909,0.0119,4.1692,,0.1544,21.5869
SH603056,2021-06-30,-89.7305,0.2784,1.1934,63.2333,23.1236,646.6082,150.8296,2.7496,0.31,28.1556,2.8466,10.1104560045,0.25,84.3289,0.1074,0.0154,8.0291,4.3459,0.1065,22.4185
SH603056,2021-09-30,-90.5638,0.3043,1.8081,61.2328,0.1891,887.152,149.328,4.2589,0.52,19.0299,4.4094,10.1553904366,0.47,70.3724,0.1891,0.0272,12.0782,,0.1237,22.3543
SH603056,2021-12-31,-74.8109,0.2616,2.4251,61.4912,22.7079,1376.1647,148.4475,5.7967,2.55,14.0187,5.8545,9.2147016332,2.3,16.8758,0.9084,0.1386,15.2474,7.8056,0.4539,23.6106
SH603056,2022-03-31,-799.8813,0.3606,0.452,69.5034,-0.5175,249.5812,199.115,1.1535,-1.29,-4.7528,1.2949,7.3388882181,-1.33,0.137697324477,-0.5175,-0.0776,3.7945,,-1.1346,23.7185
SH603056,2022-06-30,501.2142,0.3176,0.9532,68.663,24.8941,566.7312,188.8376,2.3909,1.52,-0.5906,2.6215,8.1490203209,1.52,19.8835,0.6196,0.0928,7.2236,3.3179,0.6441,24.9183
SH603056,2022-09-30,1157.6689,0.3606,1.5124,66.3277,2.4205,748.7276,178.5242,3.6688,5.59,1.1441,4.0707,9.9075597179,5.61,7.9222,2.4205,0.3418,11.6093,,1.5385,23.2572
SH603056,2022-12-31,356.0707,0.3373,2.0453,65.6347,30.2669,1067.231,176.0133,4.7852,9.67,0.1036,5.4849,10.1921061084,9.37,5.545,4.3209,0.6322,14.0522,7.0359,2.0682,25.6188
SH603056,2023-03-31,191.255479099435,0.3717,0.5038,74.0863,0.4965,242.1516,178.6423,1.0647,1.04,5.6597,1.2148,7.6574188145,1.04,8.3287,0.4965,0.0697,3.4417,,0.9655,26.1499
SH603056,2023-06-30,153.0294,0.334,1.0423,75.232,28.8537,538.8611,172.695,2.2262,3.45,6.0261,2.3926,8.8770688899,3.39,6.5269,1.5987,0.2349,6.6591,3.8574,1.537,27.0307
SH603056,2023-09-30,33.8393,0.3051,1.5872,76.1378,2.7579,884.8817,170.1109,3.5528,6.58,11.5116,3.5462,8.5925566482,6.38,4.7509,2.7579,0.4575,8.7667,,1.8465,30.7984
SH603056,2023-12-31,15.2945,0.2951,2.2255,76.4607,28.5053,1219.7465,161.7614,4.9614,10.2,15.5691,4.7083,8.6802920276,9.7,4.3657,4.2585,0.7289,11.7454,8.9626,2.0633,30.6503
SH603056,2024-03-31,29.9095,0.2161,0.5311,91.1854,0.5339,416.4849,169.4596,1.1998,1.2,25.3145,0.987,6.4224064971,1.19,11.2438,0.5339,0.0906,2.6249,,1.0009,34.287
SH603056,2024-06-30,37.9995,0.222,1.0779,89.9011,28.6489,810.6591,166.9914,2.3659,4.26,17.5424,2.0022,7.6247654618,4.23,5.5043,1.9992,0.3241,5.1821,5.0768,1.8045,34.735
SH603056,2024-09-30,10.3556,0.2082,1.6503,88.4115,3.1018,1296.7623,163.6066,3.5858,6.56,11.213,3.0539,7.5541081873,6.41,4.4294,3.1018,0.5049,7.755,,1.8323,34.8162
SH603056,2024-12-31,15.3791,0.1811,2.3367,85.0863,31.8433,1987.6045,154.0634,4.9883,10.66,11.2567,4.231,7.6173384721,10.17,3.8628,5.0894,0.841,10.4345,11.3615,2.1397,34.5009
SH603056,2025-03-31,-172.8129,0.1279,0.6235,81.7364,-0.4128,703.6311,144.3464,1.2327,-0.81,11.9568,1.1011,3.9929189647,-0.82,0.096847755868,-0.4128,-0.0664,2.9316,,-0.6509,30.7
SH603056,2025-06-30,-83.8307,0.125,1.2316,82.2331,29.7755,1439.5186,146.1513,2.4372,0.61,11.4283,2.1889,5.3257505232,0.62,34.787,0.328,0.0528,6.1245,6.2807,0.2619,29.3902
SH603056,2025-09-30,-153.0396,0.1599,1.8284,82.2719,-1.7036,1688.6644,147.6701,3.6611,-3.35,6.9745,3.2818,4.2101317816,-3.45,0.059061744151,-1.7036,-0.2696,8.9784,,-0.9085,30.0722
SH603056,2025-12-31,-160.3929,0.1536,2.4621,80.0908,28.8351,2343.5393,146.2166,4.9415,-6.39,-0.6379,4.4949,3.8126090593,-6.71,0.054497547918,-3.3416,-0.5114,11.9512,12.0743,-1.3005,30.1225
