instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ301313,2021-03-31,314.5814,,0.2586,,96.401,,0.0,,0.4083,-0.32,,,,220.4262,,0.9336,,,,
SZ301313,2021-06-30,21.5088,4.0574,0.7082,,143.950359435306,0.1539,1.586,,1.075745242371,3.3,469.639391485373,,7.2743,167.325862025911,1.586,1.250431056276,,,-2.1265,36.3724113504
SZ301313,2021-09-30,,6.3308,1.1152,,72.5826,0.3864,3.7119,,1.6525,7.47,453.423690177792,,,163.3888,3.7119,3.7199,0.7365,366.5988,-0.4728,37.9882939731
SZ301313,2021-12-31,10.3622,9.7105,1.6233,16.02,46.0871,0.9035,8.389,,2.3169,14.95,403.562664181105,,9.8854,155.38,8.389,7.8113,1.0923,329.5798,0.438,38.417240737
SZ301313,2022-03-31,,-4.1865,0.4302,-0.77,,-0.055,,,,-0.77,,,,,,,,,-0.203492477831,34.4827405348
SZ301313,2022-06-30,-7.0323,2.7917,0.5728,2.08,40.0027,0.0985,4.7663,0.326,0.7901,2.06,552.1472,,-36.0328,227.8193,0.906,4.4997,0.4167,431.9654,-3.593,36.4110098251
SZ301313,2022-09-30,-6.1967,4.8312,0.5802,5.07,38.6997,0.2075,1.4433,,1.2572,2.33,705.833674428903,,-28.4157,214.763,1.4433,6.9768,0.4599,587.0841,-0.7834,37.2371175451
SZ301313,2022-12-31,-14.659,2.2469,0.8086,2.93,33.06,0.1338,3.3413,0.5342,1.6692,1.74,673.9049,,-80.2532,215.6722,0.9411,10.8893,0.6947,518.2093,0.4388,38.1467233723
SZ301313,2023-03-31,0.7005,-1.7082,0.0979,-0.04,47.6417,-0.017,-0.122,0.0706,0.2522,-0.04,1274.7875,,88.487265495416,356.8596,-0.122,1.8891,0.0937,960.5123,-0.199290857566,34.1464075332
SZ301313,2023-06-30,-19.3303,-7.9996,0.2136,-1.51,48.1232,-0.1707,1.3425,0.1537,0.5443,-1.54,1171.1126,2.5677,-331.1561,330.7,-1.2604,3.7404,0.2056,875.4864,-0.133664615975,36.2825711023
SZ301313,2023-09-30,-28.3548,-8.0606,0.3091,-2.23,57.0306,-0.248,-1.8652,0.2236,0.8111,-2.27,1207.5134,,-219.5362,332.8813,-1.8652,4.7343,0.301,897.01,-0.054495585196,36.8841301811
SZ301313,2023-12-31,-5.5342,1.5488,0.5562,1.01,40.9929,0.0871,3.1565,0.3899,1.3598,1.01,923.3137,6.833,-34.8839,264.7448,0.5951,8.782,0.5228,688.5998,2.166,37.7894979567
SZ301313,2024-03-31,-25.1285,-48.7431,0.0749,-3.69,105.4111,-0.354,-2.5584,0.0516,0.1821,-3.66,1744.186,,-8633.11433977928,494.2339,-2.5584,0.8538,0.0712,1264.0449,-0.91418863047,30.7100468008
SZ301313,2024-06-30,-4.8365,-34.0728,0.2117,-6.98,85.1547,-0.6763,-2.125,0.143,0.4843,-7.51,1258.7413,2.5382,-346.532324227448,371.6705,-5.0257,2.1138,0.2052,877.193,-0.519147478899,30.1956080154
SZ301313,2024-09-30,-22.6429,-52.8386,0.2549,-13.14,124.3838,-1.2291,-9.1765,0.1679,0.5875,-14.43,1608.1001,,-455.611023687388,459.5745,-9.1765,2.1707,0.247,1093.1174,-0.539163950167,29.8530739681
SZ301313,2024-12-31,-36.5888,-51.7236,0.3966,-20.5,107.8813,-1.8035,-10.2829,0.2528,0.9254,-23.14,1424.0506,4.458,-2217.6778,389.021,-13.5885,3.337,0.3773,954.1479,-0.259725563075,20.4081077559
SZ301313,2025-03-31,75.3454,-17.2197,0.1669,-2.83,97.5821,-0.2193,-1.6444,0.0957,0.4041,-2.86,940.4389,,38.165210151806,222.7171,-1.6444,0.9223,0.1602,561.7978,-0.036276390549,25.7874830203
SZ301313,2025-06-30,53.7865,-14.6592,0.3961,-5.93,87.7236,-0.4475,0.2694,0.223,0.9364,-6.11,807.1749,1.9221,33.068876616361,192.2255,-3.1725,2.0519,0.3913,460.0051,0.010772447825,26.6241858769
SZ301313,2025-09-30,72.302,-23.3047,0.5363,-12.56,96.3151,-0.9453,-6.9219,0.2995,1.253,-13.39,901.5025,,24.176192096713,215.4828,-6.9219,2.8033,0.5327,506.8519,-0.074512517805,24.0268308826
SZ301313,2025-12-31,72.8078,-21.0176,0.8323,-18.08,72.3516,-1.2816,-5.6013,0.4527,1.9171,-20.22,795.2286,3.8382,27.978796664244,187.7836,-9.4861,4.9757,0.8117,443.5136,0.039114594421,23.483418987
SZ301313,2026-03-31,6.2609,-20.3163,0.2042,-3.84,66.3374,-0.2782,-2.0332,0.1007,0.4463,-3.89,893.7438,,-11.120620463326,201.6581,-2.0332,1.3567,0.1981,454.316,-0.327103410096,30.2147391213
