instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ000507,2021-03-31,96.6367,7.6843,0.197,1.47,16.8338,0.0962,0.6122,0.0829,1.7811,1.46,1085.6454,,508.1721,50.5306,0.6122,5.3464,0.2899,310.4519,0.2081,20.3069874315
SZ000507,2021-06-30,104.8293,8.6746,0.4549,4.43,17.888,0.2803,16.4888,0.1919,3.7571,4.37,937.9885,0.566,90.9711,47.9093,1.4741,10.0626,0.6434,279.7638,1.2158,17.7641451141
SZ000507,2021-09-30,100.9224,7.1945,0.7113,5.37,18.1189,0.3662,1.9201,0.3017,5.5379,5.23,894.9287,,106.0697,48.7549,1.9201,14.9016,1.1093,243.3967,1.6757,17.8528102935
SZ000507,2021-12-31,80.5034,8.2399,0.9624,8.33,16.3042,0.5717,18.6141,0.4088,6.3794,8.09,880.6262,1.2143,82.884,56.4316,2.9647,22.0802,1.488,241.9355,1.3207,17.911124466
SZ000507,2022-03-31,14.6968,8.3859,0.1752,0.91,33.3037,0.1218,0.5533,0.0703,0.9565,0.99,1280.2276,,25.1688,94.093,0.5533,2.7024,0.2451,367.1971,1.8223,24.088041342
SZ000507,2022-06-30,-6.0913,10.0232,0.3464,3.01,31.907,0.3041,16.1525,0.1429,1.9044,2.58,1259.6221,0.4427,8.5084,94.518,1.3123,5.6414,0.4735,380.1478,2.0251,23.1155862821
SZ000507,2022-09-30,-12.5411,8.6301,0.5086,3.53,30.1131,0.3842,1.7172,0.2137,2.6977,3.18,1263.4534,,4.9104,100.0853,1.7172,8.9662,0.7447,362.5621,2.3221,23.2579903765
SZ000507,2022-12-31,-17.7249,8.8764,0.6345,5.04,30.417,0.5067,17.9672,0.2717,4.0163,4.75,1324.9908,0.825,-11.3698,89.6347,2.2287,11.8355,0.9094,395.8654,2.7932,23.7614854016
SZ000507,2023-03-31,-5.7227,8.9814,0.1366,0.94,31.4994,0.123,0.5421,0.0603,1.0228,0.93,1492.5373,,0.9726,87.9937,0.5421,2.8572,0.1944,462.963,1.8382,25.8809642769
SZ000507,2023-06-30,-4.2871,10.9594,0.2922,3.18,29.0862,0.3182,18.0783,0.1278,2.1266,2.93,1408.4507,0.3705,4.6523,84.6422,1.4024,6.1885,0.4093,439.7752,2.0156,24.8965866044
SZ000507,2023-09-30,-0.92,9.3265,0.4412,3.73,29.0698,0.4113,1.8101,0.194,3.2715,3.54,1391.7526,,7.0751,82.5309,1.8101,9.288,0.6249,432.0691,2.4429,24.6443186838
SZ000507,2023-12-31,3.9195,8.5302,0.5845,4.33,30.711,0.506,19.6524,0.2624,4.4241,4.16,1371.9512,0.7472,-0.1334,81.3725,2.2516,11.7222,0.874,411.8993,2.5559,24.2977862754
SZ000507,2024-03-31,6.2938,9.0037,0.1405,0.96,33.2189,0.131,0.5949,0.0654,1.0355,0.86,1376.1468,,6.5573,86.9145,0.5949,2.7093,0.2264,397.5265,3.6991,25.175139462
SZ000507,2024-06-30,-0.5298,11.1329,0.2791,3.15,31.522,0.3216,20.0906,0.13,2.0634,2.89,1384.6154,0.3569,1.0456,87.2347,1.4636,5.7103,0.4506,399.4674,1.655,25.4085123434
SZ000507,2024-09-30,-0.5656,9.6878,0.4205,3.75,33.7255,0.4249,1.9175,0.1965,3.1524,3.54,1374.0458,,3.287,85.649,1.9175,8.0058,0.6765,399.1131,2.0351,25.471615125
SZ000507,2024-12-31,-6.0682,9.3255,0.5376,4.59,31.0701,0.5196,20.456,0.2499,3.8506,4.41,1440.5762,0.7057,2.689,93.4919,2.3489,11.5867,0.8459,425.5822,2.4747,26.0981472062
SZ000507,2025-03-31,-10.887,12.6432,0.1281,1.28,30.6508,0.1639,0.7487,0.0589,0.8441,1.29,1528.0136,,25.1348,106.6224,0.7487,2.9363,0.1989,452.4887,0.8546,28.564682149
SZ000507,2025-06-30,-15.3779,12.7979,0.2426,2.98,30.6769,0.3128,20.6072,0.111,1.6275,2.89,1621.6216,0.3204,-2.7225,110.5991,1.4268,5.8676,0.3753,479.6163,1.2251,28.5401601369
SZ000507,2025-09-30,-19.5774,12.1395,0.3452,4.25,32.1004,0.4282,1.9469,0.1599,2.4152,3.96,1688.5553,,0.7748,111.792,1.9469,8.4111,0.5496,491.2664,1.7588,28.0041160011
SZ000507,2025-12-31,-14.4026,9.1767,0.4642,4.01,31.4106,0.4377,21.6663,0.2146,3.1916,3.79,1677.5396,0.6224,-15.7684,112.7961,1.9604,11.4611,0.7326,491.4005,2.3795,27.425741471
SZ000507,2026-03-31,-10.9706,9.7094,0.111,1.11,34.5211,0.1121,0.4921,0.0512,0.7867,1.01,1757.8125,,-31.6294,114.4019,0.4921,2.6071,0.1791,502.5126,1.785,26.1691034236
