instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000022,2021-03-31,232.4001,9.6286,0.0214,452.4887,0.8264,9.3472,4205.6075,0.0335,1.42,23.8426,0.1989,43.8312135936,1.41,0.6413,0.8264,0.7146,2.3229,,38.4339,38.7447
SZ000022,2021-06-30,137.2072,9.0328,0.0435,460.2403,14.561,19.9274,4137.931,0.0686,4.4252,23.9332,0.3911,42.7999475874,4.4,0.6883,2.5277,2.2182,4.5506,0.2437,58.0967,39.5552
SZ000022,2021-09-30,97.465,9.0039,0.0672,474.0169,3.7237,29.987,4017.8571,0.1059,6.38,24.2913,0.5696,42.4919210868,6.23,0.7496,3.7237,3.3032,6.6691,,55.7637,40.4852
SZ000022,2021-12-31,38.5379,8.0837,0.0887,493.1507,16.271,44.5343,4058.6246,0.1411,6.9903,21.1219,0.73,40.8077091839,6.75,0.8505,4.3498,3.9821,11.3498,0.4987,50.0857,31.7186
SZ000022,2022-03-31,57.8398,8.1573,0.0225,540.5405,1.1907,11.033,4000.0,0.0358,2.13,12.4807,0.1665,43.8511256608,2.09,0.4609,1.1907,1.1279,2.5493,,53.9328,35.3038
SZ000022,2022-06-30,14.4391,8.0449,0.0455,525.5474,14.781,22.3745,3956.044,0.0727,4.88,11.0426,0.3425,43.1029962138,4.81,0.6601,2.6749,2.5385,5.1569,0.2579,59.8737,34.9047
SZ000022,2022-09-30,7.6291,8.024,0.0636,589.391,3.3313,33.6491,4245.283,0.1021,6.72,6.4504,0.4581,42.4807825201,5.22,0.7321,3.3313,2.7348,7.8433,,56.3811,34.4243
SZ000022,2022-12-31,7.5333,7.8346,0.0869,481.2834,15.8562,45.9499,4142.6928,0.1357,7.54,6.194,0.748,40.5411529061,6.15,0.8407,4.1674,3.2939,12.5007,0.5083,50.7174,28.7984
SZ000022,2023-03-31,-16.8106,9.7242,0.0186,507.3281,0.9082,9.2553,4838.7097,0.0286,1.55,-8.1244,0.1774,41.3501532536,1.54,0.3876,0.9082,0.7218,2.4941,,48.8338,36.0852
SZ000022,2023-06-30,-16.7902,9.3478,0.0387,558.1395,12.6938,19.2558,4651.1628,0.0602,3.43,-4.358,0.3225,42.0167788774,3.41,0.5691,1.9815,1.6249,4.6398,0.2534,52.091,38.7948
SZ000022,2023-09-30,-4.5268,8.874,0.0593,513.6009,3.2758,30.4261,4553.1197,0.0909,5.64,-3.0234,0.5257,42.2273000957,5.41,0.5961,3.2758,2.611,6.6418,,55.5071,40.6516
SZ000022,2023-12-31,-8.9419,8.5772,0.0795,501.6722,15.2517,41.9718,4528.3019,0.1241,6.3455,-2.9575,0.7176,40.8386969526,6.07,0.8778,3.775,2.9994,13.2354,0.5139,47.5898,27.1998
SZ000022,2024-03-31,15.9031,9.5755,0.0195,546.7801,1.0524,9.399,4615.3846,0.0306,1.75,4.6865,0.1646,43.9662841604,1.73,0.681,1.0524,0.8365,2.7867,,54.0661,32.2963
SZ000022,2024-06-30,24.11,10.5918,0.0399,541.028,14.3586,16.9942,4511.2782,0.0632,4.2546,2.3082,0.3327,44.9434107875,4.25,0.6196,2.5105,2.0156,5.0265,0.2704,63.1915,35.8102
SZ000022,2024-09-30,11.9925,10.6652,0.0611,523.2558,3.6545,25.316,4418.9853,0.0958,6.22,3.4966,0.516,44.7266683887,6.11,0.739,3.6545,2.9219,7.9503,,60.0636,33.961
SZ000022,2024-12-31,18.4494,9.5687,0.0806,547.2788,16.7772,37.6226,4466.5012,0.1271,7.51,2.4145,0.6578,42.9908670478,7.34,0.9025,4.4058,3.5495,14.0432,0.5368,55.0408,25.6352
SZ000022,2025-03-31,2.2387,11.1865,0.0208,559.7015,1.0464,8.0454,4326.9231,0.0326,1.77,8.9914,0.1608,46.7096639353,1.74,0.5485,1.0464,0.8545,2.6499,,50.7163,33.9635
SZ000022,2025-06-30,0.8013,11.4718,0.0419,535.0773,15.3319,15.6906,4295.9427,0.0655,4.19,6.1854,0.3364,45.7251133834,4.2,0.5923,2.5007,2.0308,4.9313,0.2764,59.9874,36.5015
SZ000022,2025-09-30,2.1336,11.171,0.0631,522.6481,3.6722,24.1697,4278.9223,0.0981,6.08,4.8936,0.5166,44.9516631385,5.98,0.7146,3.6722,2.9835,7.2592,,58.4831,37.1942
SZ000022,2025-12-31,0.3096,10.7591,0.0848,538.9222,17.4277,33.4602,4245.283,0.1329,7.3513,6.916,0.668,44.0103614037,7.16,0.9179,4.3441,3.5885,13.8493,0.5603,51.6398,25.9941
SZ000022,2026-03-31,3.3772,11.6853,0.0215,532.5444,1.0772,7.702,4186.0465,0.0333,1.74,4.585,0.169,47.5292923399,1.73,0.4846,1.0772,0.8903,2.5698,,50.1306,35.0222
