instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920082,2023-06-30,1.3592,48.1225,26.1188445116,481.339635727269,7.0713,0.4702,,2.8023,155.4673,8.55,382.8158,1.1949,132.4308,0.2323,1.8713,,2.8023,1.1578,29.8464,8.24
BJ920082,2023-09-30,1.9822,97.812005884976,26.7104038304,492.026031409301,6.7922,0.6882,,3.9827,158.4321,11.82,392.3278,1.7333,136.2123,0.3235,1.1213,,3.9827,1.7042,13.475049935863,11.49
BJ920082,2023-12-31,2.7193,50.7046,26.935568603,479.907037779121,8.6044,0.9386,,6.8317,148.8895,19.85,383.55,2.2869,132.387,0.5651,1.5021,,6.8317,2.4179,9.0184,18.44
BJ920082,2024-03-31,0.9774,81.26285311038,25.9739519544,370.255601833122,11.9053,0.2942,,2.8781,118.4834,7.55,305.9143,0.6342,92.081,0.2407,0.743,,2.8781,0.7596,43.40359414041,7.27
BJ920082,2024-06-30,1.6965,48.389,26.7352949253,393.687242095166,9.0897,0.5546,,4.1449,141.5206,10.62,324.5582,1.1689,106.1008,0.3447,0.1002,,4.1449,1.2719,15.4392,10.06
BJ920082,2024-09-30,2.4461,44.8181,27.6062531128,418.450097936749,8.6025,0.7841,,5.442,152.6027,14.15,344.3438,1.6448,110.3798,0.4685,0.4634,,5.442,1.7693,14.3434,13.17
BJ920082,2024-12-31,2.9349,9.5973,27.5445021721,470.3423,8.7701,0.9128,0.7654,18.6319,159.5533,18.26,394.3909,1.8325,122.6618,0.4724,0.2634,,6.0829,2.2563,7.5267,13.34
BJ920082,2025-03-31,0.6238,22.3801,25.2508039527,569.981,18.5968,0.1859,0.1579,2.979,200.1334,6.05,484.1313,0.3252,144.277,0.217,0.1497,,2.979,0.4497,-21.6549,5.78
BJ920082,2025-06-30,1.398,23.1242,26.6185501428,502.3723,11.6548,0.4254,0.3583,17.2153,189.3143,8.62,423.1312,0.7632,128.7554,0.3126,0.0823,3.8534,4.1823,0.9508,-3.9741,8.66
BJ920082,2025-09-30,2.2843,14.5638,25.222467252,512.8205,9.8593,0.6219,0.5265,5.1118,191.4758,10.97,434.1534,1.1381,118.1981,0.3953,1.1026,,5.1118,1.4101,-0.0403,10.9
BJ920082,2025-12-31,2.7151,-13.353,25.1243931036,547.6118,7.9045,0.7801,0.6574,18.1051,201.6694,11.07,461.4793,1.4176,132.5918,0.3952,0.8449,6.798,5.1241,1.7851,-3.8645,10.88
BJ920082,2026-03-31,0.6319,-63.6032,20.1602246426,590.9389,6.7103,0.182,0.1523,1.0198,219.4587,2.15,494.5055,0.32,142.4276,0.079,0.5382,,1.0198,0.4101,0.8686,2.12
