instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH605009,2021-03-31,57.8555,0.1529,-7.4932,7.7763,1.5273,2.4941,3.12,0.233,16.6743,2.4941,0.8278,0.1871,588.62,1.5556,17.029,386.2661,3.07,27.9820290439,,5.2851
SH605009,2021-06-30,53.6449,0.3092,-48.7643,-21.7178,1.9305,10.9784,6.67,0.473,17.7424,5.3031,1.2109,0.3836,582.1475,3.3554,17.4953,380.5497,6.71,27.9502848296,1.3124,10.2885
SH605009,2021-09-30,56.7215,0.4633,-53.7153,-19.2142,1.756,6.1233,7.86,0.7033,13.8419,6.1233,1.4339,0.579,582.7757,4.7601,22.862,383.9045,7.86,27.0571540729,,11.81
SH605009,2021-12-31,50.6265,0.6709,-39.7518,-4.975,1.6637,16.1557,12.51,1.0154,14.7303,9.1746,2.269,0.8518,536.5926,7.1109,20.9898,354.5401,12.12,26.3196128063,2.8078,17.1512
SH605009,2022-03-31,64.0387,0.1325,-37.8293,-2.7982,1.0369,1.438,1.82,0.2023,10.665,1.438,0.3435,0.1733,679.2453,1.4054,36.7888,444.8838,1.86,22.1686428808,,2.4464
SH605009,2022-06-30,52.2557,0.327,-16.3656,17.7001,1.0505,12.2112,5.24,0.5051,12.6073,4.1744,1.0315,0.4389,550.4587,3.4446,38.5389,356.3651,5.7,22.587269025,1.2694,4.6706
SH605009,2022-09-30,53.1632,0.4993,15.1236,20.5686,1.1567,6.5607,8.4,0.7696,13.2168,6.5607,1.6816,0.6717,540.7571,5.0787,34.2792,350.8316,8.99,22.4945063362,,7.8765
SH605009,2022-12-31,49.1535,0.6904,16.6027,13.819,1.401,18.6676,14.11,1.0836,15.0906,10.1539,2.7243,0.9329,521.4368,7.324,30.0677,332.2259,14.03,23.1515628562,2.3958,11.973
SH605009,2023-03-31,59.2768,0.151,44.6471,22.7874,0.1115,1.8872,2.6,0.2439,12.5636,1.8872,0.5116,0.2069,596.0265,1.5183,32.0947,369.0037,2.57,23.061053482,,2.8042
SH605009,2023-06-30,49.8491,0.3177,24.0913,6.2963,1.5753,13.7718,6.45,0.5164,14.7178,4.562,1.2867,0.4439,566.5722,3.6109,27.9799,348.567,6.44,25.7412510532,0.9623,6.4332
SH605009,2023-09-30,48.2289,0.4727,18.2108,4.5119,1.4793,6.7235,9.16,0.7584,14.9492,6.7235,1.9981,0.681,571.1868,5.5983,33.1899,356.0127,10.07,26.2507157684,,8.135
SH605009,2023-12-31,52.0863,0.6258,3.7169,-1.6192,1.7885,19.1107,13.93,1.036,15.9091,9.4388,2.8255,0.8848,575.2637,6.9116,20.1888,347.4903,13.63,26.9400074485,1.9615,17.8317
SH605009,2024-03-31,52.5762,0.1401,7.9861,1.2141,-1.0991,1.9104,2.63,0.2373,13.4042,1.9104,0.5524,0.1964,642.3983,1.7118,20.3569,379.2668,2.6,27.7083940063,,4.4211
SH605009,2024-06-30,54.8948,0.287,-2.8584,-3.2414,0.5927,15.4883,5.88,0.5401,14.7761,4.3082,1.2499,0.4041,627.1777,3.279,15.0186,333.2716,5.91,29.0396791413,0.8825,11.9851
SH605009,2024-09-30,52.6942,0.4403,-5.0625,-1.6176,0.8501,6.3655,8.64,0.833,14.4257,6.3655,1.8969,0.6368,613.2183,5.1239,17.7751,324.1297,9.22,28.3164218976,,15.1898
SH605009,2024-12-31,50.9915,0.6168,-11.6479,6.2526,1.5077,19.3346,11.65,1.1893,13.2289,7.987,2.4965,0.8988,583.6576,7.06,12.6869,302.6991,11.74,27.9066502411,1.9617,28.3758
SH605009,2025-03-31,54.0346,0.1818,5.6712,42.419,0.4458,1.7515,2.71,0.4189,9.9456,1.7515,0.5872,0.2722,495.0495,1.6656,23.5818,214.8484,2.67,34.6653833469,,3.8165
SH605009,2025-06-30,59.4314,0.346,-23.4706,34.0331,-0.2602,16.5087,4.42,0.7539,8.4368,2.791,0.6891,0.5309,520.2312,3.0287,24.1526,238.7585,4.46,33.0691324053,0.982,7.4526
SH605009,2025-09-30,59.0771,0.5396,-30.9354,33.1827,0.323,3.8922,6.0,1.2089,7.4808,3.8922,0.9456,0.8131,500.3706,4.5703,24.5859,223.3435,6.01,31.7045917929,,10.9819
SH605009,2025-12-31,53.6961,0.7542,-40.1366,28.2196,1.024,20.2931,6.91,1.6802,6.1763,4.5416,1.0786,1.1184,477.327,6.7044,26.9354,214.2602,6.79,31.5053950128,1.9874,13.3653
SH605009,2026-03-31,62.5913,0.1908,-7.8362,6.9822,2.4262,1.6343,2.43,0.431,8.568,1.6343,0.3883,0.2825,471.6981,1.4379,34.8743,208.8167,2.4,33.2449724152,,2.5807
