instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002730,2021-03-31,24.8393,6.6225,0.1409,0.95,137.72,0.0292,0.6792,0.1063,0.3393,0.95,846.6604,,23.0032,265.252,0.6792,0.6535,0.1522,591.3272,5.5388,38.2322937847
SZ002730,2021-06-30,6.6159,7.3405,0.3663,2.72,102.9925,0.0838,20.4008,0.2779,0.8318,2.75,647.715,1.7962,9.5755,216.3982,1.9857,1.7477,0.3992,450.9018,1.9574,34.8613371397
SZ002730,2021-09-30,8.1427,8.6513,0.5816,5.04,100.4838,0.1587,3.7838,0.448,1.3294,5.04,602.6786,,12.1316,203.0991,3.7838,2.687,0.6397,422.0728,1.8117,34.8366480502
SZ002730,2021-12-31,13.7455,9.2654,0.8884,8.33,84.1574,0.2639,24.3529,0.6926,1.9701,8.08,519.7805,4.6188,53.6241,182.7318,6.2368,4.2777,0.9755,369.0415,1.3306,33.9809443188
SZ002730,2022-03-31,46.5267,4.705,0.1635,0.95,118.0792,0.0271,0.4982,0.1251,0.4346,0.7,719.4245,,4.1006,207.087,0.4982,0.7622,0.1705,527.8592,-0.1585,31.2500326368
SZ002730,2022-06-30,42.3367,5.8581,0.4135,2.41,100.0667,0.0848,15.1271,0.3032,1.0363,2.33,593.6675,2.5339,13.5928,173.6949,1.468,1.7988,0.4072,442.0432,0.7146,31.0438605015
SZ002730,2022-09-30,47.6063,6.3978,0.6822,4.24,98.9845,0.1544,2.5719,0.4937,1.7108,4.14,546.8908,,9.1588,157.8209,2.5719,2.7277,0.6547,412.4026,2.401,32.5858786626
SZ002730,2022-12-31,33.7929,6.8426,0.9499,6.3,95.8415,0.2324,16.9863,0.6858,2.3525,6.07,524.9344,6.0029,-1.193,153.0287,3.7892,3.7562,0.9141,393.83,2.4304,35.165149421
SZ002730,2023-03-31,36.7339,7.4986,0.1857,1.32,144.4623,0.059,0.9663,0.1286,0.503,1.31,699.8445,,117.922,178.9264,0.9663,0.623,0.1691,532.2295,0.1645,38.9096313221
SZ002730,2023-06-30,19.7281,8.0681,0.4103,3.24,136.1676,0.1399,14.8665,0.2726,1.0709,3.26,660.3081,2.9151,64.8954,168.0829,2.1233,1.3219,0.3567,504.6257,1.5838,40.1092838123
SZ002730,2023-09-30,10.7236,9.1743,0.6245,5.53,132.0552,0.2451,3.4743,0.4051,1.6173,5.46,666.5021,,58.7741,166.9449,3.4743,2.0446,0.5291,510.3005,1.812,40.9692348571
SZ002730,2023-12-31,11.6845,9.0905,0.8765,7.87,121.5847,0.3448,17.3611,0.5785,2.2194,7.66,622.299,6.4888,48.3741,162.206,4.9396,2.9609,0.7796,461.7753,0.9513,41.3121193359
SZ002730,2024-03-31,-11.5502,9.6776,0.1556,1.42,179.1758,0.0674,0.9827,0.1006,0.3754,1.41,894.6322,,14.1523,239.7443,0.9827,0.5023,0.1395,645.1613,-2.4382,43.1041549254
SZ002730,2024-06-30,-11.2404,9.2914,0.3458,3.06,152.4907,0.143,15.2771,0.2233,0.8187,3.09,806.0905,2.7918,2.2174,219.8608,2.1024,1.1804,0.3111,578.5921,-0.3788,41.6200765577
SZ002730,2024-09-30,-15.3731,8.4783,0.5026,4.27,152.81,0.1917,2.6534,0.3183,1.1917,4.25,848.2564,,-21.7931,226.5671,2.6534,1.7669,0.4745,569.02,1.3121,40.2276213027
SZ002730,2024-12-31,-13.4232,8.2642,0.7237,5.98,140.5975,0.2714,15.9624,0.446,1.6911,5.87,807.1749,3.1697,-21.2928,212.8792,3.5041,2.5605,0.6857,525.0109,1.9423,39.6801206533
SZ002730,2025-03-31,8.241,8.8349,0.1616,1.28,161.2037,0.0666,0.8219,0.0951,0.3829,1.27,946.3722,,-1.1848,235.0483,0.8219,0.5583,0.1606,560.3985,1.5658,40.353411771
SZ002730,2025-06-30,1.0275,8.8637,0.3354,2.9,154.5462,0.1378,15.4485,0.1989,0.7717,2.93,904.9774,0.8477,-3.6233,233.2513,1.7472,1.1647,0.3391,530.8169,1.0036,40.0190727288
SZ002730,2025-09-30,3.7113,8.3,0.5024,4.2,166.6255,0.1946,2.4142,0.2967,1.1694,4.18,910.0101,,1.5305,230.8876,2.4142,1.6204,0.4994,540.6488,0.2385,38.5599585454
SZ002730,2025-12-31,-1.6824,6.1234,0.6916,4.16,165.9369,0.1977,16.4988,0.4037,1.5849,4.12,891.7513,1.7367,-27.1512,227.1437,2.3964,2.1695,0.6746,533.6496,0.801,38.3748189865
SZ002730,2026-03-31,-9.3283,9.8498,0.1443,1.33,224.663,0.0673,0.8234,0.0832,0.3356,1.32,1081.7308,,1.0873,268.1764,0.8234,0.4006,0.1354,664.6972,4.2509,41.4366595164
