instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603809,2021-03-31,171.2003,0.1084,68.4271,69.7771,0.887,2.0434,3.74,0.2592,19.3703,2.0434,0.3276,0.1876,830.2583,0.5257,87.0827,347.2222,3.65,38.672816749,,1.0335
SH603809,2021-06-30,181.653,0.2113,69.9379,50.3114,1.2255,20.5411,7.13,0.5108,19.5444,3.9372,0.471,0.3729,851.8694,0.9909,83.1255,352.3884,7.1,39.1807707896,0.6262,2.1654
SH603809,2021-09-30,195.0022,0.3015,33.0145,34.2172,1.668,5.1513,9.65,0.7693,18.2748,5.1513,0.6424,0.5543,895.5224,1.3846,83.8666,350.9684,9.84,38.5977024228,,3.2194
SH603809,2021-12-31,176.0649,0.3983,14.7116,23.3541,2.1535,22.5846,11.12,1.0418,15.3161,5.5751,0.7303,0.7392,903.8413,2.0447,86.4844,345.5558,10.82,35.2607330809,1.1237,4.1626
SH603809,2022-03-31,188.7584,0.1011,21.3443,11.8266,-0.3169,2.0836,4.34,0.2824,21.019,2.0836,0.284,0.2006,890.2077,0.4768,81.448,318.6969,4.25,39.0627713772,,1.105
SH603809,2022-06-30,219.1381,0.1776,-13.2149,-2.4274,1.6326,21.8329,6.18,0.535,17.3836,3.055,0.3145,0.351,1013.5135,0.8214,84.7378,336.4486,6.18,37.3245627186,0.4985,2.1242
SH603809,2022-09-30,213.2196,0.2618,-10.8779,0.7042,1.6156,4.1053,8.59,0.7801,16.173,4.1053,0.4404,0.5426,1031.3216,1.2663,90.3373,346.1095,8.49,35.5798865187,,2.9888
SH603809,2022-12-31,214.6819,0.3391,-1.1561,1.9043,1.288,22.587,10.99,0.9707,14.8561,4.6392,0.5553,0.7164,1061.6337,1.6769,87.587,370.8664,10.01,34.5508939014,0.9555,4.1102
SH603809,2023-03-31,225.9603,0.0791,-49.8378,-7.4466,-1.5199,0.8863,2.03,0.2301,11.3919,0.8863,0.1096,0.1774,1137.8003,0.3983,92.081,391.1343,2.01,31.9191967331,,0.9774
SH603809,2023-06-30,203.5969,0.1676,-28.3766,15.7403,0.7732,20.1123,4.14,0.4745,10.7575,1.7306,0.2252,0.3884,1073.9857,0.8841,94.231,379.3467,4.18,30.5772904009,0.4947,1.9102
SH603809,2023-09-30,187.5782,0.271,-14.133,24.3869,0.7916,2.9017,6.85,0.7833,11.1645,2.9017,0.3789,0.617,996.31,1.4394,98.7925,344.6955,6.77,30.2556140804,,2.733
SH603809,2023-12-31,174.6471,0.3884,-17.2173,32.2015,1.7745,22.9649,8.39,1.0949,9.3027,3.4118,0.4605,0.893,926.8795,2.0613,94.4708,328.7972,8.1,30.359781116,1.0561,3.8107
SH603809,2024-03-31,178.7488,0.1027,84.5023,44.206,1.6576,1.4926,3.49,0.2875,14.5752,1.4926,0.2025,0.2389,876.3389,0.5035,102.3192,313.0435,3.43,34.2541751937,,0.8796
SH603809,2024-06-30,165.9445,0.2116,82.2574,37.8082,2.4046,24.1896,6.97,0.6069,14.2272,2.9761,0.2779,0.4964,850.6616,1.0847,97.5821,296.5892,6.95,33.1510075214,0.5538,1.8446
SH603809,2024-09-30,171.6247,0.3102,62.9107,26.568,2.1612,4.3478,10.28,0.8985,14.3703,4.3478,0.417,0.7245,870.4062,1.5732,98.8251,300.5008,10.07,33.5456781506,,2.7321
SH603809,2024-12-31,166.8753,0.4094,77.0843,21.2873,1.9075,25.754,13.33,1.1181,13.5823,5.151,0.4999,0.8952,879.3356,2.1573,98.9664,321.9748,10.64,33.9838705042,1.0204,3.6376
SH603809,2025-03-31,164.5338,0.0978,30.2726,13.3959,-1.1496,1.609,3.38,0.2677,16.7444,1.609,0.1617,0.2011,920.2454,0.547,90.9183,336.1972,3.32,32.1457941938,,0.9899
SH603809,2025-06-30,165.502,0.1949,13.4011,10.3005,0.9514,23.9377,5.88,0.5504,14.6272,2.7629,0.2132,0.399,923.5505,1.0876,92.1187,327.0349,5.66,32.1287737957,0.4846,1.954
SH603809,2025-09-30,171.1894,0.2902,9.1253,12.2462,0.6641,3.8725,7.98,0.8475,13.9708,3.8725,0.2877,0.567,930.3928,1.5772,90.4795,318.5841,7.27,31.6251041193,,2.9841
SH603809,2025-12-31,159.1793,0.4046,-13.8935,13.9679,1.1196,25.9302,8.56,1.182,10.2619,3.9032,0.2999,0.8031,889.7677,2.2616,90.4159,304.5685,7.56,30.5271098454,0.9447,3.9816
SH603809,2026-03-31,177.4798,0.0951,-0.3745,10.9658,0.3934,1.4006,2.79,0.2962,15.0332,1.4006,0.1123,0.1846,946.3722,0.5071,93.6622,303.8488,2.75,31.2396165351,,0.9609
