instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603227,2021-03-31,33.3692,0.1409,187.019249457157,234.4188,-2.0571,0.5262,1.37,0.2679,3.7905,0.5262,0.0279,0.3056,638.7509,2.6971,71.135,335.9462,1.29,13.2753215979,,1.2652
SH603227,2021-06-30,34.2661,0.282,675.2579,69.2419,1.3556,17.1056,3.57,0.5464,7.1857,1.9166,0.1108,0.6252,638.2979,5.253,70.7436,329.429,3.55,17.4210159633,1.0676,2.5444
SH603227,2021-09-30,31.545,0.4618,52.1314,38.3033,0.2954,3.7424,7.75,0.9023,8.7058,3.7424,0.2238,1.0278,584.6687,8.5592,69.9464,299.2353,7.5,18.7836890533,,3.8601
SH603227,2021-12-31,34.3096,0.6554,39.9075,28.4679,0.8253,20.9885,9.43,1.3165,7.5027,4.6343,0.2699,1.4209,549.2829,10.4927,47.5643,273.4523,9.02,31.6748337173,2.1523,7.5687
SH603227,2022-03-31,35.3829,0.1669,371.5673,31.6073,0.318,2.27,4.45,0.3458,13.5819,2.27,0.1318,0.3413,539.2451,2.5436,49.0249,260.266,4.35,33.1111789116,,1.8358
SH603227,2022-06-30,30.1649,0.4094,283.3899,55.4269,0.6012,24.5171,12.94,0.8455,17.7249,7.2198,0.4247,0.8139,439.6678,5.9672,44.0604,212.8918,12.31,34.396011851,1.2127,4.0853
SH603227,2022-09-30,19.8078,0.6547,216.7605,54.8208,0.6259,11.189,20.63,1.297,17.8119,11.189,0.709,1.2886,412.4026,13.631,47.0859,208.1727,18.98,32.3417456106,,5.7342
SH603227,2022-12-31,30.4368,1.0989,543.3462,164.8615,0.862,46.2378,26.63,2.3402,18.2241,15.0775,1.3014,2.1,327.6003,11.8278,25.7163,153.833,20.21,29.2223302204,2.8834,13.9989
SH603227,2023-03-31,36.4919,0.2173,157.1573,159.4395,-0.437,2.9096,6.72,0.4605,13.4624,2.9096,0.254,0.3887,414.174,2.4663,34.5688,195.4397,6.49,21.5662817866,,2.6035
SH603227,2023-06-30,35.8723,0.4503,77.1973,111.7611,0.9132,40.7524,13.4,0.9897,14.8318,6.8275,0.5088,0.7721,399.7335,5.0178,38.206,181.8733,12.13,23.0008909607,1.1188,4.7113
SH603227,2023-09-30,33.8775,0.6665,57.5071,86.865,0.785,10.335,18.87,1.4919,15.0135,10.335,0.7551,1.101,405.1013,7.9699,43.2443,180.9773,16.86,24.1089169728,,6.2436
SH603227,2023-12-31,37.6042,0.8778,-24.3783,1.7155,1.1448,49.4966,21.08,2.0231,13.549,12.43,0.8876,1.4173,410.1162,9.5734,38.4484,177.9447,19.03,23.4172258135,2.0371,9.3632
SH603227,2024-03-31,50.0946,0.1531,-46.4295,-35.291,-0.3318,1.6944,2.75,0.3725,11.1451,1.6944,0.1227,0.218,587.8511,1.7966,57.3833,241.6107,2.71,21.1909567874,,1.5684
SH603227,2024-06-30,39.9884,0.3592,-21.6435,-23.3229,1.064,42.4852,8.35,0.8452,15.1567,5.3111,0.3987,0.5218,501.1136,4.5013,55.2944,212.9673,8.46,25.3228434232,0.813,3.2553
SH603227,2024-09-30,37.4231,0.5827,-17.2728,-15.3878,0.8062,8.3688,12.78,1.3681,14.679,8.3688,0.6246,0.825,463.3602,7.2148,55.7046,197.354,12.42,25.3512390613,,4.847
SH603227,2024-12-31,36.5913,0.7851,-20.5656,-13.0998,0.9334,49.46,14.23,1.8625,12.3849,9.5771,0.7051,1.0955,458.5403,9.8384,50.8942,193.2886,13.62,23.2129281939,1.768,7.0735
SH603227,2025-03-31,41.6281,0.1434,-39.9322,-4.7606,2.8239,1.0154,1.32,0.3236,7.0292,1.0154,0.0737,0.1925,627.6151,2.162,68.156,278.1211,1.31,16.1195784846,,1.3205
SH603227,2025-06-30,36.2815,0.3403,-35.7917,-4.9622,0.3369,45.3438,4.66,0.7613,10.24,3.4919,0.256,0.4625,528.945,4.9612,66.9618,236.4377,4.72,19.7493389083,0.8156,2.6881
SH603227,2025-09-30,37.5527,0.5149,-32.4701,-8.2818,0.2191,5.41,7.86,1.1401,10.8078,5.41,0.4218,0.7062,524.3737,7.1899,71.2871,236.8213,7.74,22.1262524667,,3.7875
SH603227,2025-12-31,37.7533,0.6743,-23.2887,-8.8079,0.7226,47.8619,10.04,1.5122,10.4183,6.7306,0.5409,0.9323,533.887,9.5356,68.8179,238.0637,9.75,22.3237575249,1.68,5.2312
SH603227,2026-03-31,45.4775,0.1199,-35.5943,-6.803,-1.6006,0.5743,0.88,0.2589,4.8577,0.5743,0.0475,0.1699,750.6255,1.979,109.9707,347.6246,0.87,16.1578662198,,0.8184
