instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ001389,2021-12-31,29.1201,4.8706,2.1605,10.72,68.4645,,3.2807,,3.5715,9.01,431.614576387416,,-35.0035,100.798,3.2807,5.2582,1.7732,203.0228,2.1706,19.2905562261
SZ001389,2022-06-30,,10.638,1.0327,10.99,93.0858,0.3733,3.9076,,1.7446,10.4,470.838509934906,,,103.1755,3.9076,1.9337,0.8127,221.4839,1.8839,25.2612599786
SZ001389,2022-12-31,16.2292,11.5923,1.9062,22.1,80.8916,,25.2596,0.7627,3.6942,19.85,472.0073,,176.6323,97.4501,8.6183,4.4504,1.6924,212.7157,1.5407,26.0599892201
SZ001389,2023-03-31,-13.898044185424,11.7982,0.3641,,,,1.9805,0.1647,,4.3,546.4481,,-1.910803755827,,1.9805,,,,0.6639,29.8933006574
SZ001389,2023-06-30,-4.5493,13.4604,0.787,,77.949442322062,,4.8021,0.359,1.702266392463,10.59,501.3928,,20.7755,105.741381488216,4.8021,2.309189067143,,,0.8985,31.3066305752
SZ001389,2023-09-30,2.868339662593,14.7788,1.26,,,,8.0081,0.5714,,,472.5236,,27.263211338009,,8.0081,,,,1.1349,33.3001022889
SZ001389,2023-12-31,11.0216,15.4833,1.6536,25.6,75.8214,,27.5436,0.759,3.7133,22.66,474.3083,1.7187,48.2867,96.9488,10.8772,4.748,1.6741,215.0409,1.2721,33.299186531
SZ001389,2024-03-31,49.5342,18.4974,0.3517,7.76,66.6223,0.3818,3.2288,0.1889,0.9363,5.52,476.4426,,134.4421,96.123,3.2288,1.3509,0.3628,248.0706,1.3529,34.450950111
SZ001389,2024-06-30,45.5012,18.726,0.753,13.79,64.3984,0.7563,21.6624,0.3998,1.844,11.83,450.2251,1.0762,102.4196,97.6139,6.7681,2.7951,0.7846,229.4163,0.848,34.3377966754
SZ001389,2024-09-30,36.6884,18.3722,1.1399,19.86,62.0647,1.1662,9.6165,0.6001,2.7866,17.14,449.925,,69.9233,96.8923,9.6165,4.3503,1.2049,224.085,1.2583,33.300645458
SZ001389,2024-12-31,39.429,18.1052,1.5229,25.87,61.895,1.5898,25.4491,0.7863,3.7262,22.0,457.8405,2.2378,63.0392,96.6132,11.8911,5.8163,1.6057,224.2013,1.1778,33.3788010458
SZ001389,2025-03-31,42.4076,21.5197,0.3489,7.51,59.156,0.5652,4.2142,0.1961,1.0488,7.22,458.9495,,65.6754,85.8124,4.2142,1.5214,0.4054,222.003,0.8769,35.1916210049
SZ001389,2025-06-30,42.1656,20.2735,0.7499,14.81,57.9916,1.156,21.1678,0.4055,1.8119,14.49,443.8964,1.0365,53.9146,99.3432,7.8352,3.1039,0.8229,218.7386,0.9217,36.4143930229
SZ001389,2025-09-30,43.0666,18.8734,1.1435,21.81,58.3418,1.7022,10.6889,0.6157,2.7536,19.92,438.5253,,46.9698,98.0535,10.6889,4.6279,1.2171,221.8388,1.0494,34.8498839806
SZ001389,2025-12-31,46.8922,18.5181,1.5557,,61.2068,2.3827,13.4683,0.8294,3.5375,25.53,434.0487,,50.2423,101.7668,13.4683,5.8817,1.6768,214.6947,1.0155,34.4315081833
SZ001389,2026-03-31,71.3517,20.5099,0.3422,9.28,64.2077,0.8308,3.4204,,0.931,5.45,447.156193204314,,63.3108,96.6702,3.4204,1.4017,0.3652,246.4403,0.8152,36.9327698627
