instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ000806,2021-03-31,79.058967612312,224.4389,0.0847,756.9386,-0.1395,0.401,1062.5738,2.9219,-2.75,-5.6734,0.1189,45.818008857,-2.71,-0.060603703591,-0.1395,-0.0026,0.3924,,-1.629,229.3578
SZ000806,2021-06-30,-3753.09606111866,155.6959,0.2522,488.9976,18.3152,1.1561,713.7193,,0.0,-0.7432,0.3681,43.8108911638,,-0.117080522633,-10.6806,-0.1724,1.0191,1.8578,-38.5337,176.6264
SZ000806,2021-09-30,-521.4125,156.6489,0.3988,465.5172,-8.7198,1.7236,677.0311,,0.0,-1.5498,0.58,43.1038925021,,-0.102012556792,-8.7198,-0.1454,1.625,,-20.256,166.1538
SZ000806,2021-12-31,-1660.6208,128.7876,0.5923,417.2945,-25.971,2.7953,607.8001,,,3.444,0.8627,36.9736805686,,-0.023827690989,-55.7801,-0.8805,2.46,4.3553,-84.6517,146.3415
SZ000806,2022-03-31,-736.114195716597,116.7921,0.1874,312.2831,-0.8355,0.7706,480.2561,,,80.5747,0.2882,35.12179055,,-0.099671603793,-0.8355,-0.0129,0.6364,,-4.4126,141.4205
SZ000806,2022-06-30,96.804195166979,86.8642,0.4475,265.2911,25.4685,2.0722,402.2346,,,58.4835,0.6785,34.9940505424,,-0.046763568739,-0.2886,-0.0046,1.3847,3.086,-0.6474,129.9921
SZ000806,2022-09-30,69.05280931368,95.2616,0.6406,282.8706,-2.6361,2.8343,421.4799,,,43.8133,0.9545,35.6357560802,,-0.059385465847,-2.6361,-0.0434,1.9051,,-4.2,141.7248
SZ000806,2022-12-31,65.032729042447,87.7065,0.8165,305.7325,5.9369,4.1046,440.9063,,0.0,33.5583,1.1775,35.5130711667,,-0.022261879904,-16.7753,-0.306,2.6241,6.0827,-22.0289,137.1899
SZ000806,2023-03-31,-396.566538078617,120.5788,0.1227,535.3956,-3.6276,0.7464,733.4963,,0.0,-23.5102,0.1681,31.6240647428,,-0.149577000427,-3.6276,-0.0663,0.3623,,-29.5965,248.4129
SZ000806,2023-06-30,-2449.7321140003,107.1301,0.291,454.8901,-7.3613,1.6802,618.5567,,,-23.6658,0.3957,31.5870979568,,-0.096782302202,-7.3613,-0.1395,0.8226,,-25.7823,218.8184
SZ000806,2023-12-31,94.22514339092,97.5636,0.6456,413.2231,-0.9714,3.6899,557.6208,,,-11.5343,0.8712,36.0093909613,,-0.075552485878,-0.9714,-0.0193,1.7679,,-1.5676,203.6314
SZ000806,2024-06-30,98.103293376573,118.3121,,422.3369,-0.1038,1.5214,551.62715073887,,,22.5294,0.4262,32.9494521775,,-0.085436978823,-0.1038,-0.0022,0.873,,-0.3257,206.1856
SZ000806,2024-12-31,880.045859853678,307.0624,,1149.4253,12.3199,1.1724,1544.2122355349,,,-70.5592,0.3132,50.9311243928,,-0.341,12.3199,0.1381,0.7251,,38.1653,496.4832
SZ000806,2025-06-30,-427.367982615675,148.6129,,746.888,-1.4695,1.2112,1050.10388171727,,,-73.2355,0.241,55.3930951081,,-0.080856300432,-1.4695,-0.014,0.7329,,-7.8651,245.5997
SZ000806,2025-12-31,-178.5587,714.4275,,9473.6842,-28.8056,0.5039,14251.8295604784,,,-94.7728,0.038,21.1955634963,,-0.381916470219,-28.8056,-0.1085,0.1684,,-573.5823,2137.7672
