instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920685,2021-06-30,,91.5209,0.4753,0.2935,67.8615940006,11.81,34.342,248.7562,44.8091,10.3611,10.3611,12.21,5.2414,27.9326,,0.4585,-0.1063,508.443591020717,0.7236,392.5845
BJ920685,2021-09-30,,,1.5003,0.5019,67.8879777797,19.23,,,,,,19.23,,29.7088,,,0.3616,,,
BJ920685,2021-12-31,,31.7535,1.0032,0.8609,68.2700462566,32.99,25.7671,225.0141,16.3558,24.4173,24.4173,29.6,13.9713,34.0894,,0.9684,0.8824,472.524668561921,1.5999,371.7472
BJ920685,2022-03-31,,21.58114209791,0.1831,0.131,63.4451833924,4.19,35.8537,299.4012,21.03971542786,3.7842,3.7842,4.05,2.5102,25.4111,,0.1885,-0.5892,609.973944816892,0.3006,477.4536
BJ920685,2022-06-30,,10.0373,0.443,0.323,58.9203432672,10.19,29.7368,216.5544,23.027,8.5506,8.5506,9.6,6.0531,24.9833,,0.4475,0.7111,508.402037099439,0.8312,402.2346
BJ920685,2022-09-30,,16.7389,0.3877,0.586,62.4126391775,17.61,28.2894,222.0212,22.6415,6.6896,6.6896,6.37,9.5442,28.2789,,0.3848,1.0945,800.385124756285,1.2161,701.6632
BJ920685,2022-12-31,0.4366,-12.6452,0.4974,0.5472,62.5839413646,15.18,20.2551,212.9673,13.1248,11.1499,7.8659,7.23,17.7733,26.3238,,0.5159,1.3975,824.5534,1.6904,697.8097
BJ920685,2023-03-31,0.076,112.9168,0.0826,0.2029,70.0469416471,2.78,20.1649,289.4821,40.8842,2.9232,2.9232,2.74,4.4632,38.4035,,0.0875,-0.2785,1184.2105,0.3109,1028.5714
BJ920685,2023-06-30,0.1435,51.5752,0.1565,0.3562,67.3321141459,5.07,16.9893,304.2596,2.2427,9.4117,5.5234,5.43,10.5949,37.0379,1.9547,0.1662,0.5922,1254.3554,0.5916,1083.0325
BJ920685,2023-09-30,0.2147,10.3291,0.2351,0.4704,66.4372662497,6.87,17.3135,304.0541,-4.8532,7.3444,7.3444,7.29,15.5948,32.7913,,0.2491,0.7654,1257.5687,0.888,1083.902
BJ920685,2023-12-31,0.3058,33.6325,0.3329,0.7312,65.1931326974,10.43,15.9652,251.9773,0.2975,15.0746,10.9477,10.83,22.549,35.0728,4.2445,0.3622,0.8405,1177.24,1.4287,993.926
BJ920685,2024-03-31,0.0443,-83.1339,0.0483,0.0342,62.4076997764,0.54,25.5008,429.7994,-43.2784,0.5005,0.5005,0.54,3.5293,11.4192,,0.0557,-3.1761,2031.6027,0.2094,1615.7989
BJ920685,2024-06-30,0.1111,-55.538,0.1206,0.1584,62.1423235379,2.44,21.0844,347.0214,-24.0211,7.539,2.4458,2.56,8.5371,21.6741,1.5045,0.1443,0.5438,1620.162,0.5187,1247.4012
BJ920685,2024-09-30,0.1782,-44.026,0.1942,0.2633,62.4015002963,4.08,24.946,316.0112,-17.2029,3.9592,3.9592,4.17,10.8234,22.1682,,0.2421,0.965,1515.1515,0.8544,1115.2416
BJ920685,2024-12-31,0.267,-22.8191,0.2936,0.5644,61.5372230213,7.78,21.6665,251.4318,-11.8988,12.4047,7.9741,7.72,16.6155,30.7255,4.1241,0.3635,0.9876,1348.3146,1.4318,990.3714
BJ920685,2025-03-31,0.0508,151.6605,0.0565,0.0861,63.2313067145,1.2,27.3266,320.627,19.0789,1.2346,1.2346,1.19,3.2935,24.1333,,0.0792,-0.7303,1771.6535,0.2807,1136.3636
BJ920685,2025-06-30,0.1113,4.4836,0.124,0.1655,62.481053051,2.19,25.5555,297.5698,6.3909,7.2965,2.4021,2.22,7.0435,21.2856,2.036,0.1755,0.404,1617.2507,0.6049,1025.641
BJ920685,2025-09-30,0.175,11.3572,0.197,0.2932,62.7020584975,3.82,25.8588,291.4193,5.0351,4.0822,4.0822,3.81,10.4413,23.5025,,0.2756,0.8401,1542.8571,0.9265,979.6807
BJ920685,2025-12-31,0.2556,-15.3889,0.2886,0.4775,63.2009329845,6.43,21.284,265.252,0.9714,11.2443,6.4209,6.3,16.9141,25.747,4.7122,0.4008,1.3989,1408.4507,1.3572,898.2036
BJ920685,2026-03-31,0.0518,5.0361,0.0586,0.0905,62.7304610625,1.24,23.4613,379.9071,6.8285,1.2422,1.2422,1.23,3.8361,23.7283,,0.0839,-1.601,1737.4517,0.2369,1072.7056
