instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920190,2023-03-31,0.9454,0.6636,12.257532648,219.4587,2.0535,0.426,0.4101,0.8826,36.9686,1.45,211.2676,0.7084,95.1978,0.1894,3.3414,,0.8826,2.4345,-9.7725,1.45
BJ920190,2023-06-30,1.9127,-9.8457,10.4916432728,216.2422,1.9805,0.8639,0.8324,1.7269,42.3739,2.89,208.3574,1.4842,94.1078,0.2416,0.3165,772.8085,1.6541,4.2479,3.8137,2.87
BJ920190,2023-09-30,3.624,-21.6343,8.4099609179,197.5273,1.4503,1.4208,1.3669,2.0604,28.4594,3.36,190.0338,2.3535,74.5033,0.2809,3.9841,,2.0604,9.4872,7.0681,3.31
BJ920190,2023-12-31,4.9158,-48.572,8.1137648197,202.8626,1.3639,1.8455,1.7746,2.5636,42.3186,4.18,195.0691,3.1011,73.2332,0.3485,1.2372,1746.7185,2.4724,8.5069,5.797,4.12
BJ920190,2024-03-31,1.3548,-49.7365,8.0551966788,200.6689,0.9503,0.468,0.4485,0.4303,54.2365,0.72,192.3077,0.7443,66.4305,0.0595,-0.2334,,0.4303,1.6594,8.6213,0.72
BJ920190,2024-06-30,2.4969,-65.2703,8.2354692704,209.9125,0.6841,0.8931,0.8575,0.6823,56.0067,1.01,201.5452,1.4632,72.0894,0.0839,10.9877,980.9274,0.5782,3.2139,0.551,1.01
BJ920190,2024-09-30,3.6532,-35.3885,8.445316163,213.4894,0.904,1.3121,1.2647,1.0283,68.9567,2.16,205.777,2.3879,73.9078,0.1815,-8.5119,,1.0283,3.9155,3.6598,2.16
BJ920190,2024-12-31,6.8789,-38.0302,7.8951413584,199.4018,0.7308,1.8745,1.8054,1.2497,66.3656,2.54,192.0512,3.4924,52.3339,0.216,-10.1354,2555.443,1.1585,5.4245,15.6542,2.52
BJ920190,2025-03-31,1.2175,64.3589,9.2921940308,287.6318,1.7123,0.3235,0.3129,0.5475,96.8263,1.11,278.2071,0.665,73.922,0.0978,25.408,,0.5475,0.9295,-8.7883,1.1
BJ920190,2025-06-30,2.1357,75.826,8.3632808026,257.4371,1.0626,0.7353,0.6992,0.7873,76.7787,1.66,244.798,1.6238,84.2815,0.1475,-1.9234,1372.7245,0.7002,2.3444,13.1913,1.68
BJ920190,2025-09-30,3.7221,13.0604,8.4326567451,222.5152,0.8974,1.2808,1.2134,1.0773,75.4991,2.31,210.8057,2.6689,72.5397,0.2052,-5.8583,,1.0773,3.5762,13.8974,2.34
BJ920190,2025-12-31,4.9074,9.4154,7.9740084119,212.7408,0.7843,1.8009,1.6922,1.5198,69.9111,2.64,199.9,3.5176,73.3586,0.2363,-0.1465,1161.4036,1.3927,5.1494,1.9453,2.67
BJ920190,2026-03-31,0.6256,48.9083,10.1181289785,265.5651,2.1821,0.3675,0.3389,0.6495,63.1535,1.7,244.898,0.773,143.8619,0.1456,-15.4123,,0.6495,1.4251,16.8478,1.69
