instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688300,2021-03-31,63.78,0.1232,105.7052,98.7015,1.1635,3.134,3.73,0.1708,26.3163,3.134,0.4267,0.1419,730.5195,1.4111,85.5188,526.9321,3.67,41.6804025172,,1.0524
SH688300,2021-06-30,60.5327,0.2545,85.0466,69.2513,1.2172,14.9824,7.94,0.3602,27.3802,6.7121,0.9205,0.2943,707.2692,2.9736,86.6384,499.7224,7.91,43.4115819575,1.4092,2.0776
SH688300,2021-09-30,63.5085,0.3916,81.9064,63.4119,0.8066,10.4565,12.78,0.5704,28.3182,10.4565,1.4998,0.4522,689.4791,4.2514,87.4041,473.352,12.28,44.3206587931,,3.0891
SH688300,2021-12-31,65.4331,0.5211,55.8543,54.5533,0.8875,21.529,16.86,0.7718,27.6717,13.2476,2.0107,0.6072,690.8463,5.5018,84.7597,466.4421,15.81,42.4618977283,2.2264,4.2473
SH688300,2022-03-31,60.3946,0.1345,16.3543,27.2842,0.1472,3.2022,3.83,0.2144,24.0565,3.2022,0.4965,0.1591,669.145,1.4902,89.1354,419.7761,3.76,38.9542254475,,1.0097
SH688300,2022-06-30,65.7462,0.261,16.539,21.3191,1.1218,15.6072,8.22,0.4344,26.3014,6.6741,1.0727,0.3148,689.6552,2.7378,92.5402,414.3646,8.13,39.6449271536,0.9471,1.9451
SH688300,2022-09-30,72.0365,0.364,1.8065,7.1369,1.2432,9.5454,11.61,0.6039,26.9093,9.5454,1.5269,0.4304,741.7582,3.7481,88.3219,447.0939,11.19,39.7416759597,,3.057
SH688300,2022-12-31,68.5714,0.4658,8.8928,5.9619,1.2786,21.3006,16.32,0.7928,28.4371,12.2423,1.51,0.5697,772.8639,5.25,91.5215,454.0868,15.3,39.1975329571,1.454,3.9335
SH688300,2023-03-31,72.2138,0.094,-32.7249,-18.2588,1.4946,1.854,2.31,0.1715,19.7991,1.854,0.2304,0.1166,957.4468,1.2463,103.4483,524.7813,2.28,36.5803572855,,0.87
SH688300,2023-06-30,71.8219,0.2025,-20.8055,-10.4221,1.5201,15.0024,5.85,0.3679,23.2527,4.669,0.3932,0.2537,888.8889,2.5062,95.8313,489.2634,5.86,38.1452451631,0.578,1.8783
SH688300,2023-09-30,70.5292,0.3198,-4.9023,4.7214,1.0029,7.5316,9.9,0.5663,24.4364,7.5316,0.6721,0.4042,844.2777,3.8282,93.2836,476.7791,9.62,39.9292046212,,2.8944
SH688300,2023-12-31,67.858,0.4323,-7.568,7.5123,1.4193,20.4164,13.6,0.7917,24.4483,9.9159,0.9367,0.5522,832.755,5.3052,90.4591,454.7177,12.91,39.2584017993,1.3015,3.9797
SH688300,2024-03-31,69.1085,0.1142,79.9381,39.4576,-0.2907,2.8904,3.76,0.2099,25.5462,2.8904,0.2782,0.1473,788.0911,1.3023,86.4304,428.7756,3.69,40.7128113035,,1.0413
SH688300,2024-06-30,64.9773,0.2476,60.8572,41.1489,0.8521,17.7766,8.54,0.4573,26.4994,6.4298,0.6325,0.3259,726.979,2.7702,84.6939,393.6147,8.55,41.8437032596,0.8291,2.1253
SH688300,2024-09-30,67.766,0.3777,48.097,35.7942,0.6832,9.6371,13.32,0.6961,26.6503,9.6371,0.9953,0.4976,714.8531,3.9843,83.6457,387.8753,12.83,42.1647912059,,3.2279
SH688300,2024-12-31,60.2178,0.5154,44.4727,34.9423,1.0133,24.4732,17.81,0.9332,26.175,12.7474,1.3533,0.6727,698.4866,5.9783,81.0428,385.7694,16.67,40.3762563473,1.7275,4.4421
SH688300,2025-03-31,71.3323,0.1212,21.988,17.9988,0.3011,3.2057,4.1,0.2186,26.4099,3.2057,0.3394,0.1551,742.5743,1.2617,88.5304,411.7109,4.01,40.6209818956,,1.0166
SH688300,2025-06-30,64.4792,0.2639,18.01,17.1192,0.3091,20.1166,8.97,0.461,26.7009,7.0635,0.5742,0.3394,682.0765,2.7916,89.2724,390.4555,8.93,40.8414489195,0.9028,2.0163
SH688300,2025-09-30,67.2931,0.3932,19.0123,18.7588,0.6012,9.9176,14.05,0.6619,26.7072,9.9176,0.9112,0.5246,686.6734,4.0123,87.7535,407.9166,13.47,41.4071010505,,3.0768
SH688300,2025-12-31,66.9319,0.5271,16.4179,16.1547,0.873,25.492,18.38,0.8788,26.2343,12.9466,1.2119,0.6943,682.9824,5.3786,83.8907,409.6495,17.16,40.6598530917,1.9329,4.2913
SH688300,2026-03-31,75.5604,0.1137,13.6408,23.1561,-0.0171,2.4595,4.11,0.1687,24.3694,2.4595,0.2967,0.1663,791.5567,1.1911,86.4387,533.4914,3.91,40.0209209477,,1.0412
