instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ000970,2021-03-31,71.9131,4.6182,0.233,1.08,136.9446,0.0557,0.8192,0.1793,0.776,1.07,501.952,,403.1482,115.9794,0.8192,0.6572,0.246,365.8537,-0.3721,14.384044041
SZ000970,2021-06-30,68.1833,5.0659,0.5056,1.99,140.4275,0.1328,17.2096,0.3703,1.5856,2.45,486.0924,2.6046,541.4682,113.5217,1.77,1.2818,0.5014,358.9948,-0.2022,15.3351141849
SZ000970,2021-09-30,64.3196,5.2662,0.8796,4.35,124.1836,0.2428,3.0602,0.6319,2.4934,4.29,427.2828,,250.7266,108.2859,3.0602,2.1742,0.8505,317.4603,-0.5217,15.3943409388
SZ000970,2021-12-31,53.6027,6.6765,1.253,8.29,134.8214,0.4479,19.0203,0.8736,3.5012,8.0,412.0879,6.4275,204.4579,102.8219,5.1488,2.6702,1.1638,309.3315,-1.3698,16.1606982204
SZ000970,2022-03-31,67.9711,9.0138,0.3395,3.28,167.754,0.1601,1.8441,0.2179,0.9116,2.85,413.0335,,227.8451,98.7275,1.8441,0.5365,0.2807,320.627,-1.7649,17.475449195
SZ000970,2022-06-30,68.4415,10.1255,0.7291,7.2,155.9117,0.3918,16.4487,0.4627,1.818,6.8,389.021,4.1599,236.6775,99.0099,4.3039,1.1545,0.5979,301.0537,-1.5039,18.022089353
SZ000970,2022-09-30,52.8779,9.8511,1.1402,10.61,142.3375,0.6083,6.4561,0.7246,2.6425,9.99,372.6194,,185.9777,102.176,6.4561,1.8969,0.9354,288.6466,-1.1132,18.0377013954
SZ000970,2022-12-31,35.966,10.3586,1.4344,15.45,147.3538,0.8278,20.511,0.9262,3.6369,13.17,388.6849,7.5111,110.95,98.9854,8.5924,2.4431,1.1957,301.0789,-0.3871,18.3338860458
SZ000970,2023-03-31,2.6135,5.7131,0.2883,1.56,167.9104,0.1041,1.09,0.19,0.7678,1.55,473.6842,,-34.962,117.218,1.09,0.536,0.2448,367.6471,3.9183,17.2190073202
SZ000970,2023-06-30,-8.5048,5.4331,0.5623,2.5,166.8985,0.1924,15.1194,0.3752,1.531,2.51,479.7441,2.9701,-50.9062,117.5702,2.0823,1.0785,0.4872,369.4581,3.6091,14.8174357858
SZ000970,2023-09-30,-14.5215,4.7239,0.8354,3.43,160.3992,0.2494,2.7775,0.5672,2.3072,3.42,476.0226,,-59.0101,117.025,2.7775,1.6833,0.7382,365.7545,3.8926,13.4844894706
SZ000970,2023-12-31,-13.9729,4.3276,1.0834,4.23,167.3407,0.2975,15.7185,0.729,3.1362,4.18,493.8272,5.2062,-64.0595,114.7886,3.2243,2.1513,0.9536,377.5168,3.9555,12.7066830745
SZ000970,2024-03-31,-25.4314,-6.7346,0.213,-1.51,183.8611,-0.0915,-1.0338,0.1503,0.731,-1.52,598.8024,,-187.9014,123.119,-1.0338,0.4895,0.2028,443.787,0.102465219807,9.6135470084
SZ000970,2024-06-30,-23.5831,-2.5025,0.426,-1.1,179.4437,-0.0677,13.5637,0.3058,1.5125,-1.12,588.62,1.8476,-135.1978,119.0083,-0.7998,1.0031,0.4149,433.8395,0.233187464513,9.9450167767
SZ000970,2024-09-30,-22.3669,-0.9155,0.6459,-0.64,176.3784,-0.0375,-0.4462,0.4647,2.216,-0.65,581.02,,-115.0449,121.8412,-0.4462,1.5308,0.6291,429.1845,0.187356638447,10.4967596351
SZ000970,2024-12-31,-19.2307,0.34,0.8738,0.18,177.1305,0.0189,14.9235,0.6258,3.0973,0.19,575.2637,3.7157,-93.6541,116.2303,0.2216,2.0324,0.8454,425.8339,57.7717,10.6914563104
SZ000970,2025-03-31,-11.5755,1.3663,0.1945,0.21,178.6778,0.0164,0.201,0.144,0.7523,0.21,625.0,,113.662143469782,119.6331,0.201,0.5037,0.1989,452.4887,4.9328,8.6539077178
SZ000970,2025-06-30,-11.1655,1.6936,0.3892,0.68,185.2996,0.0407,16.8255,0.2887,1.4988,0.68,623.4846,1.5868,160.816310179293,120.0961,0.5005,0.9714,0.397,453.4005,2.6979,9.2641293859
SZ000970,2025-09-30,-2.6505,2.2297,0.6433,1.39,176.3438,0.0889,1.027,0.4644,2.2875,1.39,581.3953,,314.797993332718,118.0328,1.027,1.5311,0.6299,428.6395,1.7089,11.0060618496
SZ000970,2025-12-31,-1.6328,1.72,0.88,1.41,176.4619,0.0939,17.1425,0.6449,3.271,1.4,558.2261,3.6172,397.5938,110.0581,1.1158,2.0401,0.8812,408.5338,-0.686,10.7819697521
SZ000970,2026-03-31,14.7854,1.2738,0.2246,0.25,191.8977,0.0176,0.2163,0.1667,0.8651,0.25,539.892,,7.0141,104.0342,0.2163,0.469,0.2283,394.2181,-0.2601,12.8401323828
