instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ000042,2021-03-31,168.514,-9.7459,0.2255,-1.6,1785.7143,-0.268,-0.418,0.042,13.3094,-1.61,2142.8571,,-67.129349880725,6.7621,-0.418,0.0504,0.0479,1878.9144,-0.059322026634,15.832560585
SZ000042,2021-06-30,12.4987,4.9626,0.4779,3.47,2038.5051,0.2953,3.1119,0.0911,31.2039,3.42,1975.8507,3.7208,80.8545,5.7685,0.4627,0.0883,0.1037,1735.7763,-0.6546,31.8415041545
SZ000042,2021-09-30,5.1646,3.6199,0.7241,4.15,1905.434,0.3268,0.5019,0.1368,43.2241,4.07,1973.6842,,336.3247,6.2465,0.5019,0.1417,0.1558,1732.991,-1.2448,27.3363945734
SZ000042,2021-12-31,-18.892,0.753,1.0564,2.59,1748.4216,0.0983,2.9122,0.202,56.865,2.56,1782.1782,8.1777,-59.1581,6.3308,0.1577,0.2059,0.2311,1557.7672,2.2024,29.542002473
SZ000042,2022-03-31,-36.5658,5.06,0.1404,0.45,3571.4286,0.0883,0.146,0.0284,5.2869,0.45,3169.0141,,129.036631005106,17.0232,0.146,0.0252,0.0328,2743.9024,-20.6264,38.170024054
SZ000042,2022-06-30,18.1698,5.4818,0.5602,3.16,1686.9728,0.3855,3.6757,0.1168,21.6861,3.12,1541.0959,4.5262,30.5327,8.3002,0.6632,0.1067,0.1353,1330.3769,-2.3812,36.8172357886
SZ000042,2022-09-30,0.9731,4.3051,0.726,3.53,1856.9464,0.3924,0.6924,0.1532,27.9026,3.48,1762.4021,,20.0869,9.6765,0.6924,0.1454,0.1778,1518.5602,1.8575,34.1772287093
SZ000042,2022-12-31,-18.3618,0.1271,0.8614,0.99,2160.8643,0.0135,3.2183,0.1813,39.7108,0.98,1985.6591,7.0356,-86.2154,9.0655,0.0245,0.1666,0.2114,1702.9328,108.6844,35.8012294092
SZ000042,2023-03-31,114.723,1.4501,0.3119,0.78,1359.5166,0.0543,0.1025,0.0693,13.5748,0.79,1298.7013,,-38.4643,6.6299,0.1025,0.0662,0.0823,1093.5601,11.7367,32.2168599755
SZ000042,2023-06-30,-22.0209,-1.6603,0.4596,-0.25,1846.1538,-0.091,3.2044,0.1015,19.391,-0.26,1773.399,3.8071,-123.6182,9.2827,-0.172,0.0975,0.1205,1493.7759,0.325213633853,31.045734482
SZ000042,2023-09-30,-28.2681,-3.4071,0.5511,-1.39,2351.9164,-0.2228,-0.4231,0.1213,21.2006,-1.42,2225.8862,,-156.7705,12.7355,-0.4231,0.1148,0.1443,1871.1019,0.225162278034,31.9037938334
SZ000042,2023-12-31,7.589,-27.7659,1.1051,-26.66,1715.9199,-3.1826,-2.9304,0.2254,37.8252,-32.16,1597.1606,8.0536,-23595.138,9.5175,-6.8377,0.2098,0.2698,1334.3217,0.177403349342,34.2316753446
SZ000042,2024-03-31,-31.6268,4.8083,0.3031,1.49,1734.104,0.1231,0.2622,0.0548,6.9665,1.47,1642.3358,,126.7138,12.919,0.2622,0.0519,0.0666,1351.3514,11.0425,34.7893997174
SZ000042,2024-06-30,-35.742,-18.4319,0.4371,-7.52,2531.6456,-0.6495,2.4933,0.0743,8.992,-7.81,2422.611,2.5784,-2009.34696270546,20.0178,-1.3432,0.0711,0.09,2000.0,0.977175546768,35.4553523731
SZ000042,2024-09-30,-11.1513,-13.9513,0.7279,-9.47,2141.1578,-0.8105,-1.7484,0.1251,14.3888,-9.94,2158.2734,,-388.993639490774,18.7646,-1.7484,0.1261,0.1513,1784.534,0.802597321696,31.8446173262
SZ000042,2024-12-31,-43.2635,-57.9514,1.0001,-44.93,2599.278,-3.7688,-4.0759,0.1404,15.8671,-61.78,2564.1026,4.843,-9.750431926183,22.6885,-8.1801,0.1385,0.1702,2115.1586,1.308207854847,35.812009107
SZ000042,2025-03-31,-38.3131,13.3699,0.3309,4.1,3396.2264,0.2112,0.4469,0.0339,3.2066,4.0,2654.8673,,71.5259,28.0671,0.4469,0.0265,0.0408,2205.8824,18.961,53.5173345483
SZ000042,2025-06-30,-28.4043,11.0674,0.5336,5.66,3501.9455,0.2792,2.8534,0.0527,5.2775,5.53,3415.5598,2.0052,145.602764938564,34.1071,0.5622,0.0514,0.064,2812.5,20.0734,43.69092147
SZ000042,2025-09-30,-46.9989,2.7335,0.665,1.88,4147.4654,0.0842,0.1619,0.0628,6.6847,1.87,4299.3631,,111.859041283623,40.3907,0.1619,0.0651,0.0757,3566.7107,91.101,40.7326890919
SZ000042,2025-12-31,-39.9932,-44.4384,1.0487,-32.1737,4040.404,-1.7342,-1.1837,0.0803,9.2035,-38.69,4483.188,3.1496,55.430170405946,39.1156,-3.3923,0.0891,0.0969,3715.1703,2.09686685453,37.1432289491
SZ000042,2026-03-31,-66.4416,-18.7084,0.1911,-2.88,7826.087,-0.0992,-0.1955,0.0104,1.4638,-2.92,8653.8462,,-146.9579,61.4838,-0.1955,0.0115,0.0125,7200.0,0.135523835558,40.2461182169
