instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SH601989,2021-03-31,99.2992,386.2661,0.0408,1472.9951,0.1132,0.233,2205.8824,0.0826,0.24,57.5108,0.0611,10.0169368453,0.24,-1.5671,0.1132,0.0088,0.943,,2.8091,95.4401
SH601989,2021-06-30,269.1839,335.5079,0.0933,1284.7966,12.3344,0.5365,1929.2605,0.1881,0.19,-6.9601,0.1401,7.6493325262,0.19,-16.3151,0.0886,0.0068,2.0981,0.5295,0.9554,85.7919
SH601989,2021-09-30,149.297812488568,334.7384,0.1391,1311.3162,0.0105,0.8066,1941.0496,0.2884,0.06,0.3118,0.2059,7.2266793126,0.06,-220.9238,0.0105,0.0009,3.024,,0.0783,89.2857
SH601989,2021-12-31,158.254905320233,263.7749,0.2243,1081.7308,12.3062,1.3648,1604.9933,0.4591,0.26,13.2732,0.3328,7.9638824297,0.26,-15.6354,0.0638,0.005,5.1131,1.2618,0.2907,70.4074
SH601989,2022-03-31,-78.9681,463.4398,0.0336,1840.4908,0.0228,0.1942,2678.5714,0.071,0.07,-14.1694,0.0489,11.2698098182,0.07,-65.3871,0.0228,0.0018,0.7297,,0.6883,123.3384
SH601989,2022-06-30,-512.6049,361.3732,0.0803,1557.0934,11.4783,0.4981,2241.594,0.1737,-0.69,-7.8237,0.1156,5.5514061737,-0.69,-0.363177682295,-0.3327,-0.028,1.6517,0.4771,-4.2768,108.9786
SH601989,2022-09-30,-6861.6203,310.6305,0.1401,1343.2836,-0.6913,0.8692,1927.1949,0.3036,-1.48,4.4866,0.201,5.4902848687,-1.49,-0.263993864006,-0.6913,-0.0577,2.9032,,-5.0689,93.0008
SH601989,2022-12-31,-2216.2047,229.9438,0.2393,1047.4251,10.913,1.5656,1504.3878,0.5189,-2.68,11.6734,0.3437,7.7911973562,-2.71,-0.081505039069,-1.2879,-0.1067,5.1995,1.3859,-5.5095,69.2374
SH601989,2023-03-31,42.5766,425.7332,0.0363,1754.386,0.0321,0.2114,2479.3388,0.081,0.08,11.5978,0.0513,15.7331440248,0.08,-79.0543,0.0321,0.0026,0.7627,,0.8794,118.0018
SH601989,2023-06-30,132.977212688312,349.0401,0.0888,1435.4067,12.5282,0.5157,2027.027,0.2002,0.23,12.9303,0.1254,10.2656000875,0.23,-36.3769,0.0944,0.0079,1.8259,0.5263,1.0683,98.5815
SH601989,2023-09-30,91.227498134007,292.8734,0.1554,1242.5219,-0.0595,0.9219,1737.4517,0.3603,-0.13,16.7169,0.2173,8.7238869327,-0.13,0.090842697999,-0.0595,-0.0052,3.2229,,-0.395,83.7755
SH601989,2023-12-31,64.419797656299,231.11,0.2417,1057.2687,11.9688,1.5577,1489.4497,0.5563,-0.94,5.75,0.3405,9.7188130138,-0.94,0.096259403371,-0.4025,-0.0349,5.3544,1.4357,-1.7028,67.2344
SH601989,2024-03-31,123.8066,296.9317,0.0514,1246.5374,0.0679,0.3031,1750.9728,0.1211,0.16,49.0038,0.0722,12.8491227372,0.16,-24.1293,0.0679,0.0059,1.1379,,1.3209,79.0931
SH601989,2024-06-30,199.0568,277.0083,0.1106,1165.8031,12.7427,0.6498,1627.4864,0.2629,0.64,31.0451,0.1544,12.3728557892,0.64,-11.0814,0.2668,0.0236,2.4009,0.6744,2.4379,74.9719
SH601989,2024-09-30,951.130593606042,261.5265,0.1704,1130.6533,0.4356,1.0324,1584.507,0.4183,1.1,16.3948,0.2388,12.4260465067,1.11,5.6935,0.4356,0.0413,3.7615,,2.6712,71.7799
SH601989,2024-12-31,266.604544620865,215.427,0.2642,983.3379,11.5279,1.6711,1362.6041,0.6596,1.56,18.723,0.3661,10.8067713752,1.56,7.1383,0.5986,0.0583,6.2818,1.6483,2.3985,57.3084
SH601989,2025-03-31,288.7222,265.3302,0.0546,1206.4343,0.2319,0.3392,1648.3516,0.1442,0.62,20.1485,0.0746,12.8790760141,0.61,-5.9934,0.2319,0.0229,1.3005,,4.2736,69.2042
SH601989,2025-06-30,226.6342,188.8971,0.1471,894.1878,12.0668,0.9529,1223.6574,0.3826,2.06,47.5912,0.2013,10.7108524381,2.04,-2.9293,0.7947,0.0772,3.2618,0.9597,5.3953,55.1843
