instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ300176,2021-03-31,29.9152,0.9933,0.3372,0.34,105.6958,0.0081,0.1588,0.1627,0.9078,0.33,553.1653,,143.264843299134,99.1408,0.1588,0.8515,0.3541,254.1655,3.2639,16.5012279546
SZ300176,2021-06-30,20.008,0.5986,0.6298,0.38,109.1769,0.0091,55.5791,0.3103,1.7978,0.38,580.0838,0.7165,-156.305977310281,100.1224,0.1864,1.6487,0.6891,261.2103,10.5109,14.1376888744
SZ300176,2021-09-30,8.2285,-1.5368,0.9669,-1.49,109.3162,-0.0357,-0.7707,0.4854,2.6542,-1.49,556.2423,,-497.6206,101.7256,-0.7707,2.4699,1.0965,246.238,0.018154317517,13.0371276969
SZ300176,2021-12-31,9.6573,-3.6933,1.407,-5.12,95.7854,-0.1227,55.9739,0.6786,3.6965,-5.31,530.504,1.6071,-405.7287,97.3894,-2.5269,3.7584,1.4768,243.7703,0.050005334685,11.3155380407
SZ300176,2022-03-31,24.0713,-4.3904,0.4431,-1.95,90.4523,-0.0445,-0.8777,0.2042,1.1266,-1.96,440.7444,,-648.3786,79.8864,-0.8777,0.995,0.4216,213.4725,0.088609520128,6.7444664548
SZ300176,2022-06-30,15.2026,-3.0625,0.7702,-2.36,110.3414,-0.0538,55.7137,0.3508,2.0114,-2.39,513.1129,0.9326,-689.4007,89.4899,-1.0419,1.6313,0.7511,239.6485,0.066288755454,9.2924045637
SZ300176,2022-09-30,24.072,0.4024,1.2439,0.5,103.0967,0.0116,0.2116,0.5575,3.1865,0.5,484.3049,,126.763790009817,84.7325,0.2116,2.6189,1.1966,225.6393,33.1609,11.5651401798
SZ300176,2022-12-31,18.0588,0.6999,1.6961,1.18,101.6892,0.0274,52.8705,0.7505,4.3034,1.19,479.6802,1.8019,122.372867854279,83.6548,0.4905,3.5402,1.6557,217.4307,19.3992,13.2228382409
SZ300176,2023-03-31,3.755,-2.4074,0.4567,-1.1,92.2698,-0.0253,-0.4568,0.1888,1.184,-1.11,476.6949,,43.108307869749,76.0135,-0.4568,0.9754,0.4368,206.044,0.171297477959,10.1383235699
SZ300176,2023-06-30,14.4486,-2.0326,0.8767,-1.78,94.9517,-0.0409,54.3293,0.3621,2.2302,-1.8,497.1002,0.8071,24.040301291408,80.7103,-0.7414,1.8957,0.8331,216.0605,0.179485822461,11.0556247744
SZ300176,2023-09-30,12.5523,-0.3491,1.4035,-0.49,88.7807,-0.0113,-0.1985,0.5738,3.407,-0.49,470.5472,,-197.6592,79.2486,-0.1985,3.0412,1.2785,211.185,0.18438908744,12.9756160821
SZ300176,2023-12-31,11.6804,0.9135,1.882,1.71,93.3755,0.04,57.8516,0.7872,4.6013,1.71,457.3171,1.7876,45.776,78.2388,0.7234,3.8554,1.7606,204.4757,13.364,11.8272645066
SZ300176,2024-03-31,6.9754,2.2497,0.4783,1.08,87.1502,0.0253,0.4754,0.2073,1.2377,1.07,434.1534,,199.967354292403,72.7155,0.4754,1.0327,0.4538,198.3253,9.6316,13.8350233189
SZ300176,2024-06-30,10.9856,2.183,0.9447,2.06,89.1663,0.0487,61.7444,0.4116,2.3888,2.04,437.3178,0.9173,219.201897065575,75.3516,0.9164,2.0187,0.901,199.778,6.7417,13.5559703692
SZ300176,2024-09-30,4.0172,2.2553,1.4183,3.2,87.2882,0.076,1.4615,0.6282,3.5358,3.15,429.7994,,771.960223541928,76.3618,1.4615,3.0932,1.3797,195.6947,5.473,13.6330234945
SZ300176,2024-12-31,1.8536,1.6104,1.8783,3.02,89.1597,0.0718,62.2876,0.8098,4.7045,2.98,444.5542,1.8156,79.5492,76.5225,1.3094,4.0377,1.7615,204.3713,8.2543,13.2247192277
SZ300176,2025-03-31,5.7435,1.8516,0.4911,0.91,84.2302,0.022,0.3943,0.2148,1.2731,0.91,418.9944,,-12.9655,70.6936,0.3943,1.0685,0.4707,191.2046,6.6896,13.4087387721
SZ300176,2025-06-30,6.8536,2.0808,0.9835,2.05,85.4823,0.0496,61.3818,0.4262,2.4691,2.03,422.3369,0.9793,1.8481,72.9011,0.8694,2.1057,0.9444,190.5972,5.6103,13.8971999087
SZ300176,2025-09-30,8.2017,1.958,1.4971,2.94,82.4881,0.0714,1.189,0.6348,3.7666,2.9,425.3308,,-6.0625,71.6827,1.189,3.2732,1.3647,197.8457,6.1878,14.2144402711
SZ300176,2025-12-31,6.7351,2.6698,1.932,5.16,87.6318,0.1271,57.5913,0.8038,4.945,5.05,447.8726,1.9611,76.9483,72.8008,1.9986,4.1081,1.7876,201.3873,4.3894,14.5694004437
SZ300176,2026-03-31,-1.438,1.6334,0.4638,0.76,90.425,0.0191,0.2806,0.1778,1.1987,0.75,506.1867,,-13.0523,75.0813,0.2806,0.9953,0.4256,211.4662,5.1389,14.3371957218
