instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688003,2021-03-31,599.6003,0.0559,-1006.81799793266,25.6021,-0.746605278348,-0.9898,-1.35,0.0663,-17.4662,-0.9898,-0.1056,0.0766,1610.0179,0.1501,137.4046,1357.4661,-1.35,39.9485225812,,0.655
SH688003,2021-06-30,514.2857,0.169,-27.838,66.1026,-102.6477,2.5043,0.15,0.2042,0.5941,0.0969,0.0114,0.2473,1065.0888,0.35,103.6269,881.4887,0.15,44.4646035595,2.4212,1.737
SH688003,2021-09-30,527.6529,0.2532,23.6259,36.9726,-13.338,0.86,1.47,0.3064,3.7131,0.86,0.1136,0.3898,1066.3507,0.5117,104.4689,881.201,1.47,43.1009327584,,2.5845
SH688003,2021-12-31,267.2804,0.537,24.9062,31.2338,-1.2228,7.551,8.81,0.6712,10.6008,5.1757,0.6928,0.8199,670.3911,1.3469,74.8192,536.3528,8.71,42.4502782449,8.1738,4.8116
SH688003,2022-03-31,834.1057,0.0544,-64.330168388006,21.0533,-1.248045735019,-1.2859,-2.2,0.0733,-23.7104,-1.2859,-0.1735,0.0926,1654.4118,0.1079,173.7452,1227.8308,-2.21,37.9258170348,,0.518
SH688003,2022-06-30,611.413,0.1742,41.4547,25.0939,-93.4507,2.6341,0.2,0.2399,0.6718,0.1138,0.016,0.305,1033.2951,0.2944,117.8396,750.3126,0.21,43.7311518937,2.8603,1.5275
SH688003,2022-09-30,553.2787,0.2868,35.0742,35.5854,-12.6415,0.9876,1.95,0.3944,3.6991,0.9876,0.1525,0.5195,941.4226,0.488,148.4332,684.5842,1.91,42.9250500539,,1.819
SH688003,2022-12-31,298.4085,0.5758,13.4036,25.6022,-0.7534,7.7106,9.51,0.8197,9.5713,5.1946,0.7812,0.9859,625.2171,1.2064,89.7935,439.1851,9.03,40.5488362373,6.4629,4.0092
SH688003,2023-03-31,770.5479,0.0611,0.416428466397,28.4742,-0.461257390878,-1.1029,-2.0,0.0923,-18.3785,-1.1029,-0.1718,0.1088,1472.9951,0.1168,202.1563,975.0813,-2.01,39.7689358733,,0.4452
SH688003,2023-06-30,540.054,0.1717,36.2426,10.4093,-0.236,2.9784,0.25,0.2639,0.829,0.1394,0.0218,0.3042,1048.3401,0.3333,139.5565,682.0765,0.25,38.2026606169,1.5422,1.2898
SH688003,2023-09-30,503.5435,0.2905,38.2461,9.461,3.0452,1.3155,2.41,0.4478,4.6718,1.3155,0.2137,0.5143,929.432,0.5362,123.0517,602.9477,2.37,40.4369615704,,2.1942
SH688003,2023-12-31,326.0279,0.5354,41.4644,3.7035,1.0699,9.8249,12.0,0.8348,13.0564,6.6654,1.1181,0.9145,672.3945,1.1042,109.6658,431.241,11.21,41.4677839583,3.6574,3.2827
SH688003,2024-03-31,702.0281,0.0585,-13.625641724018,6.2023,-0.623664776615,-1.1243,-2.0,0.0932,-19.6632,-1.1243,-0.1974,0.1023,1538.4615,0.1282,224.3829,965.6652,-2.04,39.454280234,,0.4011
SH688003,2024-06-30,524.7813,0.1634,-716.5952,5.3775,-0.085194565209,2.8856,-1.42,0.2636,-4.851,-0.7731,-0.1358,0.2932,1101.5912,0.343,155.0788,682.8528,-1.48,37.8206806616,0.9392,1.1607
SH688003,2024-09-30,520.8333,0.2535,-133.2924,-3.1468,-0.168118812144,-0.3919,-0.74,0.4108,-1.6059,-0.3919,-0.0707,0.4586,1065.0888,0.5184,154.0129,657.2541,-0.76,38.9988090381,,1.7531
SH688003,2024-12-31,332.134,0.4701,-42.1208,-2.3836,-0.066,7.4614,6.55,0.7525,7.7415,3.4443,0.6433,0.8346,765.7945,1.0839,127.1501,478.4053,6.46,41.170473508,2.7795,2.8313
SH688003,2025-03-31,573.9796,0.0606,14.999097532413,13.1377,-0.437984037186,-0.8988,-1.68,0.0982,-14.8165,-0.8988,-0.1673,0.1136,1485.1485,0.1568,222.387,916.4969,-1.69,30.439322412,,0.4047
SH688003,2025-06-30,477.707,0.1572,45.924600594764,10.3224,0.04901465024,3.9063,-0.74,0.2503,-2.3887,-0.3585,-0.0736,0.3146,1145.0382,0.3768,160.1851,719.137,-0.77,34.812983142,1.0216,1.1237
SH688003,2025-09-30,466.4824,0.2618,-10.984312033211,14.7871,0.032035475045,-0.3955,-0.8,0.423,-1.5579,-0.3955,-0.0784,0.5134,1031.3216,0.5788,150.0417,638.2979,-0.81,35.6127895139,,1.7995
SH688003,2025-12-31,341.1999,0.4197,-39.3068,11.2549,1.0611,5.3743,3.93,0.6286,4.2232,1.5385,0.389,0.9048,857.7555,1.0551,133.7097,572.7012,3.8,38.8684909475,3.1596,2.6924
SH688003,2026-03-31,535.3956,0.0773,114.535758273356,75.6096,-9.1249,0.0886,0.23,0.11,1.1571,0.0886,0.0229,0.1897,1164.295,0.1681,143.3121,818.1818,0.23,40.9754932736,,0.628
