instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002792,2021-03-31,47.4862,4.6457,0.1687,0.76,134.0882,0.0472,0.5117,0.1093,0.5408,0.78,823.4218,,157.411646810888,166.4201,0.5117,0.6712,0.1351,666.1732,8.6013,25.1168196502
SZ002792,2021-06-30,13.8596,7.5448,0.4267,3.13,100.2618,0.1914,11.22,0.2827,1.2427,3.34,636.7174,2.135,114.234,144.8459,2.2305,1.7953,0.3521,511.2184,4.2463,22.9171808455
SZ002792,2021-09-30,5.9399,6.3858,0.6278,3.91,97.9752,0.2396,2.7712,0.4167,1.8064,4.14,647.9482,,20.8377,149.4686,2.7712,2.7558,0.519,520.2312,1.7299,22.2040391472
SZ002792,2021-12-31,-8.131,3.001,0.5777,2.01,152.8143,0.1035,8.1295,0.3971,2.4039,1.52,906.5727,3.3008,-45.4273,149.7566,1.0891,2.3558,0.4807,748.9078,4.0758,21.3771474485
SZ002792,2022-03-31,17.8125,4.9658,0.1487,0.73,142.0903,0.0499,0.5249,0.1057,0.6654,0.74,851.4664,,25.9309,135.257,0.5249,0.6334,0.1278,704.2254,-3.1727,19.8860920592
SZ002792,2022-06-30,-6.3359,6.2755,0.294,1.84,136.2398,0.1253,8.7029,0.2114,1.3352,1.83,851.4664,1.8632,-22.0932,134.8113,1.3352,1.3212,0.2556,704.2254,-0.1602,19.9514143014
SZ002792,2022-09-30,-11.4238,6.0661,0.4115,2.49,150.2504,0.1694,1.8476,0.2991,1.9608,2.48,902.7081,,-15.8585,137.6989,1.8476,1.797,0.3615,746.888,0.3884,20.0892591273
SZ002792,2022-12-31,1.4459,5.7955,0.5147,2.97,153.4658,0.2028,10.66,0.3805,2.6199,2.96,946.1235,3.3628,95.9102,137.4098,2.2822,2.3458,0.461,780.9111,1.5508,20.3903088214
SZ002792,2023-03-31,-39.8415,14.1055,0.0876,1.24,183.4862,0.0853,0.9701,0.0684,0.5121,1.23,1315.7895,,70.8804,175.7469,0.9701,0.4905,0.081,1111.1111,-1.5224,15.9576422891
SZ002792,2023-06-30,-32.3329,7.7169,0.1954,1.51,179.6945,0.1043,9.4916,0.1515,1.1206,1.5,1188.1188,1.5301,-16.7906,160.6282,1.165,1.0017,0.1818,990.099,-2.0473,19.00893918
SZ002792,2023-09-30,-23.552,6.6265,0.3093,2.05,163.3888,0.1415,1.5905,0.2402,1.6177,2.04,1124.0633,,-16.4887,166.9036,1.5905,1.6525,0.2859,944.3861,-2.655,21.1043719738
SZ002792,2023-12-31,-8.0328,6.2726,0.4652,2.91,140.2798,0.2018,10.2185,0.3551,2.3585,2.9,1013.7989,3.663,-0.4621,152.6394,2.1845,2.5663,0.4375,822.8571,-0.5225,20.173781122
SZ002792,2024-03-31,-2.8026,2.0729,0.0842,0.17,188.4817,0.0122,0.1357,0.0645,0.4052,0.17,1395.3488,,-85.716,222.1125,0.1357,0.4775,0.0806,1116.6253,-16.8072,26.7756196712
SZ002792,2024-06-30,0.6424,4.3747,0.1968,0.85,147.6984,0.0458,9.7395,0.1517,0.9421,0.87,1186.5524,1.853,-42.9459,191.0625,0.685,1.2187,0.1927,934.0944,-2.9847,24.437300469
SZ002792,2024-09-30,-1.7932,6.1075,0.302,1.91,148.2376,0.0986,1.4597,0.2328,1.4166,1.85,1159.7938,,-9.4853,190.5972,1.4597,1.8214,0.2953,914.3244,-1.2984,25.3881117696
SZ002792,2024-12-31,-7.7119,3.4661,0.4277,1.48,118.4834,0.0792,10.7952,0.3326,2.0648,1.49,1082.3812,4.0687,-49.0042,174.351,1.1947,3.0384,0.4306,836.0427,-0.0366,22.2109218731
SZ002792,2025-03-31,6.084,4.4604,0.09,0.4,124.9826,0.0214,0.3208,0.0721,0.4524,0.4,1248.2663,,128.2635,198.939,0.3208,0.7201,0.0978,920.2454,-5.6945,26.3287211744
SZ002792,2025-06-30,-2.5483,4.0952,0.191,0.79,110.742,0.0418,10.6962,0.1538,0.9746,0.78,1170.3511,1.7661,-8.7755,184.6912,0.6296,1.6254,0.2048,878.9063,-0.7028,24.0778013575
SZ002792,2025-09-30,-3.3392,3.1026,0.2922,1.0,107.8275,0.0482,0.7254,0.2345,1.5537,0.91,1151.3859,,-50.8971,173.7787,0.7254,2.504,0.3144,858.7786,2.8084,22.3893383121
SZ002792,2025-12-31,-7.0093,3.6909,0.3952,1.47,98.5114,0.0781,10.845,0.3146,2.156,1.46,1144.3102,4.1109,-0.9782,166.9759,1.1398,3.6544,0.4304,836.4312,0.0528,20.1712348459
SZ002792,2026-03-31,11.5707,-4.7748,0.0986,-0.46,99.7783,-0.0255,-0.3694,0.0776,0.5929,-0.46,1159.7938,,-219.4359,151.7963,-0.3694,0.902,0.108,833.3333,-0.441914708344,19.204440702
