instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688091,2021-03-31,,,1.247378952659,,,-2.0709,,,,-2.0709,-0.0694,,,,,,-2.31,,,
SH688091,2021-06-30,,,-23.026917103112,,,-4.6911,,,,-4.6911,-0.1541,,,,,,-5.29,,,
SH688091,2021-09-30,,0.0,-37.061819107039,,,-1.6841,-5.83,0.0,,-1.6841,-0.1902,0.0,,0.0,,,-1.74,,,
SH688091,2021-12-31,8071.7489,0.0056,81.704265093454,,-11.964122523918,1.9624,-0.84,0.0078,-98.0261,-0.3329,-0.0378,0.0057,64285.7143,0.0446,362.3918,46153.8462,-0.34,92.7454683315,0.0481,0.9934
SH688091,2022-03-31,540.8654,0.0284,658.548682792746,,0.6906,2.5264,2.58,0.0341,89.5244,2.5264,0.2906,0.0288,3169.0141,0.1664,28.5162,2639.2962,2.55,93.2507504217,,3.1561
SH688091,2022-06-30,516.203,0.0587,598.760024074444,,0.478,7.3291,5.06,0.0708,84.8456,4.8782,0.5764,0.0596,3066.4395,0.3487,45.683,2542.3729,4.93,92.3004389914,0.8784,3.9402
SH688091,2022-09-30,310.4876,0.1315,617.629798322678,,0.952,7.8335,8.49,0.1582,62.6288,7.8335,0.9846,0.1355,2053.2319,0.8696,31.2612,1706.7004,8.14,92.9100695401,,8.6369
SH688091,2022-12-31,305.9403,0.1847,3674.00783402116,5686.7543,0.7755,13.0388,11.46,0.2152,60.5428,10.546,0.9928,0.1892,1949.1067,1.1767,35.503,1672.8625,10.83,92.8081078305,2.8709,10.14
SH688091,2023-03-31,208.8652,0.0667,78.9753,169.0572,0.5422,3.8802,4.09,0.0751,59.5511,3.8802,0.3824,0.0684,1349.3253,0.4309,55.3131,1198.4021,3.98,92.3124217877,,1.6271
SH688091,2023-06-30,208.6231,0.1429,70.7298,178.8759,0.5365,9.7301,7.59,0.1609,51.9431,7.1738,0.6578,0.1478,1259.6221,0.8628,70.2576,1118.7073,7.47,93.0767432841,2.4815,2.562
SH688091,2023-09-30,306.2613,0.1945,25.3993,67.8665,0.4802,8.6144,9.43,0.2185,46.7848,8.6144,0.8253,0.2033,1388.1748,0.8816,85.1332,1235.6979,9.15,93.2267906964,,3.1715
SH688091,2023-12-31,346.988,0.2461,13.0895,52.6778,0.5358,12.9016,11.78,0.2757,44.8445,10.2681,1.0207,0.2588,1462.82,1.0375,92.6426,1305.7671,11.03,93.4530761545,3.6497,3.8859
SH688091,2024-03-31,706.9914,0.0431,-46.9732,-25.6458,0.9897,1.8059,1.97,0.0479,42.4698,1.8059,0.1843,0.0464,2088.1671,0.1273,181.6714,1878.9144,1.95,94.5669276353,,0.4954
SH688091,2024-06-30,803.9303,0.0784,-66.8533,-39.1699,0.1384,5.2946,2.34,0.1048,28.3041,2.2473,0.1677,0.0834,2295.9184,0.2239,208.1406,1717.5573,2.36,94.5895174089,1.0749,0.8648
SH688091,2024-09-30,860.4207,0.1108,-73.4581,-39.2524,0.6018,2.3299,2.37,0.1502,20.4413,2.3299,0.1685,0.1169,2436.8231,0.3138,206.8173,1797.6032,2.41,94.5800544962,,1.3055
SH688091,2024-12-31,993.3775,0.1149,-95.6824,-51.8304,5.6538,4.0938,0.49,0.1585,4.0196,0.4817,0.0338,0.1209,3133.1593,0.3624,195.196,2271.2934,0.5,92.3170356531,1.5412,1.8443
SH688091,2025-03-31,323.2759,0.0487,-51.3813,3.3903,-2.4998,0.9671,1.0,0.0917,19.9712,0.9671,0.0686,0.0502,1848.0493,0.2784,62.5217,981.4613,1.0,81.3862102369,,1.4395
SH688091,2025-06-30,331.1868,0.109,10.1275,31.4837,-0.7797,6.4061,2.67,0.2106,23.7068,2.5435,0.1839,0.1124,1651.3761,0.5435,79.5967,854.7009,2.63,82.5718075657,1.4458,2.2614
SH688091,2025-09-30,369.4076,0.1625,46.1166,43.3466,-0.4229,3.2817,3.54,0.3315,20.8363,3.2817,0.2451,0.1697,1661.5385,0.7309,81.7018,814.4796,3.47,83.2850425804,,3.3047
SH688091,2025-12-31,363.1595,0.2125,825.4933,82.1425,-0.3002,8.4093,4.5,0.4492,20.4241,4.2275,0.3123,0.223,1694.1176,0.9913,84.1987,801.4248,4.51,83.1156136244,2.7772,4.2756
SH688091,2026-03-31,438.5965,0.0515,28.067,11.4395,1.0414,1.1752,1.26,0.1245,22.951,1.1752,0.0879,0.055,1747.5728,0.2052,121.6545,722.8916,1.25,85.2563446828,,0.7398
