instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
BJ920790,2021-06-30,,-59.7955,0.4785,0.1119,33.8527008759,3.42,77.2665,151.2859,-6.0753,3.1458,3.1458,3.59,2.3296,7.3097,,0.4494,-0.9057,427.373094425895,1.1898,400.534
BJ920790,2021-09-30,,-28.5011,0.7452,0.2523,33.1667339956,7.49,74.329,140.4933,0.5298,6.8281,6.8281,7.7,3.6325,10.3623,,0.7577,0.1333,409.142075062286,1.9218,356.3416
BJ920790,2021-12-31,,-9.9942,1.0808,0.4786,32.8169582856,14.26,66.5275,127.8954,1.9867,11.7726,11.7726,13.72,5.4113,13.1158,,1.1275,0.8325,382.258750679809,2.8148,319.2905
BJ920790,2022-03-31,,-36.630863590416,0.2219,0.0382,31.8633453667,1.03,74.7943,188.2845,15.196435697412,0.9656,0.9656,1.03,1.2033,4.8964,,0.2666,-3.8052,462.714519317498,0.478,337.5844
BJ920790,2022-06-30,,-15.3007,0.4888,0.0948,30.6886194766,2.58,74.2605,177.5498,10.5087,2.4653,2.4653,2.62,2.4239,5.6025,,0.5886,-2.1639,420.742607501792,1.0138,305.8104
BJ920790,2022-09-30,,-42.2712,0.5555,0.1168,29.7752770532,3.82,72.692,202.3381,-1.4269,2.6441,2.6441,2.69,3.7143,6.0686,,0.6457,-2.4004,538.529627963201,1.3344,418.1508
BJ920790,2022-12-31,0.7668,-37.0497,0.8554,0.2415,26.8211424549,7.55,79.9947,150.7222,3.2732,5.9228,5.2269,5.61,4.5003,7.9947,,0.9765,-1.067,469.4836,2.3885,368.6636
BJ920790,2023-03-31,0.1123,-140.8829,0.1214,-0.0125,21.1900133036,-0.2,128.0956,241.2222,-17.5456,-0.2743,-0.2743,-0.2,0.7026,-2.4278,,0.1375,-0.041539612643,801.4248,0.3731,654.5455
BJ920790,2023-06-30,0.2773,-62.5173,0.2996,0.0285,22.5732343381,0.67,116.0093,191.9386,-5.8013,1.5552,0.62,0.67,1.5516,2.2293,2.0811,0.3396,-2.0494,649.1165,0.9378,530.0353
BJ920790,2023-09-30,0.4231,-73.754,0.4598,0.0306,24.2654712095,0.7,123.2933,197.5128,0.7019,0.6754,0.6754,0.71,2.1899,1.5817,,0.5203,-4.2385,638.147,1.367,518.9314
BJ920790,2023-12-31,0.5869,-42.1402,0.6332,0.1397,25.2944625829,3.27,88.5827,186.0946,-10.5296,4.1583,3.0446,3.26,4.064,5.1701,4.3778,0.7212,3.3175,613.3924,1.9345,499.1681
BJ920790,2024-03-31,0.128,78.851924180597,0.137,-0.0007,32.485182328,-0.04,84.3724,254.8131,13.6388,-0.0143,-0.0143,-0.04,1.0667,-0.111,,0.1587,-0.17553960939,703.125,0.3532,567.1078
BJ920790,2024-06-30,0.2606,-76.4324,0.2771,0.0067,30.2371563146,0.09,85.9845,251.3966,-8.3685,1.5313,0.1527,0.1,2.0934,0.5734,1.8991,0.3254,-28.662,690.7137,0.716,553.1653
BJ920790,2024-09-30,0.4313,327.1246,0.4615,0.1309,28.4465391259,3.01,94.4684,212.5482,1.1409,2.9102,2.9102,3.08,2.8581,6.6795,,0.5361,-1.9489,626.0144,1.2703,503.6374
BJ920790,2024-12-31,0.6296,-10.0806,0.672,0.1256,25.78333612,2.87,77.9828,167.7852,5.3485,4.4297,2.82,2.92,4.6164,4.4129,4.6459,0.7848,0.863,571.7916,2.1456,458.7156
BJ920790,2025-03-31,0.1326,5973.09275423521,0.1397,0.1031,34.0213197038,2.46,117.5088,215.5172,1.3262,2.2902,2.2902,2.43,0.7659,17.3657,,0.1671,-1.2479,678.733,0.4176,538.5996
BJ920790,2025-06-30,0.2431,1784.9937,0.257,0.1266,31.1382335212,3.03,111.4551,241.1576,-8.0977,4.8317,2.8774,3.09,1.615,11.7605,1.7289,0.3073,-1.5825,740.436,0.7464,585.7468
BJ920790,2025-09-30,0.345,-34.6589,0.3662,0.0855,28.7666408664,2.12,108.1427,265.6957,-22.1844,1.9506,1.9506,2.14,2.4967,5.6087,,0.4367,-1.3885,782.6087,1.0162,618.2734
BJ920790,2025-12-31,0.553,-23.6198,0.5892,0.096,26.3503714194,2.32,81.7847,198.2488,-15.423,4.5565,2.2563,2.42,4.4018,3.9852,3.8613,0.7029,4.237,650.9946,1.8159,512.1639
BJ920790,2026-03-31,0.1584,-119.8289,0.168,-0.0204,20.769991224,-0.53,53.2229,174.8931,12.2807,-0.4911,-0.4911,-0.53,1.691,-3.0668,,0.204,0.001216090609,568.1818,0.5146,441.1765
