instrument,datetime,profit_growth,inventory_turn_days,asset_turnover,current_asset_turn_days,roa_alt,inventory_turnover,asset_turn_days,equity_turnover,roe_weighted,revenue_growth,current_asset_turnover,gross_margin,roe,ocf_to_np,roa,eps,ar_turnover,fixed_asset_turnover,net_margin,ar_turn_days
SZ002610,2021-03-31,-11.3222,37.7533,0.0487,859.5989,0.0846,2.3839,1848.0493,0.1092,0.18,-36.0395,0.1047,9.7987961247,0.18,7.0158,0.0846,0.0017,0.7952,,1.6597,113.1791
SZ002610,2021-06-30,-312.8699,26.582,0.1375,611.6208,4.8865,6.7715,1309.0909,0.3114,-1.66,-27.1323,0.2943,4.2675245861,-1.65,0.09758326229,-0.7551,-0.0149,2.3352,1.3583,-5.2689,77.0812
SZ002610,2021-09-30,-781.0898,29.157,0.2181,591.1977,-1.3366,9.2602,1237.9642,0.4927,-3.01,-16.7005,0.4567,3.4594698469,-3.0,0.011664881394,-1.3366,-0.0268,3.9031,,-5.9308,69.1758
SZ002610,2021-12-31,-1522.0679,43.6649,0.2709,624.5663,3.0643,8.2446,1328.9037,0.6443,-10.3,-16.0882,0.5764,2.4337651218,-11.15,0.211800769677,-4.6163,-0.0937,4.3198,2.1421,-16.589,83.3372
SZ002610,2022-03-31,-201.0065,46.0005,0.1063,380.3888,-0.0787,1.9565,846.6604,0.2608,-0.63,121.2884,0.2366,-1.0793592948,-0.64,-0.197614200659,-0.0787,-0.0017,1.9283,,-0.7576,46.6732
SZ002610,2022-06-30,-139.132342573712,49.9016,0.2393,360.072,4.4585,3.6071,752.1939,0.6428,-4.6,90.3768,0.4999,-1.021243835,-4.64,0.101236644085,-1.3951,-0.0345,3.875,1.3775,-6.4016,46.4516
SZ002610,2022-09-30,-126.877269741055,33.505,0.4033,338.007,-2.2709,8.0585,669.4768,1.1627,-8.0,113.29,0.7988,-0.7027126678,-8.18,0.024779745881,-2.2709,-0.0626,6.5743,,-6.4856,41.069
SZ002610,2022-12-31,-105.243047977497,27.6642,0.6478,285.4877,-1.3563,13.0132,555.7271,1.9208,-25.75,164.3393,1.261,-0.9397295936,-29.16,0.027483385296,-7.1534,-0.1846,9.1443,3.6081,-12.3607,39.3688
SZ002610,2023-03-31,242.003615132219,52.61,0.1081,459.6527,0.256,1.7107,832.5624,0.3861,1.56,25.6474,0.1958,13.5350666314,1.13,-6.5921,0.256,0.0065,1.3982,,2.3551,64.3685
SZ002610,2023-06-30,128.932819777367,38.2028,0.2444,402.6846,6.3956,4.7117,736.4975,0.8739,1.57,16.9208,0.447,10.6325194719,1.59,4.0525,0.3651,0.0094,2.5173,1.3626,1.4918,71.5052
SZ002610,2023-09-30,107.429752195091,47.6729,0.3223,451.2032,0.0118,5.6636,837.7288,1.1587,0.7,-14.0352,0.5984,9.8431741251,0.7,-48.7138,0.0118,0.0003,3.3463,,0.0366,80.6861
SZ002610,2023-12-31,0.83317850553,42.3714,0.4241,450.9583,-1.2312,8.4963,848.8564,1.6891,-40.35,-30.3199,0.7983,5.884577273,-40.69,-0.097034888114,-8.5818,-0.1997,4.2088,2.1531,-19.1869,85.5351
SZ002610,2024-03-31,-896.9992,57.2264,0.0608,727.5667,-2.2331,1.5727,1480.2632,0.2887,-11.59,-49.0032,0.1237,-8.4241703732,-11.71,-0.033217693417,-2.2331,-0.0521,0.4779,,-36.8061,188.3239
SZ002610,2024-06-30,-1609.6495,43.2183,0.1314,677.4558,-6.8317,4.1649,1369.863,0.6489,-34.59,-54.0843,0.2657,-3.2809167805,-41.78,0.248824038702,-6.8317,-0.1419,1.01,,-49.0483,178.2178
