instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688486,2021-09-30,,,,,1.0305,,,,32.0167,,,1.5978,,,,,,64.8812503581,,
SH688486,2021-12-31,157.4115,0.8194,137.9231,72.4346,1.0947,35.8376,35.9,1.067,35.9162,25.3736,,0.9809,439.3459,2.287,0.5196,337.3946,30.53,64.5859731024,4.0026,692.8355
SH688486,2022-03-31,,,,,0.3044,,,,36.2203,,,0.4819,,,,,,63.3618220429,,
SH688486,2022-06-30,202.0882,0.3634,,,0.9412,23.7692,14.65,0.5304,33.0737,11.8444,0.7781,0.4351,495.322,0.8907,1.4934,339.3665,14.11,64.3760080801,1.2686,120.5301
SH688486,2022-09-30,258.426272703765,0.5057,-3.5148,7.085,0.379,14.1705,,,28.8476,14.1705,0.9589,0.6044,533.9134,1.04478541278,11.706721266528,,16.83,63.6039486654,,23.063673752273
SH688486,2022-12-31,256.996,0.6974,-17.6786,2.9361,0.5408,32.2826,24.21,0.9954,28.7234,19.2404,1.3323,0.8146,516.203,1.4008,2.0918,361.6637,21.89,62.6409160758,2.5582,172.1001
SH688486,2023-03-31,321.4286,0.0587,-69.6316,-22.1689,0.9204,0.5217,1.1,0.0667,14.1325,0.5217,0.1054,0.0619,1533.2198,0.28,16.8505,1349.3253,0.54,54.9089671598,,5.3411
SH688486,2023-06-30,219.325,0.1504,3.7935,9.595,1.2724,6.7151,4.11,0.1713,31.3229,2.9511,0.6057,0.159,1196.8085,0.8207,14.7752,1050.7881,3.07,53.2363726004,1.4318,12.1826
SH688486,2023-09-30,203.2826,0.2462,41.3655,28.6289,0.9706,4.8755,6.16,0.2804,31.704,4.8755,1.0167,0.2593,1096.6694,1.3282,13.6517,962.9101,5.04,53.8005455014,,19.7777
SH688486,2023-12-31,191.2757,0.3501,48.392,34.1208,1.007,10.974,8.45,0.396,31.7797,6.9084,1.4828,0.3702,1028.2776,1.8821,4.2636,909.0909,7.18,53.9995255694,3.391,84.4349
SH688486,2024-03-31,150.0,0.07,324.8481,101.9488,-1.1456,2.0753,2.16,0.076,29.7312,2.0753,0.4477,0.0729,1285.7143,0.6,13.887,1184.2105,2.16,54.107524182,,6.4809
SH688486,2024-06-30,171.9198,0.1523,48.0447,65.6134,0.0084,9.1162,4.31,0.1657,28.0001,4.3541,0.6072,0.159,1181.8779,1.047,13.5434,1086.3005,4.56,54.6559714048,2.1914,13.2906
SH688486,2024-09-30,186.7737,0.2276,33.4744,50.1965,0.5189,6.5067,6.47,0.2475,28.1743,6.5067,0.9189,0.2377,1186.2917,1.4456,12.6499,1090.9091,6.82,55.9794735553,,21.344
SH688486,2024-12-31,163.0066,0.3118,40.6211,44.2075,0.8094,14.6558,10.22,0.3387,30.9894,9.6123,1.4119,0.3257,1154.5863,2.2085,14.9822,1062.8875,10.09,55.4847118015,4.6668,24.0285
SH688486,2025-03-31,214.0309,0.0719,-8.0646,4.5153,0.6319,1.8633,2.0,0.0789,26.1526,1.8633,0.2787,0.0772,1251.7385,0.4205,25.31,1140.6844,2.05,54.4347216932,,3.5559
SH688486,2025-06-30,202.2018,0.1624,15.1616,11.3503,0.7197,10.1399,5.0,0.1805,28.9585,4.6451,0.5364,0.1707,1108.3744,0.8902,24.2352,997.2299,4.9,54.876085845,2.4824,7.4272
SH688486,2025-09-30,223.862,0.2521,32.474,16.6708,0.5652,7.8533,8.6,0.2794,31.9905,7.8533,0.9338,0.2646,1071.0036,1.2061,24.7904,966.3565,8.25,55.9356745856,,10.8913
SH688486,2025-12-31,190.8599,0.3596,19.0457,21.9314,0.6539,16.0364,11.66,0.398,30.256,10.3688,1.2894,0.3799,1001.1123,1.8862,34.6017,904.5226,11.02,54.1704923919,5.6446,10.4041
SH688486,2026-03-31,260.0405,0.0771,33.5696,17.5739,0.9038,2.2868,2.41,0.0872,29.7106,2.2868,0.2856,0.0812,1167.3152,0.3461,45.2011,1032.1101,2.38,54.8997311431,,1.9911
