instrument,datetime,profit_growth,inventory_turn_days,inventory_turnover,asset_turn_days,revenue_growth,gross_margin,roe,ocf_to_np,roa,ar_turnover,net_margin,ar_turn_days
SH601299,2015-03-31,14.98395981909,209.595079696549,0.429399393012,750.297107638158,18.6744765802,21.2458327125,2.04,-0.138562282887,0.7160378853,0.674263709452,5.9693461589,133.478932261009
SH601299,2014-12-31,33.033123663729,101.340570438559,3.552377872377,464.817209415409,7.249875347932,18.8571677272,12.5,0.141493656008,4.2255658609,3.719681966374,5.4558770324,96.782467763214
SH601299,2014-09-30,65.095889153973,139.201101655012,1.939639821739,574.553776521082,9.839600366584,19.5207874069,9.31,-0.177383034744,2.9864015221,1.865131156136,6.3549936027,144.761937578352
SH601299,2014-06-30,48.612061807262,138.337916971016,1.301161705635,624.116148138993,5.162165827989,19.8829785759,5.77,-0.292113155344,1.7827563249,1.133771665302,6.181372281,158.762126015959
SH601299,2014-03-31,19.152370436448,164.023944180482,0.548700376946,771.701484723592,-16.297378472491,20.8770282441,2.29,-0.524966455217,0.7149543564,0.468516296331,6.130348204,192.095772772045
SH601299,2013-12-31,21.437170802903,97.448806943786,3.694247382707,419.714982203964,5.397457499909,17.6235652029,11.43,0.050254520575,3.7276052049,3.725806823333,4.345921534,96.623366983357
SH601299,2013-09-30,2.128870416935,140.93491444579,1.915777939496,530.894316781224,-9.148729704634,16.819646598,6.77,-0.172881621521,2.1893278714,2.1515713151,4.3048212019,125.489681938547
SH601299,2013-06-30,-5.646886407973,148.862392052387,1.209170412475,539.495687642316,-13.875247151223,17.3378053782,4.43,-0.132869977232,1.4691876364,1.553444691403,4.4034466344,115.871521526416
SH601299,2013-03-31,10.718291601488,150.531498043844,0.597881514298,556.980452689632,-4.626956015897,15.8968742905,2.1,-0.26830019002,0.7025601789,0.751590250855,4.3479142941,119.746098219897
SH601299,2012-12-31,13.887838326288,127.569060506039,2.822000872092,397.692870419189,3.25421329726,14.6911366731,10.61,0.019465446264,3.4845849151,4.889026719276,3.8494293808,73.634287695877
SH601299,2012-09-30,7.059033844052,147.911200662082,1.825419567899,442.912448469709,0.186176475748,14.0699387128,7.42,-0.085152550108,2.3132401123,2.767571700651,3.7946771927,97.558448056283
SH601299,2012-06-30,3.319923093282,149.435857261813,1.204530179692,437.660051554307,4.164058121803,14.0795499597,5.35,-0.103661187363,1.6558980268,2.014883204639,4.026224532,89.33520294654
SH601299,2012-03-31,8.222061821067,181.253500293145,0.496542134935,504.947748084594,-5.544933598637,13.6882211114,2.44,-0.073714234562,0.6635526389,1.109924991605,3.7228823417,81.086560516
SH601299,2011-12-31,55.16218316393,129.145075916256,2.787562727002,357.892966940558,38.91402942152,13.4347678154,12.57,-0.028143229556,3.4954225114,6.678548204771,3.4749642592,53.903930758907
SH601299,2011-09-30,64.676889663578,143.378478855012,1.883127803811,395.804071536004,59.490126230921,12.310652443,9.16,-0.158540804341,2.4213689019,3.633761822281,3.5495839632,74.30316382996
SH601299,2011-06-30,145.02965261892,151.037988868165,1.191753156599,393.645015819644,61.812904033662,12.6102806381,6.63,-0.20864384752,1.8528271425,2.911373005845,4.0519787213,61.826498919453
SH601299,2011-03-31,137.279099347785,145.720677239661,0.617619967906,419.123324745404,100.288242101567,10.5823268628,2.68,-0.353325417476,0.7054609814,1.329111785942,3.2852794668,67.714394644551
SH601299,2010-12-31,46.242284654444,120.486006033032,2.987898859402,402.245905466057,58.758931858937,13.1916061599,8.43,0.019880183721,2.8416191671,5.693707508073,3.1750824301,63.227694694461
SH601299,2010-09-30,66.431438131271,127.765532715447,2.113245992574,470.772830563278,62.703874498911,13.147351412,5.94,-0.042887748972,2.0407537195,3.413592147853,3.5582644631,79.095565113078
SH601299,2010-06-30,70.530553745928,119.794858342158,1.502568661886,475.973830512599,71.413873853693,11.83667098,2.97,-0.111223604537,1.0693817041,1.968334750814,2.8277650333,91.447859631377
SH601299,2010-03-31,38.874750338251,148.629884859908,0.6055309811,602.541486533076,36.812879803079,11.8464491047,1.84,-0.391879290587,0.4219019558,0.751907813853,2.8245936843,119.695524294146
SH601299,2009-12-31,16.344945482653,113.146165129687,3.181725156901,465.104555191864,16.724521992053,12.515571039,18.57,0.02283136985,2.7003811436,4.322730268836,3.4887765852,83.280699375429
SH601299,2009-09-30,,,,,,13.9023045547,,0.105624533722,,,3.5230105331,
SH601299,2009-06-30,,141.71140207523,1.27018713642,527.622761525265,,13.7915985225,5.67,0.235761402824,0.96722516,2.012940431502,2.8351667218,89.421424093354
SH601299,2009-03-31,,143.306298709255,0.628025430917,528.70420211452,,13.7062647057,,-0.116294897264,0.4949794264,1.05133565129,2.9077522523,85.60539147471
SH601299,2008-12-31,52.335538281218,114.024036788225,3.157229038195,,31.623564414292,14.9909019461,22.8,0.107411168653,6.1650410359,4.972215047923,3.6720010418,72.402339104456
SH601299,2007-12-31,463.803606422896,,,,25.694607328114,16.2278098403,,,,,3.4450682098,
SH601299,2006-12-31,,,,,,15.4142544327,,,,,1.4211611716,
