instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH603093,2021-03-31,,,10.1238,-21.175840048974,26.485,0.1409,1.4,,1.6964734968,0.1409,0.056,,1040.17374072752,,,,1.22,,,
SH603093,2021-06-30,,,163.8821,-20.214419535456,34.982,0.5612,3.23,,2.0280126537,0.3116,0.1411,,1059.01763452383,,,,2.99,,,
SH603093,2021-09-30,,,156.1688,-12.127008809949,28.2037,0.5565,6.08,,2.4700912711,0.5565,0.2784,,1037.28438036778,,,,5.73,,,
SH603093,2021-12-31,,,162.0136,6.046924383194,20.3936,0.9434,8.59,,2.3072508125,0.8069,0.3977,,896.662997303577,,,,8.02,,,
SH603093,2022-03-31,,,-15.7117,-23.634344430031,34.6926,0.0898,0.92,,1.8724758956,0.0898,0.0472,,1817.14009897201,,,,0.92,,,
SH603093,2022-06-30,,,-12.121,-19.612848981479,9.936,0.371,2.44,,2.2170171879,0.2236,0.124,,1685.61002317265,,,,2.41,,,
SH603093,2022-09-30,,,-22.207,-24.232213411287,20.2755,0.3676,4.21,,2.5361137802,0.3676,0.2166,,1710.42450967808,,,,4.11,,,
SH603093,2022-12-31,,,1.3643,-35.113078799093,5.088,0.892,7.75,,3.6043129867,0.7193,0.4031,,1695.1838769692,,,,7.42,,,
SH603093,2023-03-31,,,116.9215,-10.093483931564,-19.117,0.1766,1.87,,4.5178079542,0.1766,0.1025,,2263.35869400235,,,,1.85,,,
SH603093,2023-06-30,,,122.5519,-7.795225897632,9.9929,0.6019,4.93,,5.3511491264,0.4388,0.2759,,2075.85481050057,,,,4.81,,,
SH603093,2023-09-30,,,125.6437,-6.944104510892,8.6299,0.7968,8.56,,6.149616303,0.7968,0.4887,,1993.90167073382,,,,8.24,,,
SH603093,2023-12-31,,,63.807,-8.445325426094,9.3788,1.3077,11.46,,6.448734756,1.1089,0.6603,,2031.9529282981,,,,10.85,,,
SH603093,2024-03-31,,,36.5947,-28.302034506773,-30.3197,0.2358,2.28,,8.6070570559,0.2358,0.14,,3290.22563256901,,,,2.25,,,
SH603093,2024-06-30,,,36.9368,-16.144084405192,11.0773,0.7589,6.03,,8.738434866,0.5577,0.3778,,2649.65972749171,,,,5.88,,,
SH603093,2024-09-30,,,20.2437,-78.852867582116,18.8627,0.7855,9.33,,34.9670263748,0.7855,0.5877,,10792.2096706456,,,,9.03,,,
SH603093,2024-12-31,,,13.707,-78.319645575084,25.8976,1.1272,11.71,,33.8216835854,0.9374,0.7508,,11322.7172682546,,,,11.13,,,
SH603093,2025-03-31,,,0.6359,-72.824585667581,-136.8309,0.2188,2.07,,31.8736151171,0.2188,0.1409,,14712.0164608947,,,,2.07,,,
SH603093,2025-06-30,,,0.3694,-58.269159347094,-22.0816,0.7136,5.51,,21.0173374623,0.4935,0.3792,,7828.75205433413,,,,5.4,,,
SH603093,2025-09-30,,,-1.8641,-8.265789548623,20.6643,0.5491,8.27,,37.4072133154,0.5491,0.5767,,16210.8193102514,,,,8.0,,,
SH603093,2025-12-31,,,6.2489,2.454184399087,14.3853,0.9191,11.3,,35.0743883016,0.7433,0.6781,,14832.726689823,,,,8.69,,,
SH603093,2026-03-31,,,139.0616,60.655323503557,25.8862,0.263,3.61,,47.4292158887,0.263,0.2862,,14918.6531667944,,,,3.56,,,
