instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688327,2021-03-31,,,,,-2.224860241311,,-12.65,,-174.1494,,-0.3537,0.1701,,,,,-12.65,31.0303173958,,
SH688327,2021-06-30,,0.1966,-27.824374535848,105.6955,-1.15882384305,-16.1163,,,-75.6564,-16.1163,-0.5473,0.3351,915.5646,,,,-23.86,36.7478675732,,
SH688327,2021-09-30,,,7.756175126924,89.552430478084,-0.801479062113,,,,-56.6504,,-0.7031,1.0395,,,,,,36.2402133078,,
SH688327,2021-12-31,105.5688,0.4478,22.241048337625,42.4936,-0.508412284136,-20.4599,-45.55,0.5322,-61.7492,-28.7166,-1.0571,0.8554,803.9303,3.4101,140.1269,676.4374,-53.98,37.0124322615,7.8675,2.5691
SH688327,2022-03-31,129.8327,0.0936,45.515821415891,67.0173,-0.958917502112,-5.2811,-9.62,0.1075,-55.524,-5.2811,-0.1883,0.2178,961.5385,0.6932,172.4468,837.2093,-10.51,40.3737521013,,0.5219
SH688327,2022-06-30,130.501,0.1202,11.064227182432,-13.9491,-0.929249432436,-2.4677,-31.07,0.1393,-85.1363,-7.938,-0.4496,0.229,1497.5042,1.3793,171.8049,1292.1752,-12.68,35.8753410318,5.4739,1.0477
SH688327,2022-09-30,169.4383,0.1461,-42.629446448732,-41.5305,-1.16119852572,-15.5002,-34.55,0.1698,-133.6157,-15.5002,-0.8224,0.2863,1848.0493,1.5935,201.3123,1590.106,-25.12,35.0955790189,,1.3412
SH688327,2022-12-31,178.0063,0.1837,-37.461000241912,-51.0567,-1.183534173994,-19.0409,-53.4,0.2038,-174.0783,-26.8065,-1.2372,0.3626,1959.7169,2.0224,189.2048,1766.4377,-41.51,34.0578849144,9.2618,1.9027
SH688327,2023-03-31,971.9222,0.0134,-24.288983201419,-78.7241,-2.38551615488,-4.4214,-7.01,0.0148,-327.503,-4.4214,-0.2005,0.0248,6716.4179,0.0926,391.4746,6081.0811,-7.18,74.416084181,,0.2299
SH688327,2023-06-30,310.6662,0.0509,5.943907389076,-58.1584,-1.048475902587,-1.2107,-15.46,0.057,-192.6465,-10.4602,-0.304,0.0927,3536.3458,0.5794,226.6717,3157.8947,-16.39,57.7580700252,4.3213,0.7941
SH688327,2023-09-30,250.2317,0.1101,31.494444090405,-24.1326,-0.788394835877,-14.4099,-20.71,0.1241,-119.4042,-14.4099,-0.3983,0.1989,2452.3161,1.079,186.6187,2175.6648,-22.24,61.9258370869,,1.4468
SH688327,2023-12-31,113.5575,0.2037,25.948335435602,19.3273,-0.381691201587,-13.1525,-35.04,0.2318,-104.6577,-23.9175,-0.634,0.3813,1767.3049,3.1702,163.7108,1553.063,-39.65,51.7882870544,7.0074,2.199
SH688327,2024-03-31,282.9299,0.0203,-11.618019959816,19.9897,-1.14774570341,-6.2807,-10.29,0.0245,-301.8618,-6.2807,-0.1584,0.0402,4433.4975,0.3181,560.3985,3673.4694,-10.57,58.0524471555,,0.1606
SH688327,2024-06-30,269.2595,0.0487,-16.445436290159,-26.3534,-1.080246713712,-1.5361,-23.88,0.0595,-298.0239,-16.3372,-0.3464,0.0944,3696.0986,0.6685,469.7286,3025.2101,-26.02,60.2048511166,0.8343,0.3832
SH688327,2024-09-30,159.3108,0.0933,-25.970471605638,-34.5117,-0.847205676774,-24.4117,-35.31,0.1135,-226.9574,-24.4117,-0.4958,0.1841,2893.8907,1.6948,399.5856,2378.8546,-39.75,46.8621765419,,0.6757
SH688327,2024-12-31,89.8383,0.1681,-8.117153370994,-36.6867,-0.772098658839,-17.6785,-51.37,0.1993,-177.444,-35.5994,-0.6805,0.3465,2141.5824,4.0072,327.2727,1806.3221,-62.23,35.8134546742,3.0649,1.1
SH688327,2025-03-31,536.6726,0.0188,22.863100687727,-31.561,-0.423388677734,-6.6237,-11.56,0.0219,-351.039,-6.6237,-0.1259,0.0439,4787.234,0.1677,726.979,4109.589,-11.89,55.502848931,,0.1238
SH688327,2025-06-30,224.1594,0.0858,35.507229618558,40.214,-0.179041059511,2.5082,-22.03,0.0995,-138.782,-11.996,-0.2258,0.2042,2097.9021,0.803,324.2075,1809.0452,-23.04,37.7308600089,2.1439,0.5552
SH688327,2025-09-30,75.2257,0.1893,39.13973357603,56.8101,0.088005009393,-17.5674,-30.08,0.2197,-87.5663,-17.5674,-0.2995,0.441,1426.3074,3.5892,212.0807,1228.9486,-32.61,27.2391142744,,1.2731
SH688327,2025-12-31,56.6376,0.3117,20.135152692846,25.8783,-0.16111006843,-25.2476,-59.84,0.352,-114.5382,-46.6159,-0.5521,0.7265,1154.9567,6.3562,183.8705,1022.7273,-75.83,28.6192593638,7.8319,1.9579
SH688327,2026-03-31,441.1765,0.0179,89.497634181962,-37.6062,0.721786017919,-0.8681,-1.75,0.0193,-51.2132,-0.8681,-0.0115,0.0466,5027.933,0.204,574.7126,4663.2124,-1.73,47.9765647882,,0.1566
