instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920489,2023-03-31,1.6555,-37.8133,18.3118921152,675.1688,8.8803,0.2981,0.1333,1.2001,42.4709,2.08,301.9121,0.2244,54.3642,0.0806,-0.5208,,1.2001,2.1191,-10.2056,2.06
BJ920489,2023-06-30,3.269,-48.211,17.0483376487,675.6757,8.0702,0.5886,0.2664,8.5526,41.6831,3.84,305.8104,0.469,55.0627,0.1507,-0.6756,0.7554,2.1172,4.3183,-12.5164,3.96
BJ920489,2023-09-30,5.2733,-37.192,16.7321476417,679.0744,7.8872,0.8804,0.3976,3.0164,43.6089,5.77,306.6788,0.7111,51.2013,0.2254,-0.2835,,3.0164,6.1914,-4.7765,5.77
BJ920489,2023-12-31,7.5134,-68.2278,14.3455018212,675.5489,3.7875,1.2206,0.5329,8.5576,34.3613,3.97,294.9369,0.9867,47.9144,0.1488,0.9725,1.4388,1.897,10.4769,-5.5166,3.97
BJ920489,2024-03-31,1.7997,-1.1641,14.4800517989,658.858,7.4108,0.3306,0.1366,1.0088,34.5901,2.1,272.2323,0.269,50.0083,0.0797,-1.8468,,1.0088,2.6019,18.4345,2.08
BJ920489,2024-06-30,3.2994,-10.7022,14.5694770905,663.7168,6.2419,0.6492,0.2712,9.5695,40.666,3.51,277.2643,0.5494,54.5554,0.1346,-1.9043,0.7449,1.6707,4.4263,15.453,3.64
BJ920489,2024-09-30,5.4564,-38.0998,12.565064169,634.3985,4.1446,1.0347,0.4256,1.7494,42.9273,3.83,260.9452,0.8573,49.4832,0.1395,-1.9974,,1.7494,6.2897,17.7971,3.9
BJ920489,2024-12-31,7.2834,-42.7291,11.6976331932,665.4344,2.022,1.3527,0.541,10.466,32.1667,2.33,266.1344,1.0807,49.4275,0.0852,-3.9194,1.3956,1.1015,11.1917,7.2793,2.36
BJ920489,2025-03-31,1.4884,-48.7144,11.4386668483,738.3101,4.3358,0.32,0.1219,0.5285,46.1113,1.12,281.25,0.244,60.4676,0.0409,4.1593,,0.5285,1.9518,-12.3428,1.11
BJ920489,2025-06-30,2.4506,-66.3262,13.1444443223,800.0,2.3215,0.5869,0.225,9.2581,53.4362,1.15,306.6962,0.4842,73.4514,0.0453,2.5694,0.5716,0.4715,3.3685,-9.4591,1.15
BJ920489,2025-09-30,4.4982,-76.5327,12.11770192,777.8738,1.091,0.9382,0.3471,0.3426,49.7412,0.86,287.7851,0.7606,60.024,0.0327,8.0581,,0.3426,5.4281,-10.8498,0.9
BJ920489,2025-12-31,5.9519,-122.4036,10.5761899508,777.5378,-0.4806,1.2407,0.463,10.4011,51.6033,-0.41,290.1588,1.0005,60.4849,-0.0191,-0.035855483586,0.9737,-0.2026,6.9763,-5.7474,-0.44
BJ920489,2026-03-31,1.1183,-127.8002,12.1607469203,898.2036,-1.1967,0.2711,0.1002,-0.1192,83.3102,-0.03,331.9808,0.232,80.4793,-0.0114,-0.213970195203,,-0.1192,1.0803,0.7255,-0.03
