instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920821,2023-03-31,0.4868,144.5003,25.1059104558,1058.8235,8.949,0.1553,0.085,0.7587,70.9947,1.2,579.5235,0.1343,184.8809,0.0838,2.2926,,0.7587,1.2677,0.9377,1.19
BJ920821,2023-06-30,1.064,-8.6757,24.3311074247,986.3014,6.2473,0.3384,0.1825,8.484,71.5109,1.77,531.9149,0.2859,169.1729,0.1236,2.4011,0.5723,1.1566,2.5171,-1.4595,1.79
BJ920821,2023-09-30,1.784,10.1928,26.5577450661,904.5226,8.2181,0.567,0.2985,2.4817,70.5163,3.77,476.1905,0.4641,151.3453,0.2666,1.1268,,2.4817,3.8289,0.2437,3.78
BJ920821,2023-12-31,2.4611,-5.3466,27.496449355,887.3552,8.6833,0.8073,0.4057,12.3332,65.8725,5.33,445.9309,0.6147,146.2761,0.376,2.1986,1.1911,3.6316,5.4651,-6.9302,5.25
BJ920821,2024-03-31,0.7473,-39.5306,27.5428862651,870.4062,4.7623,0.2367,0.1034,0.4955,64.9257,0.71,380.2281,0.1482,120.4336,0.0507,1.3879,,0.4955,1.3862,13.6298,0.7
BJ920821,2024-06-30,1.5927,17.8022,28.7264695817,788.7818,6.1416,0.5298,0.2282,11.5321,65.3832,2.01,339.7508,0.3312,113.0156,0.104,0.914,0.6199,1.3971,2.753,19.8314,2.03
BJ920821,2024-09-30,2.663,9.9843,28.6966512888,724.0547,7.4389,0.8669,0.3729,2.718,58.8197,4.01,311.4546,0.5453,101.3894,0.2095,1.4952,,2.718,4.5903,21.5041,4.02
BJ920821,2024-12-31,3.7779,-2.7486,26.6676181631,708.8009,6.5903,1.175,0.5079,13.3721,59.987,5.03,306.383,0.7637,95.291,0.2612,1.5529,1.2236,3.1805,6.0013,28.137,4.96
BJ920821,2025-03-31,0.8947,29.7979,23.2979594634,766.6099,4.8794,0.2861,0.1174,0.573,70.2905,0.89,314.5753,0.1821,100.5924,0.047,0.1911,,0.573,1.2804,26.6826,0.88
BJ920821,2025-06-30,2.009,11.5162,24.794928347,688.5998,5.3785,0.6315,0.2614,12.9338,68.0221,2.18,285.0356,0.4087,89.5968,0.0828,0.8071,0.5788,1.4006,2.6462,27.3362,2.19
BJ920821,2025-09-30,3.026,-28.2051,24.3208076365,727.3707,4.8785,0.898,0.3712,1.7916,66.9992,2.82,300.6682,0.5825,89.2267,0.1074,2.5347,,1.7916,4.0299,9.4746,2.83
BJ920821,2025-12-31,3.7489,-40.946,25.0914063991,750.7821,3.8688,1.2077,0.4795,14.8819,69.5598,2.91,298.0873,0.7531,96.0282,0.1102,2.451,1.0713,1.8326,5.1754,0.595,2.9
BJ920821,2026-03-31,0.7925,-158.4593,20.6469992281,945.3782,-3.39,0.2553,0.0952,-0.3188,76.4916,-0.52,352.5264,0.1527,113.5647,-0.0196,0.398727551981,,-0.3188,1.1766,-15.857,-0.52
