instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920719,2023-03-31,0.297,125.8171,30.5098762735,797.8723,15.2952,0.2353,0.1128,7.7592,94.1718,4.16,382.4904,0.2951,303.0303,0.3988,-3.5226,,1.6838,0.9557,101.4766,4.08
BJ920719,2023-06-30,0.5571,30.1305,29.1002271052,904.9774,13.0861,0.3834,0.1989,8.3137,110.382,6.2,469.4836,0.4527,323.1018,0.4948,-2.9012,,2.344,1.6307,67.2882,4.38
BJ920719,2023-09-30,0.8626,-4.6736,26.812348113,868.382593473996,11.7139,0.6096,,3.331,127.0588,7.35,442.9134,0.6878,313.0072,0.6799,-3.6034,,3.331,2.125,44.5859,5.82
BJ920719,2023-12-31,1.2572,-27.0906,24.148060225,867.052,9.8675,0.8079,0.4152,11.8038,145.1789,7.38,445.5997,0.9177,286.3506,0.7681,-2.6312,,3.7322,2.4797,30.2677,6.17
BJ920719,2024-03-31,0.1618,-125.0511,17.0262821271,1848.0493,-7.4759,0.0897,0.0487,-0.3639,396.3012,-0.8,1003.3445,0.096,556.2423,-0.0749,-0.503208684031,,-0.3639,0.2271,-48.7471,-0.8
BJ920719,2024-06-30,0.3872,-132.5433,15.6754847698,1585.9031,-6.7761,0.2053,0.1135,8.8219,344.4976,-1.95,876.7657,0.2285,464.876,-0.161,-0.223526970092,0.3044,-0.7558,0.5225,-37.1519,-1.97
BJ920719,2024-09-30,0.487,-173.1841,16.3218081115,1809.6515,-15.9613,0.2687,0.1492,-2.3474,398.4064,-5.51,1004.8381,0.3073,554.4148,-0.4976,-0.188071189543,,-2.3474,0.6777,-46.2907,-5.74
BJ920719,2024-12-31,0.7992,-457.6682,7.1296417418,1803.6072,-68.8368,0.3739,0.1996,-1.3558,410.1629,-31.97,962.8243,0.4425,450.4505,-2.7473,-0.027807467864,0.5099,-14.1567,0.8777,-48.7295,-38.55
BJ920719,2025-03-31,0.1472,-131.961491285111,17.5029237739,2295.9184,-25.2551,0.0757,0.0392,-1.0032,550.1222,-2.66,1188.9036,0.1022,611.413,-0.1899,0.620245970194,,-1.0032,0.1636,-24.9733,-2.7
BJ920719,2025-06-30,0.2571,-190.851754010301,5.891730424,2861.6852,-47.6628,0.1207,0.0629,12.453,655.9767,-9.05,1491.3007,0.1768,700.1167,-0.5731,0.252627381603,0.1408,-3.0477,0.2744,-49.3955,-9.48
BJ920719,2025-09-30,0.3389,-113.142174591586,5.8636984482,3150.5251,-71.9376,0.1659,0.0857,-6.3676,703.8582,-19.2,1627.4864,0.2476,796.6952,-1.1594,0.267739481983,,-6.3676,0.3836,-48.3004,-21.23
BJ920719,2025-12-31,0.7717,-92.878817660702,-33.7967352464,2750.191,-245.5702,0.2695,0.1309,-14.6166,535.1568,-136.29,1335.8071,0.4743,466.5025,-5.375,-0.024678205067,0.2621,-38.3026,0.6727,-45.157,-321.93
BJ920719,2026-03-31,0.1788,-155.230972096876,-45.3904434913,3010.0334,-116.6534,0.0684,0.0299,-3.5627,364.0777,-33.54,1315.7895,0.2875,503.3557,-0.4795,0.314391380384,,-3.5627,0.2472,-45.3297,-40.29
