instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688789,2021-03-31,104.169179834335,,55.19,71.4224,-0.0756,4.9828,,,25.3402,4.9828,0.9805,0.2823,438.241223112714,0.863979155285,88.911382272318,,6.99,40.7753985423,,1.012243851123
SH688789,2021-06-30,117.2104,0.3976,49.6202,56.4184,0.7509,14.5896,13.51,0.4868,23.6816,8.5271,1.8927,0.5643,452.7163,1.5357,85.1265,369.7617,12.66,41.6943564824,,2.1145
SH688789,2021-09-30,114.7764,,54.6978,61.1961,0.3783,9.0929,17.41,0.5913,23.352,9.0929,2.1599,0.6462,543.798305395692,2.3524,90.2195,456.621,11.56,43.2482872865,,2.9927
SH688789,2021-12-31,116.6181,0.6611,33.2208,31.7425,0.4885,17.0678,21.21,0.8038,24.1718,12.4775,2.9996,0.8397,544.547,3.087,90.6504,447.8726,15.3,42.6038748088,,3.9713
SH688789,2022-03-31,121.1795,0.1487,32.3767,25.053,-0.0294,3.9299,4.79,0.185,26.8243,3.9299,0.9735,0.1793,605.2455,0.7427,100.2227,486.4865,4.68,45.3902175966,,0.898
SH688789,2022-06-30,160.0711,0.2499,16.7155,1.4165,0.3639,11.6785,7.91,0.3142,27.254,6.7337,1.6568,0.3013,720.2881,1.1245,121.6381,572.8835,7.94,46.0002681981,5.9343,1.4798
SH688789,2022-09-30,174.475,0.373,16.6721,-0.8232,0.3077,10.0193,11.86,0.4759,27.4715,10.0193,2.52,0.4443,723.8606,1.5475,123.7624,567.3461,11.51,46.2013059008,,2.1816
SH688789,2022-12-31,189.0856,0.4623,9.9257,-5.1497,0.7156,16.705,15.48,0.6059,28.0137,12.2674,3.2923,0.5579,778.7151,1.9039,119.0673,594.1575,14.42,47.1961312398,4.1102,3.0235
SH688789,2023-03-31,206.8015,0.1071,-8.6304,2.588,0.983,2.0869,2.7,0.1473,23.8909,2.0869,0.8139,0.1262,840.3361,0.4352,107.2961,610.998,2.34,47.5570254113,,0.8388
SH688789,2023-06-30,228.1947,0.2132,23.4182,21.1349,0.4715,9.2839,6.1,0.2986,27.7677,4.8464,1.2903,0.2516,844.2777,0.7888,107.5333,602.8131,5.43,47.5196391402,1.5016,1.6739
SH688789,2023-09-30,250.0463,0.3204,30.8706,26.5619,0.6391,7.2348,9.42,0.4574,28.4067,7.2348,2.0811,0.3859,842.6966,1.0798,104.2592,590.293,8.52,47.9760140853,,2.5897
SH688789,2023-12-31,233.7662,0.4496,34.0318,40.6494,0.468,13.8568,12.48,0.6598,26.6956,9.451,2.7888,0.5445,800.7117,1.54,102.8307,545.6199,11.43,46.5386772655,3.3207,3.5009
SH688789,2024-03-31,259.366,0.1034,32.8869,30.2324,0.4012,2.5161,3.02,0.159,24.3779,2.5161,0.7459,0.1256,870.4062,0.347,104.7608,566.0377,2.99,45.6279043264,,0.8591
SH688789,2024-06-30,238.0323,0.2222,33.5909,45.7963,0.2195,9.8571,6.87,0.3376,25.4432,5.4781,1.7238,0.2723,810.081,0.7562,100.7275,533.1754,6.65,45.8381426025,1.9946,1.787
SH688789,2024-09-30,236.9044,0.3346,28.1196,43.3565,0.2803,8.0128,10.44,0.5021,25.3875,8.0128,1.7895,0.4201,806.9337,1.1397,103.0141,537.7415,10.22,46.4515007216,,2.621
SH688789,2024-12-31,208.7925,0.4554,28.8447,42.2992,0.38,13.9937,13.88,0.6925,24.1715,10.0428,2.4116,0.5829,790.5138,1.7242,98.2801,519.8556,13.17,44.9520803562,4.4102,3.663
SH688789,2025-03-31,184.2375,0.1126,25.4346,29.7928,0.0696,2.6934,3.42,0.1758,23.5593,2.6934,0.6279,0.145,799.2895,0.4885,115.3403,511.9454,3.31,42.8364045124,,0.7803
SH688789,2025-06-30,182.5188,0.2345,27.2903,27.1637,0.3095,11.4872,7.75,0.3683,25.4685,5.8191,1.4726,0.3102,767.5906,0.9862,113.7369,488.732,7.55,43.7941694377,1.6664,1.5826
SH688789,2025-09-30,180.6141,0.3591,28.6619,29.021,0.4783,8.6434,11.69,0.5652,25.3168,8.6434,2.3024,0.4799,751.8797,1.4949,109.4003,477.707,11.3,44.0036034554,,2.468
SH688789,2025-12-31,163.4655,0.4991,27.6453,28.606,0.5061,17.0045,15.7,0.7864,23.991,11.2348,3.0645,0.6685,721.2983,2.2023,108.9259,457.7823,14.78,43.0454902274,3.4307,3.305
SH688789,2026-03-31,282.2201,0.0757,-63.2793,-22.9954,-2.3065,0.86,1.16,0.1229,11.2346,0.86,0.2295,0.1003,1188.9036,0.3189,200.3116,732.3027,1.15,39.9083560214,,0.4493
