instrument,datetime,revenue_growth,net_margin,equity_turnover,roe_weighted,inventory_turn_days,eps,roa_alt,asset_turnover,ar_turnover,roe,asset_turn_days,fixed_asset_turnover,profit_growth,ar_turn_days,roa,inventory_turnover,current_asset_turnover,current_asset_turn_days,ocf_to_np,gross_margin
SZ002145,2021-03-31,49.5275,23.243,0.207,4.81,51.1131,0.1399,3.1109,0.142,2.1855,4.7,633.8028,,77.2865,41.1805,3.1109,1.7608,0.2376,378.7879,0.3049,34.2797358215
SZ002145,2021-06-30,59.3602,25.1642,0.4268,10.69,54.2201,0.3198,19.8118,0.2907,4.5545,10.26,619.195,0.961,167.8931,39.5214,6.715,3.3198,0.479,375.7829,1.1207,38.3014358746
SZ002145,2021-09-30,46.7681,25.1381,0.6339,15.92,54.6625,0.4878,9.3843,0.4228,6.1218,14.85,638.5998,,181.3669,44.1047,9.3843,4.9394,0.6899,391.3611,0.8992,37.882891064
SZ002145,2021-12-31,44.6378,22.6392,0.8406,19.05,59.753,0.5924,22.8807,0.5551,8.7181,17.48,648.5318,1.9685,156.0306,41.2934,10.8741,6.0248,0.9227,390.1593,1.239,36.0802266888
SZ002145,2022-03-31,20.5235,20.1737,0.2095,4.23,63.1225,0.1463,2.5804,0.1305,1.6654,4.14,689.6552,,4.6081,54.0411,2.5804,1.4258,0.2078,433.1088,0.7184,29.6711342983
SZ002145,2022-06-30,10.1507,18.6816,0.4169,7.51,72.0029,0.1803,17.0453,0.2521,3.5169,7.86,714.0024,1.0815,-18.2253,51.1814,4.622,2.4999,0.4104,438.5965,1.63,28.3858713025
SZ002145,2022-09-30,2.5503,15.1007,0.587,8.82,71.0302,0.2072,5.2878,0.3575,5.2232,8.93,755.2448,,-38.397,51.6924,5.2878,3.8012,0.6004,449.7002,1.4859,23.9751484818
SZ002145,2022-12-31,1.9936,11.7764,0.7858,9.33,61.775,0.2168,18.6258,0.4794,7.2752,9.27,750.9387,2.0842,-46.9451,49.4832,5.5264,5.8276,0.8492,423.9284,1.4409,20.443718762
SZ002145,2023-03-31,-17.251,8.5912,0.1275,1.2,60.3662,0.0274,0.6022,0.0842,1.8007,0.85,1068.8836,,-64.7603,49.9806,0.6022,1.4909,0.1399,643.3167,0.0625,11.166350061
SZ002145,2023-06-30,-22.974,9.7555,0.2287,2.03,75.1943,0.0558,10.189,0.1486,3.1755,1.76,1211.3055,0.878,-59.7771,56.684,1.1921,2.3938,0.2532,710.9005,0.1635,15.6575500529
SZ002145,2023-09-30,-12.0443,9.3428,0.3691,2.99,65.9776,0.0868,1.8187,0.2385,4.8264,2.71,1132.0755,,-45.5817,55.9423,1.8187,4.0923,0.4239,636.9427,-0.3822,15.9723726499
SZ002145,2023-12-31,-9.7553,8.4836,0.5203,3.69,78.9301,0.1084,12.1782,0.3274,6.4674,3.53,1099.5724,1.6855,-34.9889,55.6638,2.264,4.561,0.6279,573.3397,-0.8034,17.8131511972
SZ002145,2024-03-31,16.9948,9.1145,0.1195,1.11,88.2094,0.034,0.6822,0.0763,1.7124,1.1,1179.5544,,24.1211,52.5578,0.6822,1.0203,0.1415,636.0424,-1.1752,17.565348185
SZ002145,2024-06-30,42.2866,9.6489,0.263,2.55,87.3024,0.0785,11.8963,0.1679,3.2895,2.58,1072.0667,0.8308,40.7325,54.7196,1.6001,2.0618,0.3166,568.5407,-0.3268,19.2347247167
SZ002145,2024-09-30,43.2568,8.6803,0.4273,3.76,72.4774,0.1155,2.356,0.2746,4.9511,3.75,983.2484,,33.0989,54.5333,2.356,3.7253,0.5178,521.4368,0.1499,18.5223004593
SZ002145,2024-12-31,38.9774,8.2206,0.5697,4.74,71.1266,0.146,13.6889,0.3617,7.6599,4.69,995.3,1.4582,34.6688,46.998,2.9022,5.0614,0.6844,526.0082,0.6067,17.4117760645
SZ002145,2025-03-31,41.393,6.6488,0.1674,1.11,61.2453,0.035,0.6856,0.1039,1.7869,1.1,866.2175,,3.1417,50.3666,0.6856,1.4695,0.1962,458.7156,0.6776,13.5870475111
SZ002145,2025-06-30,19.658,6.9641,0.3102,2.14,79.3441,0.069,12.5845,0.1911,3.6699,2.15,941.9152,0.6222,-13.6375,49.0477,1.3135,2.2686,0.3583,502.3723,1.7709,15.9111440984
SZ002145,2025-09-30,11.9658,5.5584,0.4742,2.62,73.8088,0.0842,1.6335,0.295,5.467,2.62,915.2542,,-28.3029,49.3872,1.6335,3.6581,0.5551,486.3988,1.4911,14.9847557004
SZ002145,2025-12-31,13.2223,4.651,0.6427,2.96,80.3894,0.0951,14.7576,0.3997,7.3519,2.97,900.6755,1.2463,-35.942,48.9669,1.8584,4.4782,0.7626,472.0692,1.1663,13.7170330723
SZ002145,2026-03-31,6.9927,4.7913,0.1793,0.86,85.1144,0.0275,0.5094,0.1091,1.7343,0.86,824.9313,,-22.8977,51.8941,0.5094,1.0574,0.2052,438.5965,0.1655,13.1109172853
