instrument,datetime,asset_turnover,profit_growth,equity_turnover,eps,gross_margin,roe_weighted,ar_turn_days,inventory_turn_days,revenue_growth,roa_alt,roa,roe,ar_turnover,net_margin,fixed_asset_turnover,current_asset_turnover,ocf_to_np,asset_turn_days,inventory_turnover,current_asset_turn_days
SH600615,2021-03-31,0.0264,-254.935666739522,0.0282,-0.0216,11.3181128199,-0.646,119.0161,56.9801,96.68,-0.6035,-0.6035,-0.65,0.7562,-22.7627,,0.0287,-0.660361698883,3409.0909,1.5795,3135.8885
SH600615,2021-06-30,0.0609,-108.383263368279,0.065,-0.0172,10.3204726136,-0.513,99.574,53.7506,82.313,10.3328,-0.4792,-0.51,1.8077,-7.8483,1.1396,0.1113,-0.46550866345,2955.665,3.3488,1617.2507
SH600615,2021-09-30,0.0962,46.896986428463,0.1035,-0.012,7.6306131585,-0.301,105.4358,68.1268,70.2326,-0.3292,-0.3292,-0.3,2.5608,-3.446,,0.1754,-0.579272144125,2806.6528,3.9632,1539.3387
SH600615,2021-12-31,0.2267,-104.428,0.2496,-0.0003,11.2773556458,-0.276,101.784,46.2042,164.4003,10.4475,-0.009,-0.28,3.5369,-0.0409,3.932,0.4152,-0.360745674139,1588.0018,7.7915,867.052
SH600615,2022-03-31,0.0593,15.72655745087,0.0668,-0.0207,-2.0044427629,-0.573,131.4444,61.2996,137.6838,-0.5505,-0.5505,-0.57,0.6847,-9.1796,,0.3227,-0.032269456067,1517.7066,1.4682,278.8968
SH600615,2022-06-30,0.1098,1.097118552721,0.1226,-0.0204,-0.3146655634,-0.509,136.3946,60.344,88.8104,10.78,-0.5545,-0.51,1.3197,-4.9509,1.8515,0.6062,0.002961849389,1639.3443,2.9829,296.9317
SH600615,2022-09-30,0.1555,-265.111442270101,0.1749,-0.0452,-2.6181634735,-1.106,148.4087,60.5761,68.1183,-1.2188,-1.2188,-1.11,1.8193,-7.7012,,0.8501,-0.033553196502,1736.3344,4.4572,317.6097
SH600615,2022-12-31,0.2146,-184.094315453639,0.2395,-0.0493,0.3810877626,-1.275,137.3417,65.47,-3.8308,10.2201,-1.3249,-1.27,2.6212,-6.0808,3.7691,1.1641,0.012760762275,1677.5396,5.4987,309.2518
SH600615,2023-03-31,0.0337,6.770032453845,0.0365,-0.0213,-6.3443701375,-0.506,165.1073,99.0862,-45.2971,-0.5926,-0.5926,-0.51,0.5451,-17.2605,,0.2034,-0.203379748428,2670.6231,0.9083,442.4779
SH600615,2023-06-30,0.0834,-10.053147081677,0.0904,-0.0259,-1.975245031,-0.557,133.7097,83.6237,-26.1322,10.9988,-0.72,-0.56,1.3462,-8.4782,1.6244,0.4902,-0.179119559013,2158.2734,2.1525,367.1971
SH600615,2023-09-30,0.1344,99.074309022827,0.1472,-0.0111,0.9927214746,-0.01,142.1352,81.2201,-15.1053,-0.2997,-0.2997,-0.01,1.8996,-2.221,,0.7593,-0.175328346317,2008.9286,3.3243,355.5907
SH600615,2023-12-31,0.2219,152.575655745587,0.2471,0.0258,11.5506112055,0.666,136.4877,70.3633,3.6464,10.7843,0.6707,0.66,2.6376,3.0763,4.2457,0.4017,-4.6722,1622.3524,5.1163,896.1912
SH600615,2024-03-31,0.0382,121.980624297624,0.0424,0.0016,5.4267349961,0.11,214.3878,89.964,17.569,0.0418,0.0418,0.11,0.4198,1.0763,,0.0417,13.668,2356.0209,1.0004,2158.2734
SH600615,2024-06-30,0.0944,172.2705131409,0.1046,0.0091,8.441702236,0.398,178.9976,78.2711,17.3962,10.958,0.2452,0.4,1.0056,2.5547,1.9002,0.1277,1.4231,1906.7797,2.2997,1409.5536
SH600615,2024-09-30,0.1495,7336.82595240217,0.1658,0.018,10.2873104529,0.725,177.3632,94.3759,14.088,0.4801,0.4801,0.72,1.5223,3.167,,0.2076,-5.3307,1806.0201,2.8609,1300.578
SH600615,2024-12-31,0.1945,109.2864,0.2594,0.0541,15.3262293602,1.36,240.8994,114.0359,19.5419,13.1561,0.8359,1.2,1.4944,5.3858,1.8958,0.2836,-1.6948,1850.8997,3.1569,1269.3935
SH600615,2025-03-31,0.1359,2235.0635,0.203,0.0364,12.3618514424,0.72,88.1921,42.9861,509.5412,0.5585,0.5585,0.71,1.0205,4.1232,,0.2462,5.5715,662.2517,2.0937,365.5565
SH600615,2025-06-30,0.2685,558.825,0.4011,0.0502,12.7948340371,1.334,97.1555,42.2377,388.3327,13.9202,0.9194,1.32,1.8527,3.4466,2.082,0.5439,5.0557,670.3911,4.2616,330.9432
SH600615,2025-09-30,0.388,-26.2221,0.581,0.0111,12.760364717,0.792,102.4551,39.8765,343.6673,0.2035,0.2035,0.79,2.6353,0.5266,,0.7856,23.898,695.8763,6.7709,343.6864
SH600615,2025-12-31,0.4882,-262.7973,0.7649,-0.0734,12.0778054532,-0.62,90.5023,51.9773,226.7138,11.7734,-1.2634,-0.62,3.9778,-2.6837,3.9359,0.9883,0.174045090578,737.4027,6.9261,364.2619
SH600615,2026-03-31,0.1145,-234.4385,0.189,-0.0408,9.4985473604,-0.58,79.7943,59.0357,-9.521,-0.7006,-0.7006,-0.58,1.1279,-6.1264,,0.2614,-0.257043824414,786.0262,1.5245,344.2999
