instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688313,2021-03-31,110.3888,0.1088,-36.4241,34.8177,-0.979,0.465,0.54,0.1605,4.2978,0.465,0.0154,0.1391,827.2059,0.8153,105.609,560.7477,0.54,18.3642906786,,0.8522
SH688313,2021-06-30,105.9883,0.238,-55.2258,10.2161,0.5722,16.0304,1.01,0.3537,3.6482,0.8578,0.0287,0.3071,756.3025,1.6983,98.6734,508.9059,1.01,20.9325743603,0.9465,1.8242
SH688313,2021-09-30,105.8907,0.3707,-24.1097,13.0025,0.2067,1.8802,2.29,0.5541,5.1496,1.8802,0.0634,0.4762,728.3518,2.5498,95.7311,487.2767,2.27,22.5109226112,,2.8204
SH688313,2021-12-31,101.3685,0.5333,32.2018,21.701,0.6506,19.5869,4.26,0.7962,6.4021,3.342,0.1141,0.6881,675.0422,3.5514,94.8067,452.1477,4.18,25.3169978218,2.0402,3.7972
SH688313,2022-03-31,131.1189,0.1231,224.0549,19.3034,1.0088,1.4145,1.88,0.1846,11.6737,1.4145,0.0498,0.1613,731.1129,0.6864,109.5424,487.5406,1.86,28.2210471982,,0.8216
SH688313,2022-06-30,116.174,0.2734,149.4675,18.7338,1.1036,19.8764,2.7,0.4169,7.6652,2.0912,0.0717,0.357,658.376,1.5494,102.4707,431.7582,2.73,24.7183093188,1.0126,1.7566
SH688313,2022-09-30,105.1934,0.4312,131.5372,21.265,1.1099,4.1818,5.5,0.6577,9.8324,4.1818,0.1467,0.5675,626.1596,2.5667,94.2639,410.5215,5.56,24.6514161672,,2.8643
SH688313,2022-12-31,102.3658,0.5752,22.8653,10.5122,2.0959,23.5973,5.32,0.8847,7.1177,4.0825,0.1401,0.7509,625.8693,3.5168,93.1364,406.9176,5.34,25.2059880593,2.0314,3.8653
SH688313,2023-03-31,151.4896,0.0955,-113.977,-23.9365,0.271488578842,-0.2069,-0.27,0.1502,-2.1451,-0.2069,-0.007,0.1236,942.4084,0.5941,120.6111,599.2011,-0.27,20.3340651949,,0.7462
SH688313,2023-06-30,126.8678,0.2163,-153.8786,-23.1178,0.127336340196,21.4262,-1.48,0.3423,-5.3717,-1.2014,-0.0386,0.2779,832.1775,1.4188,116.9439,525.8545,-1.51,18.499027724,0.7048,1.5392
SH688313,2023-09-30,112.4766,0.3538,-141.0591,-20.9602,0.0733796914,-1.8625,-2.33,0.5567,-5.1077,-1.8625,-0.0602,0.4572,763.143,2.4005,112.5375,485.0009,-2.38,19.7754242061,,2.3992
SH688313,2023-12-31,100.4997,0.4945,-173.9548,-16.459,0.104583896091,21.2159,-4.05,0.7778,-6.301,-3.2188,-0.1036,0.6451,728.0081,3.5821,109.529,462.8439,-4.19,18.6408255696,1.639,3.2868
SH688313,2024-03-31,98.533,0.1343,364.410474112026,32.8498,0.7137,0.575,0.74,0.2113,4.2694,0.575,0.0184,0.1742,670.1415,0.9134,108.8008,425.9347,0.74,24.1260262902,,0.8272
SH688313,2024-06-30,92.2982,0.298,167.467760869152,36.072,-1.6067,26.0206,1.05,0.4752,2.6634,0.7786,0.0261,0.3945,604.0268,1.9502,107.0027,378.7879,1.05,23.8136432697,0.9567,1.6822
SH688313,2024-09-30,97.5434,0.4696,231.003482395632,34.7727,0.1009,2.2229,3.15,0.7381,4.9649,2.2229,0.0789,0.6333,574.9574,2.768,106.7911,365.8041,3.1,25.838026897,,2.5283
SH688313,2024-12-31,107.1811,0.6594,236.567417745347,42.398,0.3951,26.9649,5.59,1.028,6.043,3.6435,0.1415,0.921,545.9509,3.3588,107.3569,350.1946,5.42,26.3281133614,2.2922,3.3533
SH688313,2025-03-31,124.5158,0.2291,1003.785,120.5723,-0.6048,4.5988,7.48,0.3625,21.3647,4.5988,0.2031,0.3502,392.8416,0.7228,92.1565,248.2759,7.21,39.108247573,,0.9766
SH688313,2025-06-30,124.3266,0.4845,1711.9968,121.1213,0.0515,28.6103,16.56,0.7475,21.8257,9.3552,0.4722,0.7666,371.517,1.4478,82.0756,240.8027,15.57,37.3773999015,1.9506,2.1931
SH688313,2025-09-30,121.2884,0.7207,727.7432,113.9617,-0.152,11.7609,22.34,1.0937,19.2073,11.7609,0.6533,1.1668,374.6358,2.2261,78.9381,246.8684,20.3,34.5946808086,,3.4204
SH688313,2025-12-31,104.5327,1.0112,473.2471,98.1452,0.2003,34.8618,27.1,1.5898,17.4827,15.3255,0.8235,1.5499,356.0127,3.4439,77.6548,226.4436,24.03,33.1850950646,3.9288,4.6359
SH688313,2026-03-31,134.3083,0.2251,24.6598,32.1833,-0.8321,4.3106,7.24,0.3532,20.1487,4.3106,0.257,0.3595,399.8223,0.6701,88.9768,254.8131,7.0,34.131885619,,1.0115
