instrument,datetime,inventory_turn_days,asset_turnover,profit_growth,revenue_growth,ocf_to_np,roa_alt,roe_weighted,current_asset_turnover,net_margin,roa,eps,equity_turnover,asset_turn_days,inventory_turnover,ar_turn_days,current_asset_turn_days,roe,gross_margin,fixed_asset_turnover,ar_turnover
SH688252,2021-06-30,,,,,-0.0177,,26.08,,35.1155,,0.438,1.6663,,,,,26.08,54.4767909366,,
SH688252,2021-09-30,,,,,0.3411,,,,31.7426,,0.6794,2.8595,,,,,,52.8034359598,,
SH688252,2021-12-31,71.2068,1.249,442.1266,98.8981,0.4499,34.3772,47.2,1.3636,29.5164,29.7246,0.9022,1.5633,288.2306,5.0557,16.2259,264.007,37.38,51.1695059479,19.2053,22.1868
SH688252,2022-03-31,,0.2505,22.537118402252,63.845325728242,-0.4367,4.9565,,,20.6257,4.9565,0.1637,0.3179,359.2814,,,,,40.3204003168,,
SH688252,2022-06-30,74.172748806148,0.5394,-9.1713,42.5523,-0.1628,11.1842,,,22.3742,11.1842,0.3978,0.6771,333.7041,2.426767281747,14.109490792984,,14.02,36.7311160078,,12.75737038572
SH688252,2022-09-30,73.7947,0.588,-36.8992,20.7247,-0.1294,7.4506,16.03,0.6868,16.5913,7.4506,0.3858,0.6937,459.1837,3.6588,16.5915,393.1275,8.51,31.7510707683,,16.2734
SH688252,2022-12-31,63.3669,0.7559,-60.5899,7.4033,0.2658,10.2658,11.34,0.8788,10.8306,6.2918,0.32,0.8894,476.2535,5.6812,14.4731,409.6495,7.16,27.4900638883,12.8114,24.8737
SH688252,2023-03-31,61.9536,0.1162,-82.2133,-18.409,3.378,0.5302,0.58,0.1394,4.4964,0.5302,0.026,0.1297,774.5267,1.4527,17.4737,645.6241,0.58,20.4172014203,,5.1506
SH688252,2023-06-30,68.8415,0.2423,-67.8859,-22.5732,3.6792,7.1013,2.52,0.2727,9.2801,2.2365,0.114,0.2726,742.8807,2.6147,18.9903,660.066,2.49,21.0763313324,4.7982,9.4785
SH688252,2023-09-30,65.007,0.392,-52.1755,-12.3848,4.6147,3.4764,4.02,0.4415,9.0563,3.4764,0.183,0.4445,688.7755,4.1534,15.4275,611.5515,3.93,20.0215844159,,17.5012
SH688252,2023-12-31,67.6743,0.5617,-13.0598,0.8823,3.4153,10.4753,5.99,0.6311,9.3338,5.0343,0.2759,0.6424,640.9115,5.3196,15.1598,570.4326,5.79,20.0068290055,11.3248,23.747
SH688252,2024-03-31,74.0924,0.1544,206.0166,46.0694,-1.1912,1.4579,1.65,0.1639,9.4199,1.4579,0.0795,0.1774,582.9016,1.2147,25.1291,549.1153,1.68,19.5679971112,,3.5815
SH688252,2024-06-30,60.3642,0.3668,116.5682,67.7359,0.5626,10.4601,5.11,0.3891,11.9818,4.2901,0.2469,0.4279,490.7306,2.9819,21.0859,462.606,5.08,20.6571227144,7.957,8.5365
SH688252,2024-09-30,52.1065,0.6344,156.5544,79.5719,0.3429,7.8788,9.55,0.6721,12.9388,7.8788,0.4694,0.7357,425.599,5.1817,20.0188,401.7259,9.21,21.3825656081,,13.4873
SH688252,2024-12-31,50.5228,0.873,143.6127,73.877,0.4981,17.1331,13.43,0.9374,13.0773,10.6779,0.672,1.0178,412.3711,7.1255,26.4346,384.041,12.61,21.4100942329,19.7151,13.6185
SH688252,2025-03-31,62.288,0.2115,116.9602,60.5237,-0.3326,2.6469,3.18,0.2261,12.7317,2.6469,0.1725,0.2499,425.5319,1.4449,38.1777,398.054,3.13,24.4633747531,,2.3574
SH688252,2025-06-30,55.0375,0.4528,50.8897,43.3478,0.8118,12.2602,6.78,0.4929,12.6122,5.5178,0.3725,0.5384,397.5265,3.2705,35.5619,365.1856,6.6,24.4069776567,11.8033,5.0616
SH688252,2025-09-30,54.0151,0.6387,1.6684,14.4352,1.3193,7.116,8.61,0.694,11.4953,7.116,0.4772,0.7487,422.7337,4.9986,33.6818,389.049,8.29,23.3122107014,,8.0162
SH688252,2025-12-31,49.7457,0.8158,-15.0491,4.1672,1.2027,15.5913,10.22,0.8853,10.6648,8.3579,0.5709,0.9547,441.2846,7.2368,36.2104,406.6418,9.7,23.3207685275,23.2243,9.9419
SH688252,2026-03-31,49.0436,0.1891,-34.7599,-3.2794,2.0159,1.6004,1.89,0.2048,8.5878,1.6004,0.1126,0.2203,475.9387,1.8351,35.301,439.4531,1.87,23.7641356544,,2.5495
