instrument,datetime,inventory_turnover,profit_growth,gross_margin,asset_turn_days,net_margin,current_asset_turnover,asset_turnover,roa_alt,ar_turn_days,roe_weighted,current_asset_turn_days,equity_turnover,inventory_turn_days,eps,ocf_to_np,fixed_asset_turnover,roa,ar_turnover,revenue_growth,roe
BJ920402,2023-03-31,2.8289,8.2117,35.1196582431,751.2521,22.0949,0.3122,0.1198,2.6339,41.1429,4.22,288.2767,0.191,31.8145,0.1777,-0.2728,,2.6339,2.1875,-1.3395,4.13
BJ920402,2023-06-30,5.6718,37.246,39.1057441797,738.613,24.9808,0.6275,0.2437,17.4655,38.6706,9.8,286.8526,0.3921,31.736,0.4245,0.1485,0.581,5.8376,4.6547,8.7665,9.33
BJ920402,2023-09-30,8.2522,49.5633,40.5283920806,738.9163,26.1073,0.9612,0.3654,9.006,40.5985,15.18,280.8989,0.5811,32.7185,0.6768,-0.0095,,9.006,6.6505,13.8074,14.09
BJ920402,2023-12-31,10.7908,62.894,39.0646253798,747.5083,27.5041,1.2947,0.4816,24.9975,39.8985,20.66,278.0567,0.7514,33.3618,0.9494,0.7097,1.0987,12.396,9.0229,17.5483,18.73
BJ920402,2024-03-31,1.902,-18.8834,35.0357372019,1046.5116,22.285,0.2605,0.086,1.9544,65.8762,2.8,345.4894,0.1258,47.3186,0.1441,-0.6562,,1.9544,1.3662,-19.5754,2.76
BJ920402,2024-06-30,3.7347,-40.108,33.7074798098,1043.4783,20.1018,0.5534,0.1725,19.347,67.9348,4.95,325.262,0.2478,48.1966,0.1956,0.6303,0.3101,3.6306,2.6496,-25.5712,4.95
BJ920402,2024-09-30,5.7021,-59.7749,28.2730259706,1125.0,15.7446,0.7853,0.24,4.0319,73.8512,5.34,343.8176,0.338,47.351,0.2094,1.2092,,4.0319,3.656,-33.2998,5.27
BJ920402,2024-12-31,8.4365,-74.8006,24.0929893995,1182.266,11.0107,1.0042,0.3045,22.6195,67.8733,4.61,358.4943,0.4264,42.6717,0.184,2.5116,0.5426,3.6179,5.304,-37.0535,4.67
BJ920402,2025-03-31,2.2272,-127.5318,0.1941113243,1497.5042,-10.1099,0.2324,0.0601,-0.6148,73.5835,-0.78,387.2633,0.0769,40.4095,-0.0305,0.11588564013,,-0.6148,1.2231,-39.3124,-0.78
BJ920402,2025-06-30,4.633,-140.0246,-4.0527862811,1531.9149,-13.4304,0.4615,0.1175,20.898,71.8219,-2.01,390.0325,0.1498,38.8517,-0.0783,0.102247674794,0.174,-1.6182,2.5062,-40.0936,-2.04
BJ920402,2025-09-30,7.122,-160.7522,-5.579229241,1567.0342,-15.0715,0.6907,0.1723,-2.7003,70.1171,-3.28,390.9078,0.2183,37.9107,-0.1272,0.008389594757,,-2.7003,3.8507,-36.5346,-3.35
BJ920402,2025-12-31,9.826,-245.3319,-2.5336707914,1539.7776,-23.8172,0.9647,0.2338,20.891,80.9972,-7.04,373.173,0.2958,36.6375,-0.2675,-0.020499749373,0.3409,-5.9159,4.4446,-32.8128,-7.32
BJ920402,2026-03-31,2.1184,-173.185118334343,-45.0337275728,2903.2258,-60.3631,0.1381,0.031,-1.895,164.5639,-2.31,651.7017,0.0382,42.4849,-0.0834,-0.265650719025,,-1.895,0.5469,-54.2455,-2.34
